region_1,region_2,carrier_1,carrier_2,timestep_4,parameter,value
East,EastNorth,electricity,,h8282,demand,19.1844
East,EastNorth,electricity,,h8283,demand,18.566
East,EastNorth,electricity,,h8284,demand,18.4
East,EastNorth,electricity,,h8285,demand,18.5696
East,EastNorth,electricity,,h8286,demand,18.6248
East,EastNorth,electricity,,h8287,demand,19.0004
East,EastNorth,electricity,,h8288,demand,20.6556
East,EastNorth,electricity,,h8289,demand,22.1712
East,EastNorth,electricity,,h8290,demand,23.2032
East,EastNorth,electricity,,h8291,demand,23.802
East,EastNorth,electricity,,h8292,demand,24.0768
East,EastNorth,electricity,,h8293,demand,23.7696
East,EastNorth,electricity,,h8294,demand,23.0892
East,EastNorth,electricity,,h8295,demand,22.4276
East,EastNorth,electricity,,h8296,demand,22.3292
East,EastNorth,electricity,,h8297,demand,23.3356
East,EastNorth,electricity,,h8298,demand,24.1848
East,EastNorth,electricity,,h8299,demand,24.0796
East,EastNorth,electricity,,h8300,demand,23.3828
East,EastNorth,electricity,,h8301,demand,22.1068
East,EastNorth,electricity,,h8302,demand,21.3084
East,EastNorth,electricity,,h8303,demand,20.9612
East,EastNorth,electricity,,h8304,demand,19.6012
East,EastNorth,electricity,,h8305,demand,18.3548
East,EastNorth,electricity,,h8306,demand,17.506
East,EastNorth,electricity,,h8307,demand,16.9764
East,EastNorth,electricity,,h8308,demand,16.8208
East,EastNorth,electricity,,h8309,demand,16.9684
East,EastNorth,electricity,,h8310,demand,16.8864
East,EastNorth,electricity,,h8311,demand,16.7564
East,EastNorth,electricity,,h8312,demand,17.5484
East,EastNorth,electricity,,h8313,demand,18.7512
East,EastNorth,electricity,,h8314,demand,20.2808
East,EastNorth,electricity,,h8315,demand,21.158
East,EastNorth,electricity,,h8316,demand,22.2404
East,EastNorth,electricity,,h8317,demand,21.9612
East,EastNorth,electricity,,h8318,demand,21.1552
East,EastNorth,electricity,,h8319,demand,20.5868
East,EastNorth,electricity,,h8320,demand,20.4572
East,EastNorth,electricity,,h8321,demand,21.35
East,EastNorth,electricity,,h8322,demand,22.582
East,EastNorth,electricity,,h8323,demand,22.8976
East,EastNorth,electricity,,h8324,demand,22.5024
East,EastNorth,electricity,,h8325,demand,21.6664
East,EastNorth,electricity,,h8326,demand,21.1076
East,EastNorth,electricity,,h8327,demand,20.9572
East,EastNorth,electricity,,h8328,demand,19.6008
East,EastNorth,electricity,,h8329,demand,18.376
East,EastNorth,electricity,,h8330,demand,17.7648
East,EastNorth,electricity,,h8331,demand,17.558
East,EastNorth,electricity,,h8332,demand,17.8152
East,EastNorth,electricity,,h8333,demand,18.5188
East,EastNorth,electricity,,h8334,demand,20.1576
East,EastNorth,electricity,,h8335,demand,23.8216
East,EastNorth,electricity,,h8336,demand,26.9028
East,EastNorth,electricity,,h8337,demand,27.7352
East,EastNorth,electricity,,h8338,demand,27.6656
East,EastNorth,electricity,,h8339,demand,27.9032
East,EastNorth,electricity,,h8340,demand,28.1128
East,EastNorth,electricity,,h8341,demand,27.9124
East,EastNorth,electricity,,h8342,demand,27.6984
East,EastNorth,electricity,,h8343,demand,27.35
East,EastNorth,electricity,,h8344,demand,27.1032
East,EastNorth,electricity,,h8345,demand,26.5484
East,EastNorth,electricity,,h8346,demand,28.6824
East,EastNorth,electricity,,h8347,demand,28.5192
East,EastNorth,electricity,,h8348,demand,27.8036
East,EastNorth,electricity,,h8349,demand,26.2436
East,EastNorth,electricity,,h8350,demand,24.6952
East,EastNorth,electricity,,h8351,demand,23.5
East,EastNorth,electricity,,h8352,demand,21.4644
East,EastNorth,electricity,,h8353,demand,19.9172
East,EastNorth,electricity,,h8354,demand,19.0724
East,EastNorth,electricity,,h8355,demand,18.7144
East,EastNorth,electricity,,h8356,demand,18.9568
East,EastNorth,electricity,,h8357,demand,19.5684
East,EastNorth,electricity,,h8358,demand,20.7592
East,EastNorth,electricity,,h8359,demand,23.966
East,EastNorth,electricity,,h8360,demand,26.8656
East,EastNorth,electricity,,h8361,demand,27.8856
East,EastNorth,electricity,,h8362,demand,27.7492
East,EastNorth,electricity,,h8363,demand,27.8892
East,EastNorth,electricity,,h8364,demand,28.1308
East,EastNorth,electricity,,h8365,demand,27.7468
East,EastNorth,electricity,,h8366,demand,27.5456
East,EastNorth,electricity,,h8367,demand,27.1192
East,EastNorth,electricity,,h8368,demand,27.0108
East,EastNorth,electricity,,h8369,demand,27.6924
East,EastNorth,electricity,,h8370,demand,28.434
East,EastNorth,electricity,,h8371,demand,28.1088
East,EastNorth,electricity,,h8372,demand,27.5356
East,EastNorth,electricity,,h8373,demand,26.056
East,EastNorth,electricity,,h8374,demand,24.7008
East,EastNorth,electricity,,h8375,demand,23.2564
East,EastNorth,electricity,,h8376,demand,21.2976
East,EastNorth,electricity,,h8377,demand,19.744
East,EastNorth,electricity,,h8378,demand,18.9312
East,EastNorth,electricity,,h8379,demand,18.5264
East,EastNorth,electricity,,h8380,demand,18.7172
East,EastNorth,electricity,,h8381,demand,19.4376
East,EastNorth,electricity,,h8382,demand,20.7736
East,EastNorth,electricity,,h8383,demand,24.1432
East,EastNorth,electricity,,h8384,demand,27.056
East,EastNorth,electricity,,h8385,demand,28.0376
East,EastNorth,electricity,,h8386,demand,27.9952
East,EastNorth,electricity,,h8387,demand,28.3804
East,EastNorth,electricity,,h8388,demand,28.8
East,EastNorth,electricity,,h8389,demand,28.5364
East,EastNorth,electricity,,h8390,demand,28.1764
East,EastNorth,electricity,,h8391,demand,27.6844
East,EastNorth,electricity,,h8392,demand,27.6452
East,EastNorth,electricity,,h8393,demand,28.2716
East,EastNorth,electricity,,h8394,demand,28.9064
East,EastNorth,electricity,,h8395,demand,28.4584
East,EastNorth,electricity,,h8396,demand,27.448
East,EastNorth,electricity,,h8397,demand,25.8224
East,EastNorth,electricity,,h8398,demand,24.2664
East,EastNorth,electricity,,h8399,demand,23.0208
East,EastNorth,electricity,,h8400,demand,20.9064
East,EastNorth,electricity,,h8401,demand,19.0564
East,EastNorth,electricity,,h8402,demand,18.2848
East,EastNorth,electricity,,h8403,demand,17.9024
East,EastNorth,electricity,,h8404,demand,18.1712
East,EastNorth,electricity,,h8405,demand,18.7188
East,EastNorth,electricity,,h8406,demand,20.0444
East,EastNorth,electricity,,h8407,demand,23.4084
East,EastNorth,electricity,,h8408,demand,26.356
East,EastNorth,electricity,,h8409,demand,27.3356
East,EastNorth,electricity,,h8410,demand,27.312
East,EastNorth,electricity,,h8411,demand,27.4504
East,EastNorth,electricity,,h8412,demand,27.8408
East,EastNorth,electricity,,h8413,demand,27.636
East,EastNorth,electricity,,h8414,demand,27.298
East,EastNorth,electricity,,h8415,demand,26.784
East,EastNorth,electricity,,h8416,demand,26.4248
East,EastNorth,electricity,,h8417,demand,27.0596
East,EastNorth,electricity,,h8418,demand,27.838
East,EastNorth,electricity,,h8419,demand,27.3916
East,EastNorth,electricity,,h8420,demand,26.5248
East,EastNorth,electricity,,h8421,demand,25.0964
East,EastNorth,electricity,,h8422,demand,23.6128
East,EastNorth,electricity,,h8423,demand,22.2408
East,EastNorth,electricity,,h8424,demand,20.288
East,EastNorth,electricity,,h8425,demand,18.8108
East,EastNorth,electricity,,h8426,demand,18.0088
East,EastNorth,electricity,,h8427,demand,17.5868
East,EastNorth,electricity,,h8428,demand,17.6216
East,EastNorth,electricity,,h8429,demand,18.2956
East,EastNorth,electricity,,h8430,demand,19.6668
East,EastNorth,electricity,,h8431,demand,22.8736
East,EastNorth,electricity,,h8432,demand,25.7268
East,EastNorth,electricity,,h8433,demand,26.6948
East,EastNorth,electricity,,h8434,demand,26.3104
East,EastNorth,electricity,,h8435,demand,26.5412
East,EastNorth,electricity,,h8436,demand,26.8324
East,EastNorth,electricity,,h8437,demand,26.3864
East,EastNorth,electricity,,h8438,demand,25.7492
East,EastNorth,electricity,,h8439,demand,25.3788
East,EastNorth,electricity,,h8440,demand,25.0232
East,EastNorth,electricity,,h8441,demand,25.7064
East,EastNorth,electricity,,h8442,demand,26.2212
East,EastNorth,electricity,,h8443,demand,25.652
East,EastNorth,electricity,,h8444,demand,24.8416
East,EastNorth,electricity,,h8445,demand,23.4052
East,EastNorth,electricity,,h8446,demand,22.0788
East,EastNorth,electricity,,h8447,demand,21.1496
East,EastNorth,electricity,,h8448,demand,19.3568
East,EastNorth,electricity,,h8449,demand,17.7768
East,EastNorth,electricity,,h8450,demand,16.8388
East,EastNorth,electricity,,h8451,demand,16.534
East,EastNorth,electricity,,h8452,demand,16.5392
East,EastNorth,electricity,,h8453,demand,16.7348
East,EastNorth,electricity,,h8454,demand,16.7752
East,EastNorth,electricity,,h8455,demand,17.378
East,EastNorth,electricity,,h8456,demand,18.7628
East,EastNorth,electricity,,h8457,demand,20.3056
East,EastNorth,electricity,,h8458,demand,21.4948
East,EastNorth,electricity,,h8459,demand,21.9868
East,EastNorth,electricity,,h8460,demand,22.3608
East,EastNorth,electricity,,h8461,demand,21.9896
East,EastNorth,electricity,,h8462,demand,21.2912
East,EastNorth,electricity,,h8463,demand,20.7128
East,EastNorth,electricity,,h8464,demand,20.5884
East,EastNorth,electricity,,h8465,demand,21.54
East,EastNorth,electricity,,h8466,demand,23.0212
East,EastNorth,electricity,,h8467,demand,23.0884
East,EastNorth,electricity,,h8468,demand,22.246
East,EastNorth,electricity,,h8469,demand,20.9644
East,EastNorth,electricity,,h8470,demand,19.984
East,EastNorth,electricity,,h8471,demand,19.452
East,EastNorth,electricity,,h8472,demand,18.074
East,EastNorth,electricity,,h8473,demand,16.6492
East,EastNorth,electricity,,h8474,demand,15.5468
East,EastNorth,electricity,,h8475,demand,15.0824
East,EastNorth,electricity,,h8476,demand,15.03
East,EastNorth,electricity,,h8477,demand,15.1736
East,EastNorth,electricity,,h8478,demand,15.2636
East,EastNorth,electricity,,h8479,demand,15.1588
East,EastNorth,electricity,,h8480,demand,16.1028
East,EastNorth,electricity,,h8481,demand,17.1884
East,EastNorth,electricity,,h8482,demand,18.4668
East,EastNorth,electricity,,h8483,demand,19.4512
East,EastNorth,electricity,,h8484,demand,20.6872
East,EastNorth,electricity,,h8485,demand,20.7672
East,EastNorth,electricity,,h8486,demand,20.0048
East,EastNorth,electricity,,h8487,demand,19.3788
East,EastNorth,electricity,,h8488,demand,19.1536
East,EastNorth,electricity,,h8489,demand,20.13
East,EastNorth,electricity,,h8490,demand,21.4296
East,EastNorth,electricity,,h8491,demand,21.5644
East,EastNorth,electricity,,h8492,demand,21.1072
East,EastNorth,electricity,,h8493,demand,20.3412
East,EastNorth,electricity,,h8494,demand,19.6288
East,EastNorth,electricity,,h8495,demand,19.1224
East,EastNorth,electricity,,h8496,demand,17.5084
East,EastNorth,electricity,,h8497,demand,16.3784
East,EastNorth,electricity,,h8498,demand,15.5536
East,EastNorth,electricity,,h8499,demand,15.2488
East,EastNorth,electricity,,h8500,demand,15.4292
East,EastNorth,electricity,,h8501,demand,16.1128
East,EastNorth,electricity,,h8502,demand,17.4652
East,EastNorth,electricity,,h8503,demand,20.632
East,EastNorth,electricity,,h8504,demand,23.3712
East,EastNorth,electricity,,h8505,demand,24.5292
East,EastNorth,electricity,,h8506,demand,24.9016
East,EastNorth,electricity,,h8507,demand,25.066
East,EastNorth,electricity,,h8508,demand,25.5396
East,EastNorth,electricity,,h8509,demand,25.3308
East,EastNorth,electricity,,h8510,demand,25.0412
East,EastNorth,electricity,,h8511,demand,24.3568
East,EastNorth,electricity,,h8512,demand,24.3776
East,EastNorth,electricity,,h8513,demand,25.0412
East,EastNorth,electricity,,h8514,demand,25.9508
East,EastNorth,electricity,,h8515,demand,25.7436
East,EastNorth,electricity,,h8516,demand,25.08
East,EastNorth,electricity,,h8517,demand,23.5928
East,EastNorth,electricity,,h8518,demand,22.084
East,EastNorth,electricity,,h8519,demand,21.2348
East,EastNorth,electricity,,h8520,demand,19.6632
East,EastNorth,electricity,,h8521,demand,18.3132
East,EastNorth,electricity,,h8522,demand,17.2308
East,EastNorth,electricity,,h8523,demand,16.7444
East,EastNorth,electricity,,h8524,demand,16.5156
East,EastNorth,electricity,,h8525,demand,17.0464
East,EastNorth,electricity,,h8526,demand,18.1544
East,EastNorth,electricity,,h8527,demand,20.7172
East,EastNorth,electricity,,h8528,demand,22.9816
East,EastNorth,electricity,,h8529,demand,24.376
East,EastNorth,electricity,,h8530,demand,24.3504
East,EastNorth,electricity,,h8531,demand,24.7444
East,EastNorth,electricity,,h8532,demand,25.1284
East,EastNorth,electricity,,h8533,demand,25.0084
East,EastNorth,electricity,,h8534,demand,24.764
East,EastNorth,electricity,,h8535,demand,24.2384
East,EastNorth,electricity,,h8536,demand,23.9272
East,EastNorth,electricity,,h8537,demand,24.4688
East,EastNorth,electricity,,h8538,demand,25.308
East,EastNorth,electricity,,h8539,demand,25.0436
East,EastNorth,electricity,,h8540,demand,24.2684
East,EastNorth,electricity,,h8541,demand,22.994
East,EastNorth,electricity,,h8542,demand,21.534
East,EastNorth,electricity,,h8543,demand,20.414
East,EastNorth,electricity,,h8544,demand,18.5136
East,EastNorth,electricity,,h8545,demand,17.1984
East,EastNorth,electricity,,h8546,demand,16.2792
East,EastNorth,electricity,,h8547,demand,15.7416
East,EastNorth,electricity,,h8548,demand,15.8916
East,EastNorth,electricity,,h8549,demand,16.4228
East,EastNorth,electricity,,h8550,demand,17.4588
East,EastNorth,electricity,,h8551,demand,19.4884
East,EastNorth,electricity,,h8552,demand,21.8808
East,EastNorth,electricity,,h8553,demand,23.0732
East,EastNorth,electricity,,h8554,demand,23.4064
East,EastNorth,electricity,,h8555,demand,23.648
East,EastNorth,electricity,,h8556,demand,24.0452
East,EastNorth,electricity,,h8557,demand,23.9548
East,EastNorth,electricity,,h8558,demand,23.3232
East,EastNorth,electricity,,h8559,demand,22.7356
East,EastNorth,electricity,,h8560,demand,22.5088
East,EastNorth,electricity,,h8561,demand,23.154
East,EastNorth,electricity,,h8562,demand,24.2944
East,EastNorth,electricity,,h8563,demand,23.8808
East,EastNorth,electricity,,h8564,demand,22.8624
East,EastNorth,electricity,,h8565,demand,21.3836
East,EastNorth,electricity,,h8566,demand,20.2304
East,EastNorth,electricity,,h8567,demand,19.2368
East,EastNorth,electricity,,h8568,demand,17.3752
East,EastNorth,electricity,,h8569,demand,15.8972
East,EastNorth,electricity,,h8570,demand,14.9672
East,EastNorth,electricity,,h8571,demand,14.556
East,EastNorth,electricity,,h8572,demand,14.57
East,EastNorth,electricity,,h8573,demand,14.8532
East,EastNorth,electricity,,h8574,demand,15.2532
East,EastNorth,electricity,,h8575,demand,15.6256
East,EastNorth,electricity,,h8576,demand,16.8848
East,EastNorth,electricity,,h8577,demand,18.3532
East,EastNorth,electricity,,h8578,demand,19.6432
East,EastNorth,electricity,,h8579,demand,20.3196
East,EastNorth,electricity,,h8580,demand,20.7364
East,EastNorth,electricity,,h8581,demand,20.4476
East,EastNorth,electricity,,h8582,demand,19.5408
East,EastNorth,electricity,,h8583,demand,18.65
East,EastNorth,electricity,,h8584,demand,18.18
East,EastNorth,electricity,,h8585,demand,19.0536
East,EastNorth,electricity,,h8586,demand,20.2856
East,EastNorth,electricity,,h8587,demand,19.8152
East,EastNorth,electricity,,h8588,demand,18.602
East,EastNorth,electricity,,h8589,demand,17.9008
East,EastNorth,electricity,,h8590,demand,17.524
East,EastNorth,electricity,,h8591,demand,17.4216
East,EastNorth,electricity,,h8592,demand,16.2564
East,EastNorth,electricity,,h8593,demand,14.7208
East,EastNorth,electricity,,h8594,demand,13.596
East,EastNorth,electricity,,h8595,demand,13.2148
East,EastNorth,electricity,,h8596,demand,13.074
East,EastNorth,electricity,,h8597,demand,13.4532
East,EastNorth,electricity,,h8598,demand,13.6276
East,EastNorth,electricity,,h8599,demand,13.7536
East,EastNorth,electricity,,h8600,demand,14.6048
East,EastNorth,electricity,,h8601,demand,15.7384
East,EastNorth,electricity,,h8602,demand,17.3028
East,EastNorth,electricity,,h8603,demand,18.4528
East,EastNorth,electricity,,h8604,demand,19.4608
East,EastNorth,electricity,,h8605,demand,19.0428
East,EastNorth,electricity,,h8606,demand,17.742
East,EastNorth,electricity,,h8607,demand,17.0936
East,EastNorth,electricity,,h8608,demand,16.9152
East,EastNorth,electricity,,h8609,demand,17.5224
East,EastNorth,electricity,,h8610,demand,18.6772
East,EastNorth,electricity,,h8611,demand,18.9012
East,EastNorth,electricity,,h8612,demand,18.5384
East,EastNorth,electricity,,h8613,demand,17.6732
East,EastNorth,electricity,,h8614,demand,17.1412
East,EastNorth,electricity,,h8615,demand,16.954
East,EastNorth,electricity,,h8616,demand,15.7536
East,EastNorth,electricity,,h8617,demand,14.5396
East,EastNorth,electricity,,h8618,demand,14.2812
East,EastNorth,electricity,,h8619,demand,13.902
East,EastNorth,electricity,,h8620,demand,14.03
East,EastNorth,electricity,,h8621,demand,14.1884
East,EastNorth,electricity,,h8622,demand,14.1692
East,EastNorth,electricity,,h8623,demand,13.938
East,EastNorth,electricity,,h8624,demand,14.6372
East,EastNorth,electricity,,h8625,demand,15.754
East,EastNorth,electricity,,h8626,demand,17.048
East,EastNorth,electricity,,h8627,demand,17.9276
East,EastNorth,electricity,,h8628,demand,18.652
East,EastNorth,electricity,,h8629,demand,18.4264
East,EastNorth,electricity,,h8630,demand,17.4044
East,EastNorth,electricity,,h8631,demand,16.812
East,EastNorth,electricity,,h8632,demand,16.5472
East,EastNorth,electricity,,h8633,demand,17.5012
East,EastNorth,electricity,,h8634,demand,18.9676
East,EastNorth,electricity,,h8635,demand,19.4404
East,EastNorth,electricity,,h8636,demand,19.0888
East,EastNorth,electricity,,h8637,demand,18.3372
East,EastNorth,electricity,,h8638,demand,17.764
East,EastNorth,electricity,,h8639,demand,17.4352
East,EastNorth,electricity,,h8640,demand,16.2368
East,EastNorth,electricity,,h8641,demand,15.2124
East,EastNorth,electricity,,h8642,demand,14.4152
East,EastNorth,electricity,,h8643,demand,14.1252
East,EastNorth,electricity,,h8644,demand,14.2212
East,EastNorth,electricity,,h8645,demand,14.3632
East,EastNorth,electricity,,h8646,demand,14.4588
East,EastNorth,electricity,,h8647,demand,14.194
East,EastNorth,electricity,,h8648,demand,14.9248
East,EastNorth,electricity,,h8649,demand,16.028
East,EastNorth,electricity,,h8650,demand,17.2604
East,EastNorth,electricity,,h8651,demand,18.1264
East,EastNorth,electricity,,h8652,demand,18.9252
East,EastNorth,electricity,,h8653,demand,18.9192
East,EastNorth,electricity,,h8654,demand,18.2936
East,EastNorth,electricity,,h8655,demand,17.6748
East,EastNorth,electricity,,h8656,demand,17.6168
East,EastNorth,electricity,,h8657,demand,18.518
East,EastNorth,electricity,,h8658,demand,20.0728
East,EastNorth,electricity,,h8659,demand,20.2092
East,EastNorth,electricity,,h8660,demand,19.7552
East,EastNorth,electricity,,h8661,demand,18.7328
East,EastNorth,electricity,,h8662,demand,18.2172
East,EastNorth,electricity,,h8663,demand,17.842
East,EastNorth,electricity,,h8664,demand,16.536
East,EastNorth,electricity,,h8665,demand,15.2308
East,EastNorth,electricity,,h8666,demand,14.5148
East,EastNorth,electricity,,h8667,demand,14.2712
East,EastNorth,electricity,,h8668,demand,14.4512
East,EastNorth,electricity,,h8669,demand,15.0128
East,EastNorth,electricity,,h8670,demand,15.7904
East,EastNorth,electricity,,h8671,demand,17.0104
East,EastNorth,electricity,,h8672,demand,18.6576
East,EastNorth,electricity,,h8673,demand,19.86
East,EastNorth,electricity,,h8674,demand,20.732
East,EastNorth,electricity,,h8675,demand,21.2076
East,EastNorth,electricity,,h8676,demand,21.69
East,EastNorth,electricity,,h8677,demand,21.704
East,EastNorth,electricity,,h8678,demand,21.2008
East,EastNorth,electricity,,h8679,demand,20.664
East,EastNorth,electricity,,h8680,demand,20.6252
East,EastNorth,electricity,,h8681,demand,21.4284
East,EastNorth,electricity,,h8682,demand,22.7144
East,EastNorth,electricity,,h8683,demand,22.8008
East,EastNorth,electricity,,h8684,demand,22.1296
East,EastNorth,electricity,,h8685,demand,20.9724
East,EastNorth,electricity,,h8686,demand,19.9304
East,EastNorth,electricity,,h8687,demand,19.2712
East,EastNorth,electricity,,h8688,demand,17.7168
East,EastNorth,electricity,,h8689,demand,16.3356
East,EastNorth,electricity,,h8690,demand,15.432
East,EastNorth,electricity,,h8691,demand,15.1904
East,EastNorth,electricity,,h8692,demand,15.3552
East,EastNorth,electricity,,h8693,demand,15.6772
East,EastNorth,electricity,,h8694,demand,16.2884
East,EastNorth,electricity,,h8695,demand,17.278
East,EastNorth,electricity,,h8696,demand,18.8452
East,EastNorth,electricity,,h8697,demand,20.0424
East,EastNorth,electricity,,h8698,demand,20.8836
East,EastNorth,electricity,,h8699,demand,21.3924
East,EastNorth,electricity,,h8700,demand,21.736
East,EastNorth,electricity,,h8701,demand,21.534
East,EastNorth,electricity,,h8702,demand,21.2636
East,EastNorth,electricity,,h8703,demand,20.6668
East,EastNorth,electricity,,h8704,demand,20.4788
East,EastNorth,electricity,,h8705,demand,21.5264
East,EastNorth,electricity,,h8706,demand,22.7744
East,EastNorth,electricity,,h8707,demand,22.7928
East,EastNorth,electricity,,h8708,demand,21.994
East,EastNorth,electricity,,h8709,demand,20.5424
East,EastNorth,electricity,,h8710,demand,19.768
East,EastNorth,electricity,,h8711,demand,19.0292
East,EastNorth,electricity,,h8712,demand,17.4628
East,EastNorth,electricity,,h8713,demand,16.02
East,EastNorth,electricity,,h8714,demand,15.0856
East,EastNorth,electricity,,h8715,demand,14.8252
East,EastNorth,electricity,,h8716,demand,14.818
East,EastNorth,electricity,,h8717,demand,15.18
East,EastNorth,electricity,,h8718,demand,15.9336
East,EastNorth,electricity,,h8719,demand,17.0064
East,EastNorth,electricity,,h8720,demand,18.6332
East,EastNorth,electricity,,h8721,demand,19.944
East,EastNorth,electricity,,h8722,demand,20.8576
East,EastNorth,electricity,,h8723,demand,21.3028
East,EastNorth,electricity,,h8724,demand,21.7724
East,EastNorth,electricity,,h8725,demand,21.834
East,EastNorth,electricity,,h8726,demand,21.3236
East,EastNorth,electricity,,h8727,demand,20.7804
East,EastNorth,electricity,,h8728,demand,20.5992
East,EastNorth,electricity,,h8729,demand,21.5036
East,EastNorth,electricity,,h8730,demand,22.8172
East,EastNorth,electricity,,h8731,demand,22.888
East,EastNorth,electricity,,h8732,demand,22.3128
East,EastNorth,electricity,,h8733,demand,21.0588
East,EastNorth,electricity,,h8734,demand,20.0816
East,EastNorth,electricity,,h8735,demand,19.39
East,EastNorth,electricity,,h8736,demand,17.9148
East,EastNorth,electricity,,h8737,demand,16.6412
East,EastNorth,electricity,,h8738,demand,15.7624
East,EastNorth,electricity,,h8739,demand,15.3852
East,EastNorth,electricity,,h8740,demand,15.3352
East,EastNorth,electricity,,h8741,demand,15.5048
East,EastNorth,electricity,,h8742,demand,15.7368
East,EastNorth,electricity,,h8743,demand,15.7576
East,EastNorth,electricity,,h8744,demand,16.916
East,EastNorth,electricity,,h8745,demand,18.0876
East,EastNorth,electricity,,h8746,demand,19.4768
East,EastNorth,electricity,,h8747,demand,20.238
East,EastNorth,electricity,,h8748,demand,20.5644
East,EastNorth,electricity,,h8749,demand,20.5228
East,EastNorth,electricity,,h8750,demand,20.1292
East,EastNorth,electricity,,h8751,demand,19.5916
East,EastNorth,electricity,,h8752,demand,19.5144
East,EastNorth,electricity,,h8753,demand,20.172
East,EastNorth,electricity,,h8754,demand,21.4668
East,EastNorth,electricity,,h8755,demand,21.1152
East,EastNorth,electricity,,h8756,demand,19.8844
East,EastNorth,electricity,,h8757,demand,18.5044
East,EastNorth,electricity,,h8758,demand,17.7752
East,EastNorth,electricity,,h8759,demand,17.6452
East,EastNorth,electricity,,h8760,demand,16.9252
West,WestSouth,electricity,,h0001,demand,43.434
West,WestSouth,electricity,,h0002,demand,42.5574
West,WestSouth,electricity,,h0003,demand,41.8638
West,WestSouth,electricity,,h0004,demand,39.8502
West,WestSouth,electricity,,h0005,demand,38.5092
West,WestSouth,electricity,,h0006,demand,38.3154
West,WestSouth,electricity,,h0007,demand,38.3526
West,WestSouth,electricity,,h0008,demand,38.4702
West,WestSouth,electricity,,h0009,demand,38.3166
West,WestSouth,electricity,,h0010,demand,38.5662
West,WestSouth,electricity,,h0011,demand,39.06
West,WestSouth,electricity,,h0012,demand,39.525
West,WestSouth,electricity,,h0013,demand,40.476
West,WestSouth,electricity,,h0014,demand,39.4236
West,WestSouth,electricity,,h0015,demand,37.6128
West,WestSouth,electricity,,h0016,demand,36.4788
West,WestSouth,electricity,,h0017,demand,36.6666
West,WestSouth,electricity,,h0018,demand,39.372
West,WestSouth,electricity,,h0019,demand,41.9802
West,WestSouth,electricity,,h0020,demand,43.0092
West,WestSouth,electricity,,h0021,demand,42.2772
West,WestSouth,electricity,,h0022,demand,40.9038
West,WestSouth,electricity,,h0023,demand,41.5128
West,WestSouth,electricity,,h0024,demand,42.081
West,WestSouth,electricity,,h0025,demand,40.5504
West,WestSouth,electricity,,h0026,demand,39.306
West,WestSouth,electricity,,h0027,demand,38.7132
West,WestSouth,electricity,,h0028,demand,37.0788
West,WestSouth,electricity,,h0029,demand,36.4116
West,WestSouth,electricity,,h0030,demand,37.236
West,WestSouth,electricity,,h0031,demand,38.7972
West,WestSouth,electricity,,h0032,demand,40.1892
West,WestSouth,electricity,,h0033,demand,41.2968
West,WestSouth,electricity,,h0034,demand,42.2832
West,WestSouth,electricity,,h0035,demand,43.0086
West,WestSouth,electricity,,h0036,demand,43.3488
West,WestSouth,electricity,,h0037,demand,44.0658
West,WestSouth,electricity,,h0038,demand,42.8706
West,WestSouth,electricity,,h0039,demand,41.4738
West,WestSouth,electricity,,h0040,demand,39.9768
West,WestSouth,electricity,,h0041,demand,39.7404
West,WestSouth,electricity,,h0042,demand,41.991
West,WestSouth,electricity,,h0043,demand,44.2908
West,WestSouth,electricity,,h0044,demand,44.3826
West,WestSouth,electricity,,h0045,demand,42.5628
West,WestSouth,electricity,,h0046,demand,40.6476
West,WestSouth,electricity,,h0047,demand,41.073
West,WestSouth,electricity,,h0048,demand,41.7234
West,WestSouth,electricity,,h0049,demand,39.9852
West,WestSouth,electricity,,h0050,demand,38.5362
West,WestSouth,electricity,,h0051,demand,37.6296
West,WestSouth,electricity,,h0052,demand,35.6376
West,WestSouth,electricity,,h0053,demand,34.62
West,WestSouth,electricity,,h0054,demand,34.8786
West,WestSouth,electricity,,h0055,demand,35.6958
West,WestSouth,electricity,,h0056,demand,36.5916
West,WestSouth,electricity,,h0057,demand,37.6218
West,WestSouth,electricity,,h0058,demand,38.8884
West,WestSouth,electricity,,h0059,demand,39.8562
West,WestSouth,electricity,,h0060,demand,40.2162
West,WestSouth,electricity,,h0061,demand,41.0988
West,WestSouth,electricity,,h0062,demand,40.1106
West,WestSouth,electricity,,h0063,demand,38.595
West,WestSouth,electricity,,h0064,demand,37.1112
West,WestSouth,electricity,,h0065,demand,36.5436
West,WestSouth,electricity,,h0066,demand,38.0202
West,WestSouth,electricity,,h0067,demand,39.8748
West,WestSouth,electricity,,h0068,demand,39.84
West,WestSouth,electricity,,h0069,demand,38.1114
West,WestSouth,electricity,,h0070,demand,36.3324
West,WestSouth,electricity,,h0071,demand,36.792
West,WestSouth,electricity,,h0072,demand,37.635
West,WestSouth,electricity,,h0073,demand,36.159
West,WestSouth,electricity,,h0074,demand,34.5948
West,WestSouth,electricity,,h0075,demand,33.5244
West,WestSouth,electricity,,h0076,demand,31.5486
West,WestSouth,electricity,,h0077,demand,30.39
West,WestSouth,electricity,,h0078,demand,30.342
West,WestSouth,electricity,,h0079,demand,30.9396
West,WestSouth,electricity,,h0080,demand,31.5384
West,WestSouth,electricity,,h0081,demand,32.3232
West,WestSouth,electricity,,h0082,demand,33.6606
West,WestSouth,electricity,,h0083,demand,35.0778
West,WestSouth,electricity,,h0084,demand,36.0738
