region_1,region_2,carrier_1,carrier_2,timestep_4,parameter,value,comment
East,EastNorth,heat,districtHeat,h7735,genUp,2.491064429,
East,EastNorth,heat,districtHeat,h7736,genUp,2.397938277,
East,EastNorth,heat,districtHeat,h7737,genUp,2.173211895,
East,EastNorth,heat,districtHeat,h7738,genUp,1.982187751,
East,EastNorth,heat,districtHeat,h7739,genUp,1.799670578,
East,EastNorth,heat,districtHeat,h7740,genUp,1.69726321,
East,EastNorth,heat,districtHeat,h7741,genUp,1.734463954,
East,EastNorth,heat,districtHeat,h7742,genUp,1.69415353,
East,EastNorth,heat,districtHeat,h7743,genUp,1.765194093,
East,EastNorth,heat,districtHeat,h7744,genUp,1.841231166,
East,EastNorth,heat,districtHeat,h7745,genUp,1.889274315,
East,EastNorth,heat,districtHeat,h7746,genUp,2.031217861,
East,EastNorth,heat,districtHeat,h7747,genUp,2.178157919,
East,EastNorth,heat,districtHeat,h7748,genUp,2.121195063,
East,EastNorth,heat,districtHeat,h7749,genUp,2.001973773,
East,EastNorth,heat,districtHeat,h7750,genUp,1.534232991,
East,EastNorth,heat,districtHeat,h7751,genUp,1.072176613,
East,EastNorth,heat,districtHeat,h7752,genUp,1.421084931,
East,EastNorth,heat,districtHeat,h7753,genUp,1.505916088,
East,EastNorth,heat,districtHeat,h7754,genUp,1.520394576,
East,EastNorth,heat,districtHeat,h7755,genUp,1.71846355,
East,EastNorth,heat,districtHeat,h7756,genUp,2.104345276,
East,EastNorth,heat,districtHeat,h7757,genUp,2.739759827,
East,EastNorth,heat,districtHeat,h7758,genUp,3.2775303,
East,EastNorth,heat,districtHeat,h7759,genUp,3.168054189,
East,EastNorth,heat,districtHeat,h7760,genUp,3.191538737,
East,EastNorth,heat,districtHeat,h7761,genUp,2.920955104,
East,EastNorth,heat,districtHeat,h7762,genUp,2.751029589,
East,EastNorth,heat,districtHeat,h7763,genUp,2.579342865,
East,EastNorth,heat,districtHeat,h7764,genUp,2.501694118,
East,EastNorth,heat,districtHeat,h7765,genUp,2.537420767,
East,EastNorth,heat,districtHeat,h7766,genUp,2.583690753,
East,EastNorth,heat,districtHeat,h7767,genUp,2.684911139,
East,EastNorth,heat,districtHeat,h7768,genUp,2.803295002,
East,EastNorth,heat,districtHeat,h7769,genUp,2.879756766,
East,EastNorth,heat,districtHeat,h7770,genUp,2.98787245,
East,EastNorth,heat,districtHeat,h7771,genUp,3.014541814,
East,EastNorth,heat,districtHeat,h7772,genUp,2.911572175,
East,EastNorth,heat,districtHeat,h7773,genUp,2.643936732,
East,EastNorth,heat,districtHeat,h7774,genUp,2.067954643,
East,EastNorth,heat,districtHeat,h7775,genUp,1.618615546,
East,EastNorth,heat,districtHeat,h7776,genUp,2.179521011,
East,EastNorth,heat,districtHeat,h7777,genUp,2.317391827,
East,EastNorth,heat,districtHeat,h7778,genUp,2.365411065,
East,EastNorth,heat,districtHeat,h7779,genUp,2.646687567,
East,EastNorth,heat,districtHeat,h7780,genUp,3.269462641,
East,EastNorth,heat,districtHeat,h7781,genUp,4.418824778,
East,EastNorth,heat,districtHeat,h7782,genUp,4.990623874,
East,EastNorth,heat,districtHeat,h7783,genUp,4.781562962,
East,EastNorth,heat,districtHeat,h7784,genUp,4.750121019,
East,EastNorth,heat,districtHeat,h7785,genUp,4.417290907,
East,EastNorth,heat,districtHeat,h7786,genUp,4.097489099,
East,EastNorth,heat,districtHeat,h7787,genUp,3.990572353,
East,EastNorth,heat,districtHeat,h7788,genUp,3.86017106,
East,EastNorth,heat,districtHeat,h7789,genUp,3.771204731,
East,EastNorth,heat,districtHeat,h7790,genUp,3.68751007,
East,EastNorth,heat,districtHeat,h7791,genUp,3.912374031,
East,EastNorth,heat,districtHeat,h7792,genUp,4.141959346,
East,EastNorth,heat,districtHeat,h7793,genUp,4.384124362,
East,EastNorth,heat,districtHeat,h7794,genUp,4.545130171,
East,EastNorth,heat,districtHeat,h7795,genUp,4.532837582,
East,EastNorth,heat,districtHeat,h7796,genUp,4.429443252,
East,EastNorth,heat,districtHeat,h7797,genUp,3.98659867,
East,EastNorth,heat,districtHeat,h7798,genUp,3.207625493,
East,EastNorth,heat,districtHeat,h7799,genUp,2.510975335,
East,EastNorth,heat,districtHeat,h7800,genUp,3.247616344,
East,EastNorth,heat,districtHeat,h7801,genUp,3.337731124,
East,EastNorth,heat,districtHeat,h7802,genUp,3.334782934,
East,EastNorth,heat,districtHeat,h7803,genUp,3.598058533,
East,EastNorth,heat,districtHeat,h7804,genUp,4.253387395,
East,EastNorth,heat,districtHeat,h7805,genUp,5.780186729,
East,EastNorth,heat,districtHeat,h7806,genUp,6.192179693,
East,EastNorth,heat,districtHeat,h7807,genUp,5.811868704,
East,EastNorth,heat,districtHeat,h7808,genUp,5.904495027,
East,EastNorth,heat,districtHeat,h7809,genUp,5.697219233,
East,EastNorth,heat,districtHeat,h7810,genUp,5.456677846,
East,EastNorth,heat,districtHeat,h7811,genUp,5.335832927,
East,EastNorth,heat,districtHeat,h7812,genUp,5.166332102,
East,EastNorth,heat,districtHeat,h7813,genUp,5.21451283,
East,EastNorth,heat,districtHeat,h7814,genUp,5.333159894,
East,EastNorth,heat,districtHeat,h7815,genUp,5.48374799,
East,EastNorth,heat,districtHeat,h7816,genUp,5.653972574,
East,EastNorth,heat,districtHeat,h7817,genUp,5.883545934,
East,EastNorth,heat,districtHeat,h7818,genUp,5.938484379,
East,EastNorth,heat,districtHeat,h7819,genUp,5.850429875,
East,EastNorth,heat,districtHeat,h7820,genUp,5.664103174,
East,EastNorth,heat,districtHeat,h7821,genUp,5.153878024,
East,EastNorth,heat,districtHeat,h7822,genUp,4.21229932,
East,EastNorth,heat,districtHeat,h7823,genUp,3.527929795,
East,EastNorth,heat,districtHeat,h7824,genUp,3.673635049,
East,EastNorth,heat,districtHeat,h7825,genUp,3.777815581,
East,EastNorth,heat,districtHeat,h7826,genUp,3.891053398,
East,EastNorth,heat,districtHeat,h7827,genUp,4.212353212,
East,EastNorth,heat,districtHeat,h7828,genUp,4.76803483,
East,EastNorth,heat,districtHeat,h7829,genUp,6.299217918,
East,EastNorth,heat,districtHeat,h7830,genUp,7.153507814,
East,EastNorth,heat,districtHeat,h7831,genUp,6.92763298,
East,EastNorth,heat,districtHeat,h7832,genUp,7.013088849,
East,EastNorth,heat,districtHeat,h7833,genUp,6.775782765,
East,EastNorth,heat,districtHeat,h7834,genUp,6.510482756,
East,EastNorth,heat,districtHeat,h7835,genUp,6.229355787,
East,EastNorth,heat,districtHeat,h7836,genUp,6.052822087,
East,EastNorth,heat,districtHeat,h7837,genUp,6.14320007,
East,EastNorth,heat,districtHeat,h7838,genUp,6.175691416,
East,EastNorth,heat,districtHeat,h7839,genUp,6.316011334,
East,EastNorth,heat,districtHeat,h7840,genUp,6.547920127,
East,EastNorth,heat,districtHeat,h7841,genUp,6.715958811,
East,EastNorth,heat,districtHeat,h7842,genUp,6.758730292,
East,EastNorth,heat,districtHeat,h7843,genUp,6.647678373,
East,EastNorth,heat,districtHeat,h7844,genUp,6.324067037,
East,EastNorth,heat,districtHeat,h7845,genUp,5.783524485,
East,EastNorth,heat,districtHeat,h7846,genUp,4.712605845,
East,EastNorth,heat,districtHeat,h7847,genUp,3.896073819,
East,EastNorth,heat,districtHeat,h7848,genUp,3.915800065,
East,EastNorth,heat,districtHeat,h7849,genUp,4.064076638,
East,EastNorth,heat,districtHeat,h7850,genUp,4.17028158,
East,EastNorth,heat,districtHeat,h7851,genUp,4.495241388,
East,EastNorth,heat,districtHeat,h7852,genUp,5.063377084,
East,EastNorth,heat,districtHeat,h7853,genUp,6.684662996,
East,EastNorth,heat,districtHeat,h7854,genUp,7.59577817,
East,EastNorth,heat,districtHeat,h7855,genUp,7.401407721,
East,EastNorth,heat,districtHeat,h7856,genUp,7.4568333,
East,EastNorth,heat,districtHeat,h7857,genUp,7.189634505,
East,EastNorth,heat,districtHeat,h7858,genUp,6.8979642,
East,EastNorth,heat,districtHeat,h7859,genUp,6.599111486,
East,EastNorth,heat,districtHeat,h7860,genUp,6.429610661,
East,EastNorth,heat,districtHeat,h7861,genUp,6.48116427,
East,EastNorth,heat,districtHeat,h7862,genUp,6.55247999,
East,EastNorth,heat,districtHeat,h7863,genUp,6.70686566,
East,EastNorth,heat,districtHeat,h7864,genUp,6.968804742,
East,EastNorth,heat,districtHeat,h7865,genUp,7.066514668,
East,EastNorth,heat,districtHeat,h7866,genUp,7.075882978,
East,EastNorth,heat,districtHeat,h7867,genUp,6.963069851,
East,EastNorth,heat,districtHeat,h7868,genUp,6.700855611,
East,EastNorth,heat,districtHeat,h7869,genUp,6.091595974,
East,EastNorth,heat,districtHeat,h7870,genUp,4.986849472,
East,EastNorth,heat,districtHeat,h7871,genUp,4.133104746,
East,EastNorth,heat,districtHeat,h7872,genUp,3.716119417,
East,EastNorth,heat,districtHeat,h7873,genUp,3.848431452,
East,EastNorth,heat,districtHeat,h7874,genUp,3.954636394,
East,EastNorth,heat,districtHeat,h7875,genUp,4.254837579,
East,EastNorth,heat,districtHeat,h7876,genUp,4.803486322,
East,EastNorth,heat,districtHeat,h7877,genUp,6.336430617,
East,EastNorth,heat,districtHeat,h7878,genUp,7.199652176,
East,EastNorth,heat,districtHeat,h7879,genUp,7.007180514,
East,EastNorth,heat,districtHeat,h7880,genUp,7.069638969,
East,EastNorth,heat,districtHeat,h7881,genUp,6.820165919,
East,EastNorth,heat,districtHeat,h7882,genUp,6.542561366,
East,EastNorth,heat,districtHeat,h7883,genUp,6.252640314,
East,EastNorth,heat,districtHeat,h7884,genUp,6.105999325,
East,EastNorth,heat,districtHeat,h7885,genUp,6.16458581,
East,EastNorth,heat,districtHeat,h7886,genUp,6.220074571,
East,EastNorth,heat,districtHeat,h7887,genUp,6.365528577,
East,EastNorth,heat,districtHeat,h7888,genUp,6.618535998,
East,EastNorth,heat,districtHeat,h7889,genUp,6.725177586,
East,EastNorth,heat,districtHeat,h7890,genUp,6.732784688,
East,EastNorth,heat,districtHeat,h7891,genUp,6.619833983,
East,EastNorth,heat,districtHeat,h7892,genUp,6.373584281,
East,EastNorth,heat,districtHeat,h7893,genUp,5.78205039,
East,EastNorth,heat,districtHeat,h7894,genUp,4.735890372,
East,EastNorth,heat,districtHeat,h7895,genUp,3.915698352,
East,EastNorth,heat,districtHeat,h7896,genUp,3.503847112,
East,EastNorth,heat,districtHeat,h7897,genUp,3.627365063,
East,EastNorth,heat,districtHeat,h7898,genUp,3.733570005,
East,EastNorth,heat,districtHeat,h7899,genUp,4.026738315,
East,EastNorth,heat,districtHeat,h7900,genUp,4.525869814,
East,EastNorth,heat,districtHeat,h7901,genUp,5.973982952,
East,EastNorth,heat,districtHeat,h7902,genUp,6.778480448,
East,EastNorth,heat,districtHeat,h7903,genUp,6.612528615,
East,EastNorth,heat,districtHeat,h7904,genUp,6.676885856,
East,EastNorth,heat,districtHeat,h7905,genUp,6.432684475,
East,EastNorth,heat,districtHeat,h7906,genUp,6.164011584,
East,EastNorth,heat,districtHeat,h7907,genUp,5.889917492,
East,EastNorth,heat,districtHeat,h7908,genUp,5.759241041,
East,EastNorth,heat,districtHeat,h7909,genUp,5.81079465,
East,EastNorth,heat,districtHeat,h7910,genUp,5.889143246,
East,EastNorth,heat,districtHeat,h7911,genUp,6.034597253,
East,EastNorth,heat,districtHeat,h7912,genUp,6.262846051,
East,EastNorth,heat,districtHeat,h7913,genUp,6.35879477,
East,EastNorth,heat,districtHeat,h7914,genUp,6.375195955,
East,EastNorth,heat,districtHeat,h7915,genUp,6.253451166,
East,EastNorth,heat,districtHeat,h7916,genUp,6.02492721,
East,EastNorth,heat,districtHeat,h7917,genUp,5.474116479,
East,EastNorth,heat,districtHeat,h7918,genUp,4.463545532,
East,EastNorth,heat,districtHeat,h7919,genUp,3.694631963,
East,EastNorth,heat,districtHeat,h7920,genUp,3.594374628,
East,EastNorth,heat,districtHeat,h7921,genUp,3.742651201,
East,EastNorth,heat,districtHeat,h7922,genUp,3.853990233,
East,EastNorth,heat,districtHeat,h7923,genUp,4.110232956,
East,EastNorth,heat,districtHeat,h7924,genUp,4.658881698,
East,EastNorth,heat,districtHeat,h7925,genUp,6.174100247,
East,EastNorth,heat,districtHeat,h7926,genUp,7.124951619,
East,EastNorth,heat,districtHeat,h7927,genUp,6.922074199,
East,EastNorth,heat,districtHeat,h7928,genUp,6.933541316,
East,EastNorth,heat,districtHeat,h7929,genUp,6.684068266,
East,EastNorth,heat,districtHeat,h7930,genUp,6.441628092,
East,EastNorth,heat,districtHeat,h7931,genUp,6.158739916,
East,EastNorth,heat,districtHeat,h7932,genUp,5.9910003,
East,EastNorth,heat,districtHeat,h7933,genUp,6.023354068,
East,EastNorth,heat,districtHeat,h7934,genUp,6.091009793,
East,EastNorth,heat,districtHeat,h7935,genUp,6.254189546,
East,EastNorth,heat,districtHeat,h7936,genUp,6.491370007,
East,EastNorth,heat,districtHeat,h7937,genUp,6.582047057,
East,EastNorth,heat,districtHeat,h7938,genUp,6.610752786,
East,EastNorth,heat,districtHeat,h7939,genUp,6.490769206,
East,EastNorth,heat,districtHeat,h7940,genUp,6.237486628,
East,EastNorth,heat,districtHeat,h7941,genUp,5.670711358,
East,EastNorth,heat,districtHeat,h7942,genUp,4.652682844,
East,EastNorth,heat,districtHeat,h7943,genUp,3.829117942,
East,EastNorth,heat,districtHeat,h7944,genUp,3.472629839,
East,EastNorth,heat,districtHeat,h7945,genUp,3.550577654,
East,EastNorth,heat,districtHeat,h7946,genUp,3.716418485,
East,EastNorth,heat,districtHeat,h7947,genUp,3.969288326,
East,EastNorth,heat,districtHeat,h7948,genUp,4.523071158,
East,EastNorth,heat,districtHeat,h7949,genUp,6.147293305,
East,EastNorth,heat,districtHeat,h7950,genUp,6.941522622,
East,EastNorth,heat,districtHeat,h7951,genUp,6.597987685,
East,EastNorth,heat,districtHeat,h7952,genUp,6.618248885,
East,EastNorth,heat,districtHeat,h7953,genUp,6.358082965,
East,EastNorth,heat,districtHeat,h7954,genUp,6.068311447,
East,EastNorth,heat,districtHeat,h7955,genUp,5.941907747,
East,EastNorth,heat,districtHeat,h7956,genUp,5.723176792,
East,EastNorth,heat,districtHeat,h7957,genUp,5.729160264,
East,EastNorth,heat,districtHeat,h7958,genUp,5.656158473,
East,EastNorth,heat,districtHeat,h7959,genUp,5.815678232,
East,EastNorth,heat,districtHeat,h7960,genUp,6.110882907,
East,EastNorth,heat,districtHeat,h7961,genUp,6.342355053,
East,EastNorth,heat,districtHeat,h7962,genUp,6.392021831,
East,EastNorth,heat,districtHeat,h7963,genUp,6.286241581,
East,EastNorth,heat,districtHeat,h7964,genUp,6.048785962,
East,EastNorth,heat,districtHeat,h7965,genUp,5.545306576,
East,EastNorth,heat,districtHeat,h7966,genUp,4.557308351,
East,EastNorth,heat,districtHeat,h7967,genUp,3.749570409,
East,EastNorth,heat,districtHeat,h7968,genUp,2.962691802,
East,EastNorth,heat,districtHeat,h7969,genUp,3.110968376,
East,EastNorth,heat,districtHeat,h7970,genUp,3.062300515,
East,EastNorth,heat,districtHeat,h7971,genUp,3.3274749,
East,EastNorth,heat,districtHeat,h7972,genUp,3.997294206,
East,EastNorth,heat,districtHeat,h7973,genUp,5.471191459,
East,EastNorth,heat,districtHeat,h7974,genUp,5.850842611,
East,EastNorth,heat,districtHeat,h7975,genUp,5.486633739,
East,EastNorth,heat,districtHeat,h7976,genUp,5.515539488,
East,EastNorth,heat,districtHeat,h7977,genUp,5.286877953,
East,EastNorth,heat,districtHeat,h7978,genUp,5.046336566,
East,EastNorth,heat,districtHeat,h7979,genUp,4.909527109,
East,EastNorth,heat,districtHeat,h7980,genUp,4.755990823,
East,EastNorth,heat,districtHeat,h7981,genUp,4.788344591,
East,EastNorth,heat,districtHeat,h7982,genUp,4.889265909,
East,EastNorth,heat,districtHeat,h7983,genUp,5.03837991,
East,EastNorth,heat,districtHeat,h7984,genUp,5.243631295,
East,EastNorth,heat,districtHeat,h7985,genUp,5.476864648,
East,EastNorth,heat,districtHeat,h7986,genUp,5.551427627,
East,EastNorth,heat,districtHeat,h7987,genUp,5.502059917,
East,EastNorth,heat,districtHeat,h7988,genUp,5.354420011,
East,EastNorth,heat,districtHeat,h7989,genUp,4.853126523,
East,EastNorth,heat,districtHeat,h7990,genUp,3.97147082,
East,EastNorth,heat,districtHeat,h7991,genUp,3.255459331,
East,EastNorth,heat,districtHeat,h7992,genUp,2.393117877,
East,EastNorth,heat,districtHeat,h7993,genUp,2.529227485,
East,EastNorth,heat,districtHeat,h7994,genUp,2.582530347,
East,EastNorth,heat,districtHeat,h7995,genUp,2.858248068,
East,EastNorth,heat,districtHeat,h7996,genUp,3.412168479,
East,EastNorth,heat,districtHeat,h7997,genUp,4.427768396,
East,EastNorth,heat,districtHeat,h7998,genUp,5.070033829,
East,EastNorth,heat,districtHeat,h7999,genUp,4.938334551,
East,EastNorth,heat,districtHeat,h8000,genUp,4.968714395,
East,EastNorth,heat,districtHeat,h8001,genUp,4.662541692,
East,EastNorth,heat,districtHeat,h8002,genUp,4.428895602,
East,EastNorth,heat,districtHeat,h8003,genUp,4.174426042,
East,EastNorth,heat,districtHeat,h8004,genUp,4.087983212,
East,EastNorth,heat,districtHeat,h8005,genUp,4.132503945,
East,EastNorth,heat,districtHeat,h8006,genUp,4.170266959,
East,EastNorth,heat,districtHeat,h8007,genUp,4.30517763,
East,EastNorth,heat,districtHeat,h8008,genUp,4.529628855,
East,EastNorth,heat,districtHeat,h8009,genUp,4.669673616,
East,EastNorth,heat,districtHeat,h8010,genUp,4.798887927,
East,EastNorth,heat,districtHeat,h8011,genUp,4.777801254,
East,EastNorth,heat,districtHeat,h8012,genUp,4.57052546,
East,EastNorth,heat,districtHeat,h8013,genUp,4.134713754,
East,EastNorth,heat,districtHeat,h8014,genUp,3.283937724,
East,EastNorth,heat,districtHeat,h8015,genUp,2.638416483,
East,EastNorth,heat,districtHeat,h8016,genUp,2.053679581,
East,EastNorth,heat,districtHeat,h8017,genUp,2.173824651,
East,EastNorth,heat,districtHeat,h8018,genUp,2.20250647,
East,EastNorth,heat,districtHeat,h8019,genUp,2.471191315,
East,EastNorth,heat,districtHeat,h8020,genUp,2.99155902,
East,EastNorth,heat,districtHeat,h8021,genUp,3.872810537,
East,EastNorth,heat,districtHeat,h8022,genUp,4.456214328,
East,EastNorth,heat,districtHeat,h8023,genUp,4.34941125,
East,EastNorth,heat,districtHeat,h8024,genUp,4.42198835,
East,EastNorth,heat,districtHeat,h8025,genUp,4.055892646,
East,EastNorth,heat,districtHeat,h8026,genUp,3.810079591,
East,EastNorth,heat,districtHeat,h8027,genUp,3.615395453,
East,EastNorth,heat,districtHeat,h8028,genUp,3.515024449,
East,EastNorth,heat,districtHeat,h8029,genUp,3.571849726,
East,EastNorth,heat,districtHeat,h8030,genUp,3.639505452,
East,EastNorth,heat,districtHeat,h8031,genUp,3.767383247,
East,EastNorth,heat,districtHeat,h8032,genUp,3.945977223,
East,EastNorth,heat,districtHeat,h8033,genUp,4.094816067,
East,EastNorth,heat,districtHeat,h8034,genUp,4.174800247,
East,EastNorth,heat,districtHeat,h8035,genUp,4.174812202,
East,EastNorth,heat,districtHeat,h8036,genUp,4.029220617,
East,EastNorth,heat,districtHeat,h8037,genUp,3.644824941,
East,EastNorth,heat,districtHeat,h8038,genUp,2.847363727,
East,EastNorth,heat,districtHeat,h8039,genUp,2.26718669,
East,EastNorth,heat,districtHeat,h8040,genUp,1.78865473,
East,EastNorth,heat,districtHeat,h8041,genUp,1.9087998,
East,EastNorth,heat,districtHeat,h8042,genUp,1.930448742,
East,EastNorth,heat,districtHeat,h8043,genUp,2.167342091,
East,EastNorth,heat,districtHeat,h8044,genUp,2.620466806,
East,EastNorth,heat,districtHeat,h8045,genUp,3.367232344,
East,EastNorth,heat,districtHeat,h8046,genUp,3.868914657,
East,EastNorth,heat,districtHeat,h8047,genUp,3.781736112,
East,EastNorth,heat,districtHeat,h8048,genUp,3.856211998,
East,EastNorth,heat,districtHeat,h8049,genUp,3.537872329,
East,EastNorth,heat,districtHeat,h8050,genUp,3.332782434,
East,EastNorth,heat,districtHeat,h8051,genUp,3.145131172,
East,EastNorth,heat,districtHeat,h8052,genUp,3.05882592,
East,EastNorth,heat,districtHeat,h8053,genUp,3.133376943,
East,EastNorth,heat,districtHeat,h8054,genUp,3.183306923,
East,EastNorth,heat,districtHeat,h8055,genUp,3.309285932,
East,EastNorth,heat,districtHeat,h8056,genUp,3.470154162,
East,EastNorth,heat,districtHeat,h8057,genUp,3.601267259,
East,EastNorth,heat,districtHeat,h8058,genUp,3.672457356,
East,EastNorth,heat,districtHeat,h8059,genUp,3.672469311,
East,EastNorth,heat,districtHeat,h8060,genUp,3.535809388,
East,EastNorth,heat,districtHeat,h8061,genUp,3.200930956,
East,EastNorth,heat,districtHeat,h8062,genUp,2.479781973,
East,EastNorth,heat,districtHeat,h8063,genUp,1.993367754,
East,EastNorth,heat,districtHeat,h8064,genUp,1.999028248,
East,EastNorth,heat,districtHeat,h8065,genUp,2.101447572,
East,EastNorth,heat,districtHeat,h8066,genUp,2.131890599,
East,EastNorth,heat,districtHeat,h8067,genUp,2.384610906,
East,EastNorth,heat,districtHeat,h8068,genUp,2.855461367,
East,EastNorth,heat,districtHeat,h8069,genUp,3.701261392,
East,EastNorth,heat,districtHeat,h8070,genUp,4.235010361,
East,EastNorth,heat,districtHeat,h8071,genUp,4.138900153,
East,EastNorth,heat,districtHeat,h8072,genUp,4.213376039,
East,EastNorth,heat,districtHeat,h8073,genUp,3.895036371,
East,EastNorth,heat,districtHeat,h8074,genUp,3.673981938,
East,EastNorth,heat,districtHeat,h8075,genUp,3.470503716,
East,EastNorth,heat,districtHeat,h8076,genUp,3.385959672,
