region_1,region_2,carrier_1,carrier_2,timestep_4,parameter,value,comment
East,EastSouth,heat,districtHeat,h3829,genUp,1.96244955,
East,EastSouth,heat,districtHeat,h3830,genUp,2.055825246,
East,EastSouth,heat,districtHeat,h3831,genUp,2.1572892,
East,EastSouth,heat,districtHeat,h3832,genUp,2.206006584,
East,EastSouth,heat,districtHeat,h3833,genUp,2.4055932,
East,EastSouth,heat,districtHeat,h3834,genUp,2.587253679,
East,EastSouth,heat,districtHeat,h3835,genUp,2.525013177,
East,EastSouth,heat,districtHeat,h3836,genUp,2.404561359,
East,EastSouth,heat,districtHeat,h3837,genUp,1.833939363,
East,EastSouth,heat,districtHeat,h3838,genUp,1.271749571,
East,EastSouth,heat,districtHeat,h3839,genUp,1.011642188,
East,EastSouth,heat,districtHeat,h3840,genUp,0.994403945,
East,EastSouth,heat,districtHeat,h3841,genUp,1.012330082,
East,EastSouth,heat,districtHeat,h3842,genUp,1.237587144,
East,EastSouth,heat,districtHeat,h3843,genUp,1.596161136,
East,EastSouth,heat,districtHeat,h3844,genUp,2.115158068,
East,EastSouth,heat,districtHeat,h3845,genUp,2.682310708,
East,EastSouth,heat,districtHeat,h3846,genUp,2.53450711,
East,EastSouth,heat,districtHeat,h3847,genUp,2.577041964,
East,EastSouth,heat,districtHeat,h3848,genUp,2.307470537,
East,EastSouth,heat,districtHeat,h3849,genUp,2.046705149,
East,EastSouth,heat,districtHeat,h3850,genUp,1.838342382,
East,EastSouth,heat,districtHeat,h3851,genUp,1.732131463,
East,EastSouth,heat,districtHeat,h3852,genUp,1.825133324,
East,EastSouth,heat,districtHeat,h3853,genUp,1.798745096,
East,EastSouth,heat,districtHeat,h3854,genUp,1.892120792,
East,EastSouth,heat,districtHeat,h3855,genUp,2.011166935,
East,EastSouth,heat,districtHeat,h3856,genUp,1.997987764,
East,EastSouth,heat,districtHeat,h3857,genUp,2.19757438,
East,EastSouth,heat,districtHeat,h3858,genUp,2.379234859,
East,EastSouth,heat,districtHeat,h3859,genUp,2.316994358,
East,EastSouth,heat,districtHeat,h3860,genUp,2.218871695,
East,EastSouth,heat,districtHeat,h3861,genUp,1.670578855,
East,EastSouth,heat,districtHeat,h3862,genUp,1.170285618,
East,EastSouth,heat,districtHeat,h3863,genUp,0.573963287,
East,EastSouth,heat,districtHeat,h3864,genUp,0.556725044,
East,EastSouth,heat,districtHeat,h3865,genUp,0.557068991,
East,EastSouth,heat,districtHeat,h3866,genUp,0.760340844,
East,EastSouth,heat,districtHeat,h3867,genUp,1.008300897,
East,EastSouth,heat,districtHeat,h3868,genUp,1.3686544,
East,EastSouth,heat,districtHeat,h3869,genUp,1.741311337,
East,EastSouth,heat,districtHeat,h3870,genUp,1.610058088,
East,EastSouth,heat,districtHeat,h3871,genUp,1.58701115,
East,EastSouth,heat,districtHeat,h3872,genUp,1.490294164,
East,EastSouth,heat,districtHeat,h3873,genUp,1.281931397,
East,EastSouth,heat,districtHeat,h3874,genUp,1.100644753,
East,EastSouth,heat,districtHeat,h3875,genUp,1.046836455,
East,EastSouth,heat,districtHeat,h3876,genUp,1.104673937,
East,EastSouth,heat,districtHeat,h3877,genUp,1.055956553,
East,EastSouth,heat,districtHeat,h3878,genUp,1.065106539,
East,EastSouth,heat,districtHeat,h3879,genUp,1.122256127,
East,EastSouth,heat,districtHeat,h3880,genUp,1.10432999,
East,EastSouth,heat,districtHeat,h3881,genUp,1.259602241,
East,EastSouth,heat,districtHeat,h3882,genUp,1.375307093,
East,EastSouth,heat,districtHeat,h3883,genUp,1.392545336,
East,EastSouth,heat,districtHeat,h3884,genUp,1.321154849,
East,EastSouth,heat,districtHeat,h3885,genUp,1.051927369,
East,EastSouth,heat,districtHeat,h3886,genUp,0.724144624,
East,EastSouth,heat,districtHeat,h3887,genUp,0.252333185,
East,EastSouth,heat,districtHeat,h3888,genUp,0.269915374,
East,EastSouth,heat,districtHeat,h3889,genUp,0.252677131,
East,EastSouth,heat,districtHeat,h3890,genUp,0.41163462,
East,EastSouth,heat,districtHeat,h3891,genUp,0.588892079,
East,EastSouth,heat,districtHeat,h3892,genUp,0.828419929,
East,EastSouth,heat,districtHeat,h3893,genUp,0.936626239,
East,EastSouth,heat,districtHeat,h3894,genUp,0.8273582,
East,EastSouth,heat,districtHeat,h3895,genUp,0.853372594,
East,EastSouth,heat,districtHeat,h3896,genUp,0.818552161,
East,EastSouth,heat,districtHeat,h3897,genUp,0.65010074,
East,EastSouth,heat,districtHeat,h3898,genUp,0.508381495,
East,EastSouth,heat,districtHeat,h3899,genUp,0.481305372,
East,EastSouth,heat,districtHeat,h3900,genUp,0.539142854,
East,EastSouth,heat,districtHeat,h3901,genUp,0.552322025,
East,EastSouth,heat,districtHeat,h3902,genUp,0.534739835,
East,EastSouth,heat,districtHeat,h3903,genUp,0.574307234,
East,EastSouth,heat,districtHeat,h3904,genUp,0.534395888,
East,EastSouth,heat,districtHeat,h3905,genUp,0.640606808,
East,EastSouth,heat,districtHeat,h3906,genUp,0.698818125,
East,EastSouth,heat,districtHeat,h3907,genUp,0.698818125,
East,EastSouth,heat,districtHeat,h3908,genUp,0.671742002,
East,EastSouth,heat,districtHeat,h3909,genUp,0.548636787,
East,EastSouth,heat,districtHeat,h3910,genUp,0.37103538,
East,EastSouth,heat,districtHeat,h3911,genUp,0.243183199,
East,EastSouth,heat,districtHeat,h3912,genUp,0.243183199,
East,EastSouth,heat,districtHeat,h3913,genUp,0.243527146,
East,EastSouth,heat,districtHeat,h3914,genUp,0.27466234,
East,EastSouth,heat,districtHeat,h3915,genUp,0.425187625,
East,EastSouth,heat,districtHeat,h3916,genUp,0.62917726,
East,EastSouth,heat,districtHeat,h3917,genUp,0.680577929,
East,EastSouth,heat,districtHeat,h3918,genUp,0.527025413,
East,EastSouth,heat,districtHeat,h3919,genUp,0.640950755,
East,EastSouth,heat,districtHeat,h3920,genUp,0.641294701,
East,EastSouth,heat,districtHeat,h3921,genUp,0.411664508,
East,EastSouth,heat,districtHeat,h3922,genUp,0.450514125,
East,EastSouth,heat,districtHeat,h3923,genUp,0.428184969,
East,EastSouth,heat,districtHeat,h3924,genUp,0.446111105,
East,EastSouth,heat,districtHeat,h3925,genUp,0.336214948,
East,EastSouth,heat,districtHeat,h3926,genUp,0.358200157,
East,EastSouth,heat,districtHeat,h3927,genUp,0.380185366,
East,EastSouth,heat,districtHeat,h3928,genUp,0.445767158,
East,EastSouth,heat,districtHeat,h3929,genUp,0.4772463,
East,EastSouth,heat,districtHeat,h3930,genUp,0.56147201,
East,EastSouth,heat,districtHeat,h3931,genUp,0.56147201,
East,EastSouth,heat,districtHeat,h3932,genUp,0.481649319,
East,EastSouth,heat,districtHeat,h3933,genUp,0.398111503,
East,EastSouth,heat,districtHeat,h3934,genUp,0.322317996,
East,EastSouth,heat,districtHeat,h3935,genUp,0.230004029,
East,EastSouth,heat,districtHeat,h3936,genUp,0.194839649,
East,EastSouth,heat,districtHeat,h3937,genUp,0.212765786,
East,EastSouth,heat,districtHeat,h3938,genUp,0.331811929,
East,EastSouth,heat,districtHeat,h3939,genUp,0.487084179,
East,EastSouth,heat,districtHeat,h3940,genUp,0.774955578,
East,EastSouth,heat,districtHeat,h3941,genUp,0.897028953,
East,EastSouth,heat,districtHeat,h3942,genUp,0.673147678,
East,EastSouth,heat,districtHeat,h3943,genUp,0.676832916,
East,EastSouth,heat,districtHeat,h3944,genUp,0.712341242,
East,EastSouth,heat,districtHeat,h3945,genUp,0.570621996,
East,EastSouth,heat,districtHeat,h3946,genUp,0.521560665,
East,EastSouth,heat,districtHeat,h3947,genUp,0.459320163,
East,EastSouth,heat,districtHeat,h3948,genUp,0.49482849,
East,EastSouth,heat,districtHeat,h3949,genUp,0.47284328,
East,EastSouth,heat,districtHeat,h3950,genUp,0.49482849,
East,EastSouth,heat,districtHeat,h3951,genUp,0.49482849,
East,EastSouth,heat,districtHeat,h3952,genUp,0.507663713,
East,EastSouth,heat,districtHeat,h3953,genUp,0.583457219,
East,EastSouth,heat,districtHeat,h3954,genUp,0.597354171,
East,EastSouth,heat,districtHeat,h3955,genUp,0.645353774,
East,EastSouth,heat,districtHeat,h3956,genUp,0.627427637,
East,EastSouth,heat,districtHeat,h3957,genUp,0.481993266,
East,EastSouth,heat,districtHeat,h3958,genUp,0.309138826,
East,EastSouth,heat,districtHeat,h3959,genUp,0.49042547,
East,EastSouth,heat,districtHeat,h3960,genUp,0.433275882,
East,EastSouth,heat,districtHeat,h3961,genUp,0.416037639,
East,EastSouth,heat,districtHeat,h3962,genUp,0.596980336,
East,EastSouth,heat,districtHeat,h3963,genUp,0.822955181,
East,EastSouth,heat,districtHeat,h3964,genUp,1.103112157,
East,EastSouth,heat,districtHeat,h3965,genUp,1.38311118,
East,EastSouth,heat,districtHeat,h3966,genUp,1.234275742,
East,EastSouth,heat,districtHeat,h3967,genUp,1.273125358,
East,EastSouth,heat,districtHeat,h3968,genUp,1.193990561,
East,EastSouth,heat,districtHeat,h3969,genUp,1.00795695,
East,EastSouth,heat,districtHeat,h3970,genUp,0.844252496,
East,EastSouth,heat,districtHeat,h3971,genUp,0.817176374,
East,EastSouth,heat,districtHeat,h3972,genUp,0.870610836,
East,EastSouth,heat,districtHeat,h3973,genUp,0.843878661,
East,EastSouth,heat,districtHeat,h3974,genUp,0.835446457,
East,EastSouth,heat,districtHeat,h3975,genUp,0.875013856,
East,EastSouth,heat,districtHeat,h3976,genUp,0.870266889,
East,EastSouth,heat,districtHeat,h3977,genUp,1.003209984,
East,EastSouth,heat,districtHeat,h3978,genUp,1.118914836,
East,EastSouth,heat,districtHeat,h3979,genUp,1.079003491,
East,EastSouth,heat,districtHeat,h3980,genUp,1.047180402,
East,EastSouth,heat,districtHeat,h3981,genUp,0.822267287,
East,EastSouth,heat,districtHeat,h3982,genUp,0.578366306,
East,EastSouth,heat,districtHeat,h3983,genUp,0.967327823,
East,EastSouth,heat,districtHeat,h3984,genUp,0.928104371,
East,EastSouth,heat,districtHeat,h3985,genUp,0.990344873,
East,EastSouth,heat,districtHeat,h3986,genUp,1.153705381,
East,EastSouth,heat,districtHeat,h3987,genUp,1.534608529,
East,EastSouth,heat,districtHeat,h3988,genUp,2.044455475,
East,EastSouth,heat,districtHeat,h3989,genUp,2.611952061,
East,EastSouth,heat,districtHeat,h3990,genUp,2.441819308,
East,EastSouth,heat,districtHeat,h3991,genUp,2.449189783,
East,EastSouth,heat,districtHeat,h3992,genUp,2.219529701,
East,EastSouth,heat,districtHeat,h3993,genUp,1.958420366,
East,EastSouth,heat,districtHeat,h3994,genUp,1.72807239,
East,EastSouth,heat,districtHeat,h3995,genUp,1.64384668,
East,EastSouth,heat,districtHeat,h3996,genUp,1.736848541,
East,EastSouth,heat,districtHeat,h3997,genUp,1.710460313,
East,EastSouth,heat,districtHeat,h3998,genUp,1.803836009,
East,EastSouth,heat,districtHeat,h3999,genUp,1.905299962,
East,EastSouth,heat,districtHeat,h4000,genUp,1.909702981,
East,EastSouth,heat,districtHeat,h4001,genUp,2.109289597,
East,EastSouth,heat,districtHeat,h4002,genUp,2.268964867,
East,EastSouth,heat,districtHeat,h4003,genUp,2.206724366,
East,EastSouth,heat,districtHeat,h4004,genUp,2.108601703,
East,EastSouth,heat,districtHeat,h4005,genUp,1.582294072,
East,EastSouth,heat,districtHeat,h4006,genUp,1.126315199,
East,EastSouth,heat,districtHeat,h4007,genUp,1.091120932,
East,EastSouth,heat,districtHeat,h4008,genUp,1.073882689,
East,EastSouth,heat,districtHeat,h4009,genUp,1.114137982,
East,EastSouth,heat,districtHeat,h4010,genUp,1.339395044,
East,EastSouth,heat,districtHeat,h4011,genUp,1.737880382,
East,EastSouth,heat,districtHeat,h4012,genUp,2.318773869,
East,EastSouth,heat,districtHeat,h4013,genUp,2.947823062,
East,EastSouth,heat,districtHeat,h4014,genUp,2.7557051,
East,EastSouth,heat,districtHeat,h4015,genUp,2.780657765,
East,EastSouth,heat,districtHeat,h4016,genUp,2.528668527,
East,EastSouth,heat,districtHeat,h4017,genUp,2.227991793,
East,EastSouth,heat,districtHeat,h4018,genUp,1.997643818,
East,EastSouth,heat,districtHeat,h4019,genUp,1.895835918,
East,EastSouth,heat,districtHeat,h4020,genUp,2.006419968,
East,EastSouth,heat,districtHeat,h4021,genUp,1.940464341,
East,EastSouth,heat,districtHeat,h4022,genUp,2.078154402,
East,EastSouth,heat,districtHeat,h4023,genUp,2.174871389,
East,EastSouth,heat,districtHeat,h4024,genUp,2.184021375,
East,EastSouth,heat,districtHeat,h4025,genUp,2.383607991,
East,EastSouth,heat,districtHeat,h4026,genUp,2.582850659,
East,EastSouth,heat,districtHeat,h4027,genUp,2.503027968,
East,EastSouth,heat,districtHeat,h4028,genUp,2.38257615,
East,EastSouth,heat,districtHeat,h4029,genUp,1.811954154,
East,EastSouth,heat,districtHeat,h4030,genUp,1.272093518,
East,EastSouth,heat,districtHeat,h4031,genUp,0.989313032,
East,EastSouth,heat,districtHeat,h4032,genUp,0.95008958,
East,EastSouth,heat,districtHeat,h4033,genUp,1.012330082,
East,EastSouth,heat,districtHeat,h4034,genUp,1.215257988,
East,EastSouth,heat,districtHeat,h4035,genUp,1.596161136,
East,EastSouth,heat,districtHeat,h4036,genUp,2.110755049,
East,EastSouth,heat,districtHeat,h4037,genUp,2.695489878,
East,EastSouth,heat,districtHeat,h4038,genUp,2.525357124,
East,EastSouth,heat,districtHeat,h4039,genUp,2.550309789,
East,EastSouth,heat,districtHeat,h4040,genUp,2.303067518,
East,EastSouth,heat,districtHeat,h4041,genUp,2.019972973,
East,EastSouth,heat,districtHeat,h4042,genUp,1.811610207,
East,EastSouth,heat,districtHeat,h4043,genUp,1.705399288,
East,EastSouth,heat,districtHeat,h4044,genUp,1.820730305,
East,EastSouth,heat,districtHeat,h4045,genUp,1.77201292,
East,EastSouth,heat,districtHeat,h4046,genUp,1.865388617,
East,EastSouth,heat,districtHeat,h4047,genUp,1.96685257,
East,EastSouth,heat,districtHeat,h4048,genUp,1.971255589,
East,EastSouth,heat,districtHeat,h4049,genUp,2.170842205,
East,EastSouth,heat,districtHeat,h4050,genUp,2.330517475,
East,EastSouth,heat,districtHeat,h4051,genUp,2.268276974,
East,EastSouth,heat,districtHeat,h4052,genUp,2.19213952,
East,EastSouth,heat,districtHeat,h4053,genUp,1.64384668,
East,EastSouth,heat,districtHeat,h4054,genUp,1.148300409,
East,EastSouth,heat,districtHeat,h4055,genUp,1.462156313,
East,EastSouth,heat,districtHeat,h4056,genUp,1.502411605,
East,EastSouth,heat,districtHeat,h4057,genUp,1.525084708,
East,EastSouth,heat,districtHeat,h4058,genUp,1.812238325,
East,EastSouth,heat,districtHeat,h4059,genUp,2.338919791,
East,EastSouth,heat,districtHeat,h4060,genUp,3.11430898,
East,EastSouth,heat,districtHeat,h4061,genUp,4.061617097,
East,EastSouth,heat,districtHeat,h4062,genUp,3.81744046,
East,EastSouth,heat,districtHeat,h4063,genUp,3.797734813,
East,EastSouth,heat,districtHeat,h4064,genUp,3.39962331,
East,EastSouth,heat,districtHeat,h4065,genUp,3.116528766,
East,EastSouth,heat,districtHeat,h4066,genUp,2.80195508,
East,EastSouth,heat,districtHeat,h4067,genUp,2.673415004,
East,EastSouth,heat,districtHeat,h4068,genUp,2.740402472,
East,EastSouth,heat,districtHeat,h4069,genUp,2.709955171,
East,EastSouth,heat,districtHeat,h4070,genUp,2.847645232,
East,EastSouth,heat,districtHeat,h4071,genUp,2.988676584,
East,EastSouth,heat,districtHeat,h4072,genUp,3.024558745,
East,EastSouth,heat,districtHeat,h4073,genUp,3.273206692,
East,EastSouth,heat,districtHeat,h4074,genUp,3.521166745,
East,EastSouth,heat,districtHeat,h4075,genUp,3.374700533,
East,EastSouth,heat,districtHeat,h4076,genUp,3.20993435,
East,EastSouth,heat,districtHeat,h4077,genUp,2.461710947,
East,EastSouth,heat,districtHeat,h4078,genUp,1.727010662,
East,EastSouth,heat,districtHeat,h4079,genUp,1.766892119,
East,EastSouth,heat,districtHeat,h4080,genUp,1.714833444,
East,EastSouth,heat,districtHeat,h4081,genUp,1.913328443,
East,EastSouth,heat,districtHeat,h4082,genUp,2.104138908,
East,EastSouth,heat,districtHeat,h4083,genUp,2.824942241,
East,EastSouth,heat,districtHeat,h4084,genUp,4.107965255,
East,EastSouth,heat,districtHeat,h4085,genUp,4.797005277,
East,EastSouth,heat,districtHeat,h4086,genUp,4.539275634,
East,EastSouth,heat,districtHeat,h4087,genUp,4.545240434,
East,EastSouth,heat,districtHeat,h4088,genUp,4.102814566,
East,EastSouth,heat,districtHeat,h4089,genUp,3.669912519,
East,EastSouth,heat,districtHeat,h4090,genUp,3.491249384,
East,EastSouth,heat,districtHeat,h4091,genUp,3.30996274,
East,EastSouth,heat,districtHeat,h4092,genUp,3.26705405,
East,EastSouth,heat,districtHeat,h4093,genUp,2.968126939,
East,EastSouth,heat,districtHeat,h4094,genUp,3.185295744,
East,EastSouth,heat,districtHeat,h4095,genUp,3.326671043,
East,EastSouth,heat,districtHeat,h4096,genUp,3.582689465,
East,EastSouth,heat,districtHeat,h4097,genUp,3.941233569,
East,EastSouth,heat,districtHeat,h4098,genUp,4.246687157,
East,EastSouth,heat,districtHeat,h4099,genUp,4.122206154,
East,EastSouth,heat,districtHeat,h4100,genUp,3.877961227,
East,EastSouth,heat,districtHeat,h4101,genUp,2.974121626,
East,EastSouth,heat,districtHeat,h4102,genUp,2.163627834,
East,EastSouth,heat,districtHeat,h4103,genUp,1.568367232,
East,EastSouth,heat,districtHeat,h4104,genUp,1.52914378,
East,EastSouth,heat,districtHeat,h4105,genUp,1.578549058,
East,EastSouth,heat,districtHeat,h4106,genUp,1.777791727,
East,EastSouth,heat,districtHeat,h4107,genUp,2.537444678,
East,EastSouth,heat,districtHeat,h4108,genUp,3.845764303,
East,EastSouth,heat,districtHeat,h4109,genUp,4.309921097,
East,EastSouth,heat,districtHeat,h4110,genUp,4.026177061,
East,EastSouth,heat,districtHeat,h4111,genUp,3.948977879,
East,EastSouth,heat,districtHeat,h4112,genUp,3.528881167,
East,EastSouth,heat,districtHeat,h4113,genUp,3.241039657,
East,EastSouth,heat,districtHeat,h4114,genUp,3.009629952,
East,EastSouth,heat,districtHeat,h4115,genUp,2.850672464,
East,EastSouth,heat,districtHeat,h4116,genUp,2.900077742,
East,EastSouth,heat,districtHeat,h4117,genUp,2.887212631,
East,EastSouth,heat,districtHeat,h4118,genUp,3.024902692,
East,EastSouth,heat,districtHeat,h4119,genUp,3.1882632,
East,EastSouth,heat,districtHeat,h4120,genUp,3.25930974,
East,EastSouth,heat,districtHeat,h4121,genUp,3.547525086,
East,EastSouth,heat,districtHeat,h4122,genUp,3.808664309,
East,EastSouth,heat,districtHeat,h4123,genUp,3.719347685,
East,EastSouth,heat,districtHeat,h4124,genUp,3.449088364,
East,EastSouth,heat,districtHeat,h4125,genUp,2.664982801,
East,EastSouth,heat,districtHeat,h4126,genUp,1.868042013,
East,EastSouth,heat,districtHeat,h4127,genUp,1.621113801,
East,EastSouth,heat,districtHeat,h4128,genUp,1.621457748,
East,EastSouth,heat,districtHeat,h4129,genUp,1.719206575,
East,EastSouth,heat,districtHeat,h4130,genUp,2.023942382,
East,EastSouth,heat,districtHeat,h4131,genUp,2.594938213,
East,EastSouth,heat,districtHeat,h4132,genUp,3.520852687,
East,EastSouth,heat,districtHeat,h4133,genUp,4.420161201,
East,EastSouth,heat,districtHeat,h4134,genUp,4.189163734,
East,EastSouth,heat,districtHeat,h4135,genUp,4.142381965,
East,EastSouth,heat,districtHeat,h4136,genUp,3.757449632,
East,EastSouth,heat,districtHeat,h4137,genUp,3.421608519,
East,EastSouth,heat,districtHeat,h4138,genUp,3.067123488,
East,EastSouth,heat,districtHeat,h4139,genUp,2.908165999,
East,EastSouth,heat,districtHeat,h4140,genUp,3.045482225,
East,EastSouth,heat,districtHeat,h4141,genUp,2.9399592,
East,EastSouth,heat,districtHeat,h4142,genUp,3.135142796,
East,EastSouth,heat,districtHeat,h4143,genUp,3.205845389,
East,EastSouth,heat,districtHeat,h4144,genUp,3.312056309,
East,EastSouth,heat,districtHeat,h4145,genUp,3.617853844,
East,EastSouth,heat,districtHeat,h4146,genUp,3.861410878,
East,EastSouth,heat,districtHeat,h4147,genUp,3.759259031,
East,EastSouth,heat,districtHeat,h4148,genUp,3.572163692,
East,EastSouth,heat,districtHeat,h4149,genUp,2.704550199,
East,EastSouth,heat,districtHeat,h4150,genUp,1.885624203,
East,EastSouth,heat,districtHeat,h4151,genUp,1.938684831,
East,EastSouth,heat,districtHeat,h4152,genUp,1.921790535,
East,EastSouth,heat,districtHeat,h4153,genUp,2.037121552,
East,EastSouth,heat,districtHeat,h4154,genUp,2.346260378,
East,EastSouth,heat,districtHeat,h4155,genUp,3.041049318,
East,EastSouth,heat,districtHeat,h4156,genUp,4.197311767,
East,EastSouth,heat,districtHeat,h4157,genUp,5.260324736,
East,EastSouth,heat,districtHeat,h4158,genUp,5.020177283,
East,EastSouth,heat,districtHeat,h4159,genUp,4.89391677,
East,EastSouth,heat,districtHeat,h4160,genUp,4.433908713,
East,EastSouth,heat,districtHeat,h4161,genUp,3.9962597,
East,EastSouth,heat,districtHeat,h4162,genUp,3.641774668,
East,EastSouth,heat,districtHeat,h4163,genUp,3.420920625,
East,EastSouth,heat,districtHeat,h4164,genUp,3.558236851,
East,EastSouth,heat,districtHeat,h4165,genUp,3.452713826,
East,EastSouth,heat,districtHeat,h4166,genUp,3.630315232,
East,EastSouth,heat,districtHeat,h4167,genUp,3.776093551,
East,EastSouth,heat,districtHeat,h4168,genUp,3.873872266,
East,EastSouth,heat,districtHeat,h4169,genUp,4.201998957,
East,EastSouth,heat,districtHeat,h4170,genUp,4.511855565,
East,EastSouth,heat,districtHeat,h4171,genUp,4.387374562,
East,EastSouth,heat,districtHeat,h4172,genUp,4.155964858,
East,EastSouth,heat,districtHeat,h4173,genUp,3.137482134,
East,EastSouth,heat,districtHeat,h4174,genUp,2.194763029,
East,EastSouth,heat,districtHeat,h4175,genUp,1.638695991,
East,EastSouth,heat,districtHeat,h4176,genUp,1.599472539,
East,EastSouth,heat,districtHeat,h4177,genUp,1.697221366,
East,EastSouth,heat,districtHeat,h4178,genUp,1.988778003,
East,EastSouth,heat,districtHeat,h4179,genUp,2.537444678,
East,EastSouth,heat,districtHeat,h4180,genUp,3.458956132,
East,EastSouth,heat,districtHeat,h4181,genUp,4.380249856,
East,EastSouth,heat,districtHeat,h4182,genUp,4.166834578,
East,EastSouth,heat,districtHeat,h4183,genUp,4.142381965,
East,EastSouth,heat,districtHeat,h4184,genUp,3.722285253,
East,EastSouth,heat,districtHeat,h4185,genUp,3.346532794,
East,EastSouth,heat,districtHeat,h4186,genUp,3.009629952,
East,EastSouth,heat,districtHeat,h4187,genUp,2.850672464,
East,EastSouth,heat,districtHeat,h4188,genUp,2.983585671,
East,EastSouth,heat,districtHeat,h4189,genUp,2.917630044,
East,EastSouth,heat,districtHeat,h4190,genUp,3.077649261,
East,EastSouth,heat,districtHeat,h4191,genUp,3.218680613,
East,EastSouth,heat,districtHeat,h4192,genUp,3.294474119,
East,EastSouth,heat,districtHeat,h4193,genUp,3.582689465,
East,EastSouth,heat,districtHeat,h4194,genUp,3.826246499,
East,EastSouth,heat,districtHeat,h4195,genUp,3.701765496,
East,EastSouth,heat,districtHeat,h4196,genUp,3.515014103,
East,EastSouth,heat,districtHeat,h4197,genUp,2.647400611,
East,EastSouth,heat,districtHeat,h4198,genUp,1.850459824,
East,EastSouth,heat,districtHeat,h4199,genUp,0.865519923,
East,EastSouth,heat,districtHeat,h4200,genUp,0.843878661,
East,EastSouth,heat,districtHeat,h4201,genUp,0.888536973,
East,EastSouth,heat,districtHeat,h4202,genUp,1.06947967,
East,EastSouth,heat,districtHeat,h4203,genUp,1.428053662,
East,EastSouth,heat,districtHeat,h4204,genUp,1.876348001,
East,EastSouth,heat,districtHeat,h4205,genUp,2.416768465,
East,EastSouth,heat,districtHeat,h4206,genUp,2.246635711,
East,EastSouth,heat,districtHeat,h4207,genUp,2.258409206,
East,EastSouth,heat,districtHeat,h4208,genUp,2.06866047,
East,EastSouth,heat,districtHeat,h4209,genUp,1.82988029,
East,EastSouth,heat,districtHeat,h4210,genUp,1.599532315,
East,EastSouth,heat,districtHeat,h4211,genUp,1.515306604,
East,EastSouth,heat,districtHeat,h4212,genUp,1.608308466,
East,EastSouth,heat,districtHeat,h4213,genUp,1.581920237,
East,EastSouth,heat,districtHeat,h4214,genUp,1.635384588,
East,EastSouth,heat,districtHeat,h4215,genUp,1.732445522,
East,EastSouth,heat,districtHeat,h4216,genUp,1.714519385,
East,EastSouth,heat,districtHeat,h4217,genUp,1.914106001,
East,EastSouth,heat,districtHeat,h4218,genUp,2.073781271,
East,EastSouth,heat,districtHeat,h4219,genUp,2.01154077,
East,EastSouth,heat,districtHeat,h4220,genUp,1.935403316,
East,EastSouth,heat,districtHeat,h4221,genUp,1.475739206,
East,EastSouth,heat,districtHeat,h4222,genUp,1.042089489,
East,EastSouth,heat,districtHeat,h4223,genUp,0.415349745,
East,EastSouth,heat,districtHeat,h4224,genUp,0.410946726,
East,EastSouth,heat,districtHeat,h4225,genUp,0.393708483,
East,EastSouth,heat,districtHeat,h4226,genUp,0.574995127,
East,EastSouth,heat,districtHeat,h4227,genUp,0.796223005,
East,EastSouth,heat,districtHeat,h4228,genUp,1.103456104,
East,EastSouth,heat,districtHeat,h4229,genUp,1.379052107,
East,EastSouth,heat,districtHeat,h4230,genUp,1.265037101,
East,EastSouth,heat,districtHeat,h4231,genUp,1.251140149,
East,EastSouth,heat,districtHeat,h4232,genUp,1.172005352,
East,EastSouth,heat,districtHeat,h4233,genUp,1.003553931,
East,EastSouth,heat,districtHeat,h4234,genUp,0.844252496,
East,EastSouth,heat,districtHeat,h4235,genUp,0.795191165,
East,EastSouth,heat,districtHeat,h4236,genUp,0.813117301,
East,EastSouth,heat,districtHeat,h4237,genUp,0.781982106,
East,EastSouth,heat,districtHeat,h4238,genUp,0.808714282,
East,EastSouth,heat,districtHeat,h4239,genUp,0.84828168,
East,EastSouth,heat,districtHeat,h4240,genUp,0.790788145,
East,EastSouth,heat,districtHeat,h4241,genUp,0.93691041,
East,EastSouth,heat,districtHeat,h4242,genUp,1.017106936,
East,EastSouth,heat,districtHeat,h4243,genUp,1.034689126,
East,EastSouth,heat,districtHeat,h4244,genUp,0.985283848,
East,EastSouth,heat,districtHeat,h4245,genUp,0.800282078,
East,EastSouth,heat,districtHeat,h4246,genUp,0.538798908,
East,EastSouth,heat,districtHeat,h4247,genUp,0.239154014,
East,EastSouth,heat,districtHeat,h4248,genUp,0.217168805,
East,EastSouth,heat,districtHeat,h4249,genUp,0.344991099,
East,EastSouth,heat,districtHeat,h4250,genUp,0.39845545,
East,EastSouth,heat,districtHeat,h4251,genUp,0.610877289,
East,EastSouth,heat,districtHeat,h4252,genUp,0.947810018,
East,EastSouth,heat,districtHeat,h4253,genUp,1.025254969,
East,EastSouth,heat,districtHeat,h4254,genUp,0.845658171,
East,EastSouth,heat,districtHeat,h4255,genUp,0.959583513,
East,EastSouth,heat,districtHeat,h4256,genUp,0.933195285,
East,EastSouth,heat,districtHeat,h4257,genUp,0.681235935,
East,EastSouth,heat,districtHeat,h4258,genUp,0.702503362,
East,EastSouth,heat,districtHeat,h4259,genUp,0.635859841,
East,EastSouth,heat,districtHeat,h4260,genUp,0.653785978,
East,EastSouth,heat,districtHeat,h4261,genUp,0.438396683,
East,EastSouth,heat,districtHeat,h4262,genUp,0.477964082,
East,EastSouth,heat,districtHeat,h4263,genUp,0.570278049,
East,EastSouth,heat,districtHeat,h4264,genUp,0.653442031,
