region_1,region_2,technology_1,timestep_4,scenario,parameter,value
West,WestSouth,wind,h6103,scenarioA,avaConv,0.307936126
West,WestSouth,wind,h6104,scenarioA,avaConv,0.310142834
West,WestSouth,wind,h6105,scenarioA,avaConv,0.27443428
West,WestSouth,wind,h6106,scenarioA,avaConv,0.273030011
West,WestSouth,wind,h6107,scenarioA,avaConv,0.281856845
West,WestSouth,wind,h6108,scenarioA,avaConv,0.253169636
West,WestSouth,wind,h6109,scenarioA,avaConv,0.193086984
West,WestSouth,wind,h6110,scenarioA,avaConv,0.154268978
West,WestSouth,wind,h6111,scenarioA,avaConv,0.123274755
West,WestSouth,wind,h6112,scenarioA,avaConv,0.122171401
West,WestSouth,wind,h6113,scenarioA,avaConv,0.140828117
West,WestSouth,wind,h6114,scenarioA,avaConv,0.152864709
West,WestSouth,wind,h6115,scenarioA,avaConv,0.160688493
West,WestSouth,wind,h6116,scenarioA,avaConv,0.167308618
West,WestSouth,wind,h6117,scenarioA,avaConv,0.17874338
West,WestSouth,wind,h6118,scenarioA,avaConv,0.162694592
West,WestSouth,wind,h6119,scenarioA,avaConv,0.125782378
West,WestSouth,wind,h6120,scenarioA,avaConv,0.078839673
West,WestSouth,wind,h6121,scenarioA,avaConv,0.056070454
West,WestSouth,wind,h6122,scenarioA,avaConv,0.050954903
West,WestSouth,wind,h6123,scenarioA,avaConv,0.050553683
West,WestSouth,wind,h6124,scenarioA,avaConv,0.060784786
West,WestSouth,wind,h6125,scenarioA,avaConv,0.08305248
West,WestSouth,wind,h6126,scenarioA,avaConv,0.10973359
West,WestSouth,wind,h6127,scenarioA,avaConv,0.143837265
West,WestSouth,wind,h6128,scenarioA,avaConv,0.159183919
West,WestSouth,wind,h6129,scenarioA,avaConv,0.150056171
West,WestSouth,wind,h6130,scenarioA,avaConv,0.130797625
West,WestSouth,wind,h6131,scenarioA,avaConv,0.150156476
West,WestSouth,wind,h6132,scenarioA,avaConv,0.204622051
West,WestSouth,wind,h6133,scenarioA,avaConv,0.221673889
West,WestSouth,wind,h6134,scenarioA,avaConv,0.243239448
West,WestSouth,wind,h6135,scenarioA,avaConv,0.276640989
West,WestSouth,wind,h6136,scenarioA,avaConv,0.278446477
West,WestSouth,wind,h6137,scenarioA,avaConv,0.267212325
West,WestSouth,wind,h6138,scenarioA,avaConv,0.252969026
West,WestSouth,wind,h6139,scenarioA,avaConv,0.201211684
West,WestSouth,wind,h6140,scenarioA,avaConv,0.163697641
West,WestSouth,wind,h6141,scenarioA,avaConv,0.146445193
West,WestSouth,wind,h6142,scenarioA,avaConv,0.154168673
West,WestSouth,wind,h6143,scenarioA,avaConv,0.175533622
West,WestSouth,wind,h6144,scenarioA,avaConv,0.21314797
West,WestSouth,wind,h6145,scenarioA,avaConv,0.256279088
West,WestSouth,wind,h6146,scenarioA,avaConv,0.292087947
West,WestSouth,wind,h6147,scenarioA,avaConv,0.321677901
West,WestSouth,wind,h6148,scenarioA,avaConv,0.354176697
West,WestSouth,wind,h6149,scenarioA,avaConv,0.395201412
West,WestSouth,wind,h6150,scenarioA,avaConv,0.425192585
West,WestSouth,wind,h6151,scenarioA,avaConv,0.44665784
West,WestSouth,wind,h6152,scenarioA,avaConv,0.462004494
West,WestSouth,wind,h6153,scenarioA,avaConv,0.480761515
West,WestSouth,wind,h6154,scenarioA,avaConv,0.521485315
West,WestSouth,wind,h6155,scenarioA,avaConv,0.571336864
West,WestSouth,wind,h6156,scenarioA,avaConv,0.615471032
West,WestSouth,wind,h6157,scenarioA,avaConv,0.668632643
West,WestSouth,wind,h6158,scenarioA,avaConv,0.694511314
West,WestSouth,wind,h6159,scenarioA,avaConv,0.705143637
West,WestSouth,wind,h6160,scenarioA,avaConv,0.691502167
West,WestSouth,wind,h6161,scenarioA,avaConv,0.674650939
West,WestSouth,wind,h6162,scenarioA,avaConv,0.627507623
West,WestSouth,wind,h6163,scenarioA,avaConv,0.562108811
West,WestSouth,wind,h6164,scenarioA,avaConv,0.487682555
West,WestSouth,wind,h6165,scenarioA,avaConv,0.444852351
West,WestSouth,wind,h6166,scenarioA,avaConv,0.477150538
West,WestSouth,wind,h6167,scenarioA,avaConv,0.481463649
West,WestSouth,wind,h6168,scenarioA,avaConv,0.48086182
West,WestSouth,wind,h6169,scenarioA,avaConv,0.484472797
West,WestSouth,wind,h6170,scenarioA,avaConv,0.497512438
West,WestSouth,wind,h6171,scenarioA,avaConv,0.513160006
West,WestSouth,wind,h6172,scenarioA,avaConv,0.516269459
West,WestSouth,wind,h6173,scenarioA,avaConv,0.500722195
West,WestSouth,wind,h6174,scenarioA,avaConv,0.514764885
West,WestSouth,wind,h6175,scenarioA,avaConv,0.514062751
West,WestSouth,wind,h6176,scenarioA,avaConv,0.513761836
West,WestSouth,wind,h6177,scenarioA,avaConv,0.507542931
West,WestSouth,wind,h6178,scenarioA,avaConv,0.515366715
West,WestSouth,wind,h6179,scenarioA,avaConv,0.534324346
West,WestSouth,wind,h6180,scenarioA,avaConv,0.542449045
West,WestSouth,wind,h6181,scenarioA,avaConv,0.522989889
West,WestSouth,wind,h6182,scenarioA,avaConv,0.505336222
West,WestSouth,wind,h6183,scenarioA,avaConv,0.480159685
West,WestSouth,wind,h6184,scenarioA,avaConv,0.430709356
West,WestSouth,wind,h6185,scenarioA,avaConv,0.394398973
West,WestSouth,wind,h6186,scenarioA,avaConv,0.29499679
West,WestSouth,wind,h6187,scenarioA,avaConv,0.211944311
West,WestSouth,wind,h6188,scenarioA,avaConv,0.230901942
West,WestSouth,wind,h6189,scenarioA,avaConv,0.304325148
West,WestSouth,wind,h6190,scenarioA,avaConv,0.350264805
West,WestSouth,wind,h6191,scenarioA,avaConv,0.362702616
West,WestSouth,wind,h6192,scenarioA,avaConv,0.401821537
West,WestSouth,wind,h6193,scenarioA,avaConv,0.433517894
West,WestSouth,wind,h6194,scenarioA,avaConv,0.460800835
West,WestSouth,wind,h6195,scenarioA,avaConv,0.506740491
West,WestSouth,wind,h6196,scenarioA,avaConv,0.527002086
West,WestSouth,wind,h6197,scenarioA,avaConv,0.517774033
West,WestSouth,wind,h6198,scenarioA,avaConv,0.522989889
West,WestSouth,wind,h6199,scenarioA,avaConv,0.530211844
West,WestSouth,wind,h6200,scenarioA,avaConv,0.546260632
West,WestSouth,wind,h6201,scenarioA,avaConv,0.546060022
West,WestSouth,wind,h6202,scenarioA,avaConv,0.555087466
West,WestSouth,wind,h6203,scenarioA,avaConv,0.545257583
West,WestSouth,wind,h6204,scenarioA,avaConv,0.569230461
West,WestSouth,wind,h6205,scenarioA,avaConv,0.566522228
West,WestSouth,wind,h6206,scenarioA,avaConv,0.560503932
West,WestSouth,wind,h6207,scenarioA,avaConv,0.490691703
West,WestSouth,wind,h6208,scenarioA,avaConv,0.571637779
West,WestSouth,wind,h6209,scenarioA,avaConv,0.519980741
West,WestSouth,wind,h6210,scenarioA,avaConv,0.519780132
West,WestSouth,wind,h6211,scenarioA,avaConv,0.546060022
West,WestSouth,wind,h6212,scenarioA,avaConv,0.524795378
West,WestSouth,wind,h6213,scenarioA,avaConv,0.571938694
West,WestSouth,wind,h6214,scenarioA,avaConv,0.542449045
West,WestSouth,wind,h6215,scenarioA,avaConv,0.561105762
West,WestSouth,wind,h6216,scenarioA,avaConv,0.566522228
West,WestSouth,wind,h6217,scenarioA,avaConv,0.545056973
West,WestSouth,wind,h6218,scenarioA,avaConv,0.519378912
West,WestSouth,wind,h6219,scenarioA,avaConv,0.495706949
West,WestSouth,wind,h6220,scenarioA,avaConv,0.460800835
West,WestSouth,wind,h6221,scenarioA,avaConv,0.431812711
West,WestSouth,wind,h6222,scenarioA,avaConv,0.421380998
West,WestSouth,wind,h6223,scenarioA,avaConv,0.394398973
West,WestSouth,wind,h6224,scenarioA,avaConv,0.373836463
West,WestSouth,wind,h6225,scenarioA,avaConv,0.378149575
West,WestSouth,wind,h6226,scenarioA,avaConv,0.381559942
West,WestSouth,wind,h6227,scenarioA,avaConv,0.352371208
West,WestSouth,wind,h6228,scenarioA,avaConv,0.32960199
West,WestSouth,wind,h6229,scenarioA,avaConv,0.334015407
West,WestSouth,wind,h6230,scenarioA,avaConv,0.321076071
West,WestSouth,wind,h6231,scenarioA,avaConv,0.349261756
West,WestSouth,wind,h6232,scenarioA,avaConv,0.340836142
West,WestSouth,wind,h6233,scenarioA,avaConv,0.321778206
West,WestSouth,wind,h6234,scenarioA,avaConv,0.281455625
West,WestSouth,wind,h6235,scenarioA,avaConv,0.209135773
West,WestSouth,wind,h6236,scenarioA,avaConv,0.181551918
West,WestSouth,wind,h6237,scenarioA,avaConv,0.179545819
West,WestSouth,wind,h6238,scenarioA,avaConv,0.1995065
West,WestSouth,wind,h6239,scenarioA,avaConv,0.215154068
West,WestSouth,wind,h6240,scenarioA,avaConv,0.218263521
West,WestSouth,wind,h6241,scenarioA,avaConv,0.234512919
West,WestSouth,wind,h6242,scenarioA,avaConv,0.256680308
West,WestSouth,wind,h6243,scenarioA,avaConv,0.259689456
West,WestSouth,wind,h6244,scenarioA,avaConv,0.246549511
West,WestSouth,wind,h6245,scenarioA,avaConv,0.248555609
West,WestSouth,wind,h6246,scenarioA,avaConv,0.262598299
West,WestSouth,wind,h6247,scenarioA,avaConv,0.269419034
West,WestSouth,wind,h6248,scenarioA,avaConv,0.26811507
West,WestSouth,wind,h6249,scenarioA,avaConv,0.23982908
West,WestSouth,wind,h6250,scenarioA,avaConv,0.237522067
West,WestSouth,wind,h6251,scenarioA,avaConv,0.272628792
West,WestSouth,wind,h6252,scenarioA,avaConv,0.326191623
West,WestSouth,wind,h6253,scenarioA,avaConv,0.339030653
West,WestSouth,wind,h6254,scenarioA,avaConv,0.343945595
West,WestSouth,wind,h6255,scenarioA,avaConv,0.337626384
West,WestSouth,wind,h6256,scenarioA,avaConv,0.334416627
West,WestSouth,wind,h6257,scenarioA,avaConv,0.30151661
West,WestSouth,wind,h6258,scenarioA,avaConv,0.289680629
West,WestSouth,wind,h6259,scenarioA,avaConv,0.237622372
West,WestSouth,wind,h6260,scenarioA,avaConv,0.208634248
West,WestSouth,wind,h6261,scenarioA,avaConv,0.200208634
West,WestSouth,wind,h6262,scenarioA,avaConv,0.188071738
West,WestSouth,wind,h6263,scenarioA,avaConv,0.169214412
West,WestSouth,wind,h6264,scenarioA,avaConv,0.172925694
West,WestSouth,wind,h6265,scenarioA,avaConv,0.155773552
West,WestSouth,wind,h6266,scenarioA,avaConv,0.145040924
West,WestSouth,wind,h6267,scenarioA,avaConv,0.142031777
West,WestSouth,wind,h6268,scenarioA,avaConv,0.130998235
West,WestSouth,wind,h6269,scenarioA,avaConv,0.122572621
West,WestSouth,wind,h6270,scenarioA,avaConv,0.109232065
West,WestSouth,wind,h6271,scenarioA,avaConv,0.103514685
West,WestSouth,wind,h6272,scenarioA,avaConv,0.092280533
West,WestSouth,wind,h6273,scenarioA,avaConv,0.078839673
West,WestSouth,wind,h6274,scenarioA,avaConv,0.078438453
West,WestSouth,wind,h6275,scenarioA,avaConv,0.091377788
West,WestSouth,wind,h6276,scenarioA,avaConv,0.104918954
West,WestSouth,wind,h6277,scenarioA,avaConv,0.11053603
West,WestSouth,wind,h6278,scenarioA,avaConv,0.118961643
West,WestSouth,wind,h6279,scenarioA,avaConv,0.126183598
West,WestSouth,wind,h6280,scenarioA,avaConv,0.127788477
West,WestSouth,wind,h6281,scenarioA,avaConv,0.134609212
West,WestSouth,wind,h6282,scenarioA,avaConv,0.131399454
West,WestSouth,wind,h6283,scenarioA,avaConv,0.124779329
West,WestSouth,wind,h6284,scenarioA,avaConv,0.126986038
West,WestSouth,wind,h6285,scenarioA,avaConv,0.136214091
West,WestSouth,wind,h6286,scenarioA,avaConv,0.149654951
West,WestSouth,wind,h6287,scenarioA,avaConv,0.15166105
West,WestSouth,wind,h6288,scenarioA,avaConv,0.138420799
West,WestSouth,wind,h6289,scenarioA,avaConv,0.115350666
West,WestSouth,wind,h6290,scenarioA,avaConv,0.098298828
West,WestSouth,wind,h6291,scenarioA,avaConv,0.089873215
West,WestSouth,wind,h6292,scenarioA,avaConv,0.087064677
West,WestSouth,wind,h6293,scenarioA,avaConv,0.080645161
West,WestSouth,wind,h6294,scenarioA,avaConv,0.079040282
West,WestSouth,wind,h6295,scenarioA,avaConv,0.076632964
West,WestSouth,wind,h6296,scenarioA,avaConv,0.07593083
West,WestSouth,wind,h6297,scenarioA,avaConv,0.071617718
West,WestSouth,wind,h6298,scenarioA,avaConv,0.059681432
West,WestSouth,wind,h6299,scenarioA,avaConv,0.057575028
West,WestSouth,wind,h6300,scenarioA,avaConv,0.056571979
West,WestSouth,wind,h6301,scenarioA,avaConv,0.059079602
West,WestSouth,wind,h6302,scenarioA,avaConv,0.057775638
West,WestSouth,wind,h6303,scenarioA,avaConv,0.057976248
West,WestSouth,wind,h6304,scenarioA,avaConv,0.055769539
West,WestSouth,wind,h6305,scenarioA,avaConv,0.056973199
West,WestSouth,wind,h6306,scenarioA,avaConv,0.051155513
West,WestSouth,wind,h6307,scenarioA,avaConv,0.051657037
West,WestSouth,wind,h6308,scenarioA,avaConv,0.052258867
West,WestSouth,wind,h6309,scenarioA,avaConv,0.052559782
West,WestSouth,wind,h6310,scenarioA,avaConv,0.052359172
West,WestSouth,wind,h6311,scenarioA,avaConv,0.052961001
West,WestSouth,wind,h6312,scenarioA,avaConv,0.054264965
West,WestSouth,wind,h6313,scenarioA,avaConv,0.050553683
West,WestSouth,wind,h6314,scenarioA,avaConv,0.052158562
West,WestSouth,wind,h6315,scenarioA,avaConv,0.053161611
West,WestSouth,wind,h6316,scenarioA,avaConv,0.054064356
West,WestSouth,wind,h6317,scenarioA,avaConv,0.058778687
West,WestSouth,wind,h6318,scenarioA,avaConv,0.062790884
West,WestSouth,wind,h6319,scenarioA,avaConv,0.067605521
West,WestSouth,wind,h6320,scenarioA,avaConv,0.075429305
West,WestSouth,wind,h6321,scenarioA,avaConv,0.070213449
West,WestSouth,wind,h6322,scenarioA,avaConv,0.056772589
West,WestSouth,wind,h6323,scenarioA,avaConv,0.052459477
West,WestSouth,wind,h6324,scenarioA,avaConv,0.064897288
West,WestSouth,wind,h6325,scenarioA,avaConv,0.085058578
West,WestSouth,wind,h6326,scenarioA,avaConv,0.098499438
West,WestSouth,wind,h6327,scenarioA,avaConv,0.107025357
West,WestSouth,wind,h6328,scenarioA,avaConv,0.112843043
West,WestSouth,wind,h6329,scenarioA,avaConv,0.112542128
West,WestSouth,wind,h6330,scenarioA,avaConv,0.119764083
West,WestSouth,wind,h6331,scenarioA,avaConv,0.133405553
West,WestSouth,wind,h6332,scenarioA,avaConv,0.160688493
West,WestSouth,wind,h6333,scenarioA,avaConv,0.199907719
West,WestSouth,wind,h6334,scenarioA,avaConv,0.232406516
West,WestSouth,wind,h6335,scenarioA,avaConv,0.250361098
West,WestSouth,wind,h6336,scenarioA,avaConv,0.248054084
West,WestSouth,wind,h6337,scenarioA,avaConv,0.270020863
West,WestSouth,wind,h6338,scenarioA,avaConv,0.276340074
West,WestSouth,wind,h6339,scenarioA,avaConv,0.262297384
West,WestSouth,wind,h6340,scenarioA,avaConv,0.262999519
West,WestSouth,wind,h6341,scenarioA,avaConv,0.272327877
West,WestSouth,wind,h6342,scenarioA,avaConv,0.296300754
West,WestSouth,wind,h6343,scenarioA,avaConv,0.323784304
West,WestSouth,wind,h6344,scenarioA,avaConv,0.351067244
West,WestSouth,wind,h6345,scenarioA,avaConv,0.36380597
West,WestSouth,wind,h6346,scenarioA,avaConv,0.402022147
West,WestSouth,wind,h6347,scenarioA,avaConv,0.43953619
West,WestSouth,wind,h6348,scenarioA,avaConv,0.476247793
West,WestSouth,wind,h6349,scenarioA,avaConv,0.523692024
West,WestSouth,wind,h6350,scenarioA,avaConv,0.538637458
West,WestSouth,wind,h6351,scenarioA,avaConv,0.53623014
West,WestSouth,wind,h6352,scenarioA,avaConv,0.515767935
West,WestSouth,wind,h6353,scenarioA,avaConv,0.526600867
West,WestSouth,wind,h6354,scenarioA,avaConv,0.476649013
West,WestSouth,wind,h6355,scenarioA,avaConv,0.447761194
West,WestSouth,wind,h6356,scenarioA,avaConv,0.448563633
West,WestSouth,wind,h6357,scenarioA,avaConv,0.442745948
West,WestSouth,wind,h6358,scenarioA,avaConv,0.428803563
West,WestSouth,wind,h6359,scenarioA,avaConv,0.413456909
West,WestSouth,wind,h6360,scenarioA,avaConv,0.389584336
West,WestSouth,wind,h6361,scenarioA,avaConv,0.373936768
West,WestSouth,wind,h6362,scenarioA,avaConv,0.350264805
West,WestSouth,wind,h6363,scenarioA,avaConv,0.325389183
West,WestSouth,wind,h6364,scenarioA,avaConv,0.29559862
West,WestSouth,wind,h6365,scenarioA,avaConv,0.275838549
West,WestSouth,wind,h6366,scenarioA,avaConv,0.256981223
West,WestSouth,wind,h6367,scenarioA,avaConv,0.236318408
West,WestSouth,wind,h6368,scenarioA,avaConv,0.217461082
West,WestSouth,wind,h6369,scenarioA,avaConv,0.198102231
West,WestSouth,wind,h6370,scenarioA,avaConv,0.182755577
West,WestSouth,wind,h6371,scenarioA,avaConv,0.195995827
West,WestSouth,wind,h6372,scenarioA,avaConv,0.211342481
West,WestSouth,wind,h6373,scenarioA,avaConv,0.227692184
West,WestSouth,wind,h6374,scenarioA,avaConv,0.248154389
West,WestSouth,wind,h6375,scenarioA,avaConv,0.259488846
West,WestSouth,wind,h6376,scenarioA,avaConv,0.248254694
West,WestSouth,wind,h6377,scenarioA,avaConv,0.250561708
West,WestSouth,wind,h6378,scenarioA,avaConv,0.21946718
West,WestSouth,wind,h6379,scenarioA,avaConv,0.17814155
West,WestSouth,wind,h6380,scenarioA,avaConv,0.156074466
West,WestSouth,wind,h6381,scenarioA,avaConv,0.156676296
West,WestSouth,wind,h6382,scenarioA,avaConv,0.162193067
West,WestSouth,wind,h6383,scenarioA,avaConv,0.165904349
West,WestSouth,wind,h6384,scenarioA,avaConv,0.166104959
West,WestSouth,wind,h6385,scenarioA,avaConv,0.171521425
West,WestSouth,wind,h6386,scenarioA,avaConv,0.175433317
West,WestSouth,wind,h6387,scenarioA,avaConv,0.172725084
West,WestSouth,wind,h6388,scenarioA,avaConv,0.172925694
West,WestSouth,wind,h6389,scenarioA,avaConv,0.181451613
West,WestSouth,wind,h6390,scenarioA,avaConv,0.190278446
West,WestSouth,wind,h6391,scenarioA,avaConv,0.203819612
West,WestSouth,wind,h6392,scenarioA,avaConv,0.210840957
West,WestSouth,wind,h6393,scenarioA,avaConv,0.191883325
West,WestSouth,wind,h6394,scenarioA,avaConv,0.170117156
West,WestSouth,wind,h6395,scenarioA,avaConv,0.192284545
West,WestSouth,wind,h6396,scenarioA,avaConv,0.24043091
West,WestSouth,wind,h6397,scenarioA,avaConv,0.261093725
West,WestSouth,wind,h6398,scenarioA,avaConv,0.24735195
West,WestSouth,wind,h6399,scenarioA,avaConv,0.228895843
West,WestSouth,wind,h6400,scenarioA,avaConv,0.207631199
West,WestSouth,wind,h6401,scenarioA,avaConv,0.188472958
West,WestSouth,wind,h6402,scenarioA,avaConv,0.173828438
West,WestSouth,wind,h6403,scenarioA,avaConv,0.155171722
West,WestSouth,wind,h6404,scenarioA,avaConv,0.148551597
West,WestSouth,wind,h6405,scenarioA,avaConv,0.152162574
West,WestSouth,wind,h6406,scenarioA,avaConv,0.149855561
West,WestSouth,wind,h6407,scenarioA,avaConv,0.13761836
West,WestSouth,wind,h6408,scenarioA,avaConv,0.127587867
West,WestSouth,wind,h6409,scenarioA,avaConv,0.120165303
West,WestSouth,wind,h6410,scenarioA,avaConv,0.111739689
West,WestSouth,wind,h6411,scenarioA,avaConv,0.112742738
West,WestSouth,wind,h6412,scenarioA,avaConv,0.110736639
West,WestSouth,wind,h6413,scenarioA,avaConv,0.10361499
West,WestSouth,wind,h6414,scenarioA,avaConv,0.097997914
West,WestSouth,wind,h6415,scenarioA,avaConv,0.087566201
West,WestSouth,wind,h6416,scenarioA,avaConv,0.076532659
West,WestSouth,wind,h6417,scenarioA,avaConv,0.064395763
West,WestSouth,wind,h6418,scenarioA,avaConv,0.056872894
West,WestSouth,wind,h6419,scenarioA,avaConv,0.058377468
West,WestSouth,wind,h6420,scenarioA,avaConv,0.059982346
West,WestSouth,wind,h6421,scenarioA,avaConv,0.06248997
West,WestSouth,wind,h6422,scenarioA,avaConv,0.067705826
West,WestSouth,wind,h6423,scenarioA,avaConv,0.078939978
West,WestSouth,wind,h6424,scenarioA,avaConv,0.087465896
West,WestSouth,wind,h6425,scenarioA,avaConv,0.091779008
West,WestSouth,wind,h6426,scenarioA,avaConv,0.093785107
West,WestSouth,wind,h6427,scenarioA,avaConv,0.099502488
West,WestSouth,wind,h6428,scenarioA,avaConv,0.114849141
West,WestSouth,wind,h6429,scenarioA,avaConv,0.142934521
West,WestSouth,wind,h6430,scenarioA,avaConv,0.158281175
West,WestSouth,wind,h6431,scenarioA,avaConv,0.163697641
West,WestSouth,wind,h6432,scenarioA,avaConv,0.172725084
West,WestSouth,wind,h6433,scenarioA,avaConv,0.174931793
West,WestSouth,wind,h6434,scenarioA,avaConv,0.179545819
West,WestSouth,wind,h6435,scenarioA,avaConv,0.178041245
West,WestSouth,wind,h6436,scenarioA,avaConv,0.180849783
West,WestSouth,wind,h6437,scenarioA,avaConv,0.182153747
West,WestSouth,wind,h6438,scenarioA,avaConv,0.180950088
West,WestSouth,wind,h6439,scenarioA,avaConv,0.18586503
West,WestSouth,wind,h6440,scenarioA,avaConv,0.189977532
West,WestSouth,wind,h6441,scenarioA,avaConv,0.164600385
West,WestSouth,wind,h6442,scenarioA,avaConv,0.103113465
West,WestSouth,wind,h6443,scenarioA,avaConv,0.098900658
West,WestSouth,wind,h6444,scenarioA,avaConv,0.141630557
West,WestSouth,wind,h6445,scenarioA,avaConv,0.172925694
West,WestSouth,wind,h6446,scenarioA,avaConv,0.184561066
West,WestSouth,wind,h6447,scenarioA,avaConv,0.200008024
West,WestSouth,wind,h6448,scenarioA,avaConv,0.21966779
West,WestSouth,wind,h6449,scenarioA,avaConv,0.230500722
West,WestSouth,wind,h6450,scenarioA,avaConv,0.228895843
West,WestSouth,wind,h6451,scenarioA,avaConv,0.213448885
West,WestSouth,wind,h6452,scenarioA,avaConv,0.259689456
West,WestSouth,wind,h6453,scenarioA,avaConv,0.333614187
West,WestSouth,wind,h6454,scenarioA,avaConv,0.349061146
West,WestSouth,wind,h6455,scenarioA,avaConv,0.35056572
West,WestSouth,wind,h6456,scenarioA,avaConv,0.338027604
West,WestSouth,wind,h6457,scenarioA,avaConv,0.324787354
West,WestSouth,wind,h6458,scenarioA,avaConv,0.307434601
West,WestSouth,wind,h6459,scenarioA,avaConv,0.291787033
West,WestSouth,wind,h6460,scenarioA,avaConv,0.289480019
West,WestSouth,wind,h6461,scenarioA,avaConv,0.290884288
West,WestSouth,wind,h6462,scenarioA,avaConv,0.28887819
West,WestSouth,wind,h6463,scenarioA,avaConv,0.293492216
West,WestSouth,wind,h6464,scenarioA,avaConv,0.311145883
West,WestSouth,wind,h6465,scenarioA,avaConv,0.276741294
West,WestSouth,wind,h6466,scenarioA,avaConv,0.246649815
West,WestSouth,wind,h6467,scenarioA,avaConv,0.262598299
West,WestSouth,wind,h6468,scenarioA,avaConv,0.309841919
West,WestSouth,wind,h6469,scenarioA,avaConv,0.388581287
West,WestSouth,wind,h6470,scenarioA,avaConv,0.440338629
West,WestSouth,wind,h6471,scenarioA,avaConv,0.455685283
West,WestSouth,wind,h6472,scenarioA,avaConv,0.454882844
West,WestSouth,wind,h6473,scenarioA,avaConv,0.454180709
West,WestSouth,wind,h6474,scenarioA,avaConv,0.430107527
West,WestSouth,wind,h6475,scenarioA,avaConv,0.361198042
West,WestSouth,wind,h6476,scenarioA,avaConv,0.390787996
West,WestSouth,wind,h6477,scenarioA,avaConv,0.455986198
West,WestSouth,wind,h6478,scenarioA,avaConv,0.478253892
West,WestSouth,wind,h6479,scenarioA,avaConv,0.462205104
West,WestSouth,wind,h6480,scenarioA,avaConv,0.450369122
West,WestSouth,wind,h6481,scenarioA,avaConv,0.438031616
West,WestSouth,wind,h6482,scenarioA,avaConv,0.421280693
West,WestSouth,wind,h6483,scenarioA,avaConv,0.392794094
West,WestSouth,wind,h6484,scenarioA,avaConv,0.379754454
West,WestSouth,wind,h6485,scenarioA,avaConv,0.38456909
West,WestSouth,wind,h6486,scenarioA,avaConv,0.388581287
West,WestSouth,wind,h6487,scenarioA,avaConv,0.386976408
West,WestSouth,wind,h6488,scenarioA,avaConv,0.37824988
West,WestSouth,wind,h6489,scenarioA,avaConv,0.336021505
West,WestSouth,wind,h6490,scenarioA,avaConv,0.284865993
West,WestSouth,wind,h6491,scenarioA,avaConv,0.299911732
West,WestSouth,wind,h6492,scenarioA,avaConv,0.388079762
West,WestSouth,wind,h6493,scenarioA,avaConv,0.449265768
West,WestSouth,wind,h6494,scenarioA,avaConv,0.429906917
West,WestSouth,wind,h6495,scenarioA,avaConv,0.418472155
West,WestSouth,wind,h6496,scenarioA,avaConv,0.435323383
West,WestSouth,wind,h6497,scenarioA,avaConv,0.457189857
West,WestSouth,wind,h6498,scenarioA,avaConv,0.462004494
West,WestSouth,wind,h6499,scenarioA,avaConv,0.420478254
West,WestSouth,wind,h6500,scenarioA,avaConv,0.45277644
West,WestSouth,wind,h6501,scenarioA,avaConv,0.49410207
West,WestSouth,wind,h6502,scenarioA,avaConv,0.496609693
West,WestSouth,wind,h6503,scenarioA,avaConv,0.480962125
West,WestSouth,wind,h6504,scenarioA,avaConv,0.474241695
West,WestSouth,wind,h6505,scenarioA,avaConv,0.460199005
West,WestSouth,wind,h6506,scenarioA,avaConv,0.446958755
West,WestSouth,wind,h6507,scenarioA,avaConv,0.448463329
West,WestSouth,wind,h6508,scenarioA,avaConv,0.449065158
West,WestSouth,wind,h6509,scenarioA,avaConv,0.448764243
West,WestSouth,wind,h6510,scenarioA,avaConv,0.454581929
West,WestSouth,wind,h6511,scenarioA,avaConv,0.464010592
West,WestSouth,wind,h6512,scenarioA,avaConv,0.479357246
West,WestSouth,wind,h6513,scenarioA,avaConv,0.462606323
West,WestSouth,wind,h6514,scenarioA,avaConv,0.455384368
West,WestSouth,wind,h6515,scenarioA,avaConv,0.486880116
West,WestSouth,wind,h6516,scenarioA,avaConv,0.535026481
West,WestSouth,wind,h6517,scenarioA,avaConv,0.566722837
West,WestSouth,wind,h6518,scenarioA,avaConv,0.593403948
West,WestSouth,wind,h6519,scenarioA,avaConv,0.620486278
West,WestSouth,wind,h6520,scenarioA,avaConv,0.642152143
West,WestSouth,wind,h6521,scenarioA,avaConv,0.639945434
West,WestSouth,wind,h6522,scenarioA,avaConv,0.603434441
West,WestSouth,wind,h6523,scenarioA,avaConv,0.512357567
West,WestSouth,wind,h6524,scenarioA,avaConv,0.474442305
West,WestSouth,wind,h6525,scenarioA,avaConv,0.49410207
West,WestSouth,wind,h6526,scenarioA,avaConv,0.488986519
West,WestSouth,wind,h6527,scenarioA,avaConv,0.473439255
West,WestSouth,wind,h6528,scenarioA,avaConv,0.472034986
West,WestSouth,wind,h6529,scenarioA,avaConv,0.470430108
West,WestSouth,wind,h6530,scenarioA,avaConv,0.454983149
West,WestSouth,wind,h6531,scenarioA,avaConv,0.440940459
West,WestSouth,wind,h6532,scenarioA,avaConv,0.437229177
West,WestSouth,wind,h6533,scenarioA,avaConv,0.427700209
West,WestSouth,wind,h6534,scenarioA,avaConv,0.414660568
West,WestSouth,wind,h6535,scenarioA,avaConv,0.406636174
West,WestSouth,wind,h6536,scenarioA,avaConv,0.401620928
West,WestSouth,wind,h6537,scenarioA,avaConv,0.351067244
West,WestSouth,wind,h6538,scenarioA,avaConv,0.331206869
