scenario,region_1,region_2,carrier_1,carrier_2,timestep_4,parameter,value,comment
all,East,EastSouth,heat,districtHeat,h2751,genUp,4.388406403,
all,East,EastSouth,heat,districtHeat,h2752,genUp,4.706321379,
all,East,EastSouth,heat,districtHeat,h2753,genUp,5.131509004,
all,East,EastSouth,heat,districtHeat,h2754,genUp,5.458947802,
all,East,EastSouth,heat,districtHeat,h2755,genUp,5.312137643,
all,East,EastSouth,heat,districtHeat,h2756,genUp,4.978920038,
all,East,EastSouth,heat,districtHeat,h2757,genUp,3.857911633,
all,East,EastSouth,heat,districtHeat,h2758,genUp,2.812666846,
all,East,EastSouth,heat,districtHeat,h2759,genUp,1.850773883,
all,East,EastSouth,heat,districtHeat,h2760,genUp,1.869043966,
all,East,EastSouth,heat,districtHeat,h2761,genUp,1.896464035,
all,East,EastSouth,heat,districtHeat,h2762,genUp,2.152856292,
all,East,EastSouth,heat,districtHeat,h2763,genUp,3.036646299,
all,East,EastSouth,heat,districtHeat,h2764,genUp,4.557387763,
all,East,EastSouth,heat,districtHeat,h2765,genUp,5.035441509,
all,East,EastSouth,heat,districtHeat,h2766,genUp,4.747294454,
all,East,EastSouth,heat,districtHeat,h2767,genUp,4.568287371,
all,East,EastSouth,heat,districtHeat,h2768,genUp,4.125861504,
all,East,EastSouth,heat,districtHeat,h2769,genUp,3.820437804,
all,East,EastSouth,heat,districtHeat,h2770,genUp,3.544713734,
all,East,EastSouth,heat,districtHeat,h2771,genUp,3.368174056,
all,East,EastSouth,heat,districtHeat,h2772,genUp,3.395594126,
all,East,EastSouth,heat,districtHeat,h2773,genUp,3.382385067,
all,East,EastSouth,heat,districtHeat,h2774,genUp,3.542404284,
all,East,EastSouth,heat,districtHeat,h2775,genUp,3.705764792,
all,East,EastSouth,heat,districtHeat,h2776,genUp,3.821125697,
all,East,EastSouth,heat,districtHeat,h2777,genUp,4.149252388,
all,East,EastSouth,heat,districtHeat,h2778,genUp,4.432376821,
all,East,EastSouth,heat,districtHeat,h2779,genUp,4.343060197,
all,East,EastSouth,heat,districtHeat,h2780,genUp,4.006157355,
all,East,EastSouth,heat,districtHeat,h2781,genUp,3.133079115,
all,East,EastSouth,heat,districtHeat,h2782,genUp,2.190360009,
all,East,EastSouth,heat,districtHeat,h2783,genUp,2.283331983,
all,East,EastSouth,heat,districtHeat,h2784,genUp,2.345916431,
all,East,EastSouth,heat,districtHeat,h2785,genUp,2.461247448,
all,East,EastSouth,heat,districtHeat,h2786,genUp,2.845461999,
all,East,EastSouth,heat,districtHeat,h2787,genUp,3.646461858,
all,East,EastSouth,heat,districtHeat,h2788,genUp,4.957652611,
all,East,EastSouth,heat,districtHeat,h2789,genUp,6.083250029,
all,East,EastSouth,heat,districtHeat,h2790,genUp,5.83835561,
all,East,EastSouth,heat,districtHeat,h2791,genUp,5.68976594,
all,East,EastSouth,heat,districtHeat,h2792,genUp,5.225010917,
all,East,EastSouth,heat,districtHeat,h2793,genUp,4.787361904,
all,East,EastSouth,heat,districtHeat,h2794,genUp,4.353398128,
all,East,EastSouth,heat,districtHeat,h2795,genUp,4.132544085,
all,East,EastSouth,heat,districtHeat,h2796,genUp,4.252278122,
all,East,EastSouth,heat,districtHeat,h2797,genUp,4.151502062,
all,East,EastSouth,heat,districtHeat,h2798,genUp,4.368670868,
all,East,EastSouth,heat,districtHeat,h2799,genUp,4.523599171,
all,East,EastSouth,heat,districtHeat,h2800,genUp,4.674124456,
all,East,EastSouth,heat,districtHeat,h2801,genUp,5.046565512,
all,East,EastSouth,heat,districtHeat,h2802,genUp,5.329689944,
all,East,EastSouth,heat,districtHeat,h2803,genUp,5.143312387,
all,East,EastSouth,heat,districtHeat,h2804,genUp,4.850006128,
all,East,EastSouth,heat,districtHeat,h2805,genUp,3.707386348,
all,East,EastSouth,heat,districtHeat,h2806,genUp,2.654053304,
all,East,EastSouth,heat,districtHeat,h2807,genUp,3.754922452,
all,East,EastSouth,heat,districtHeat,h2808,genUp,3.927432945,
all,East,EastSouth,heat,districtHeat,h2809,genUp,4.0211227,
all,East,EastSouth,heat,districtHeat,h2810,genUp,4.551459516,
all,East,EastSouth,heat,districtHeat,h2811,genUp,5.644359958,
all,East,EastSouth,heat,districtHeat,h2812,genUp,7.463588259,
all,East,EastSouth,heat,districtHeat,h2813,genUp,8.795209105,
all,East,EastSouth,heat,districtHeat,h2814,genUp,8.548221117,
all,East,EastSouth,heat,districtHeat,h2815,genUp,8.544691983,
all,East,EastSouth,heat,districtHeat,h2816,genUp,7.845903747,
all,East,EastSouth,heat,districtHeat,h2817,genUp,7.271282454,
all,East,EastSouth,heat,districtHeat,h2818,genUp,6.797407333,
all,East,EastSouth,heat,districtHeat,h2819,genUp,6.541732858,
all,East,EastSouth,heat,districtHeat,h2820,genUp,6.683796051,
all,East,EastSouth,heat,districtHeat,h2821,genUp,6.7068131,
all,East,EastSouth,heat,districtHeat,h2822,genUp,6.977446256,
all,East,EastSouth,heat,districtHeat,h2823,genUp,7.291332048,
all,East,EastSouth,heat,districtHeat,h2824,genUp,7.539636049,
all,East,EastSouth,heat,districtHeat,h2825,genUp,7.81941919,
all,East,EastSouth,heat,districtHeat,h2826,genUp,7.983153533,
all,East,EastSouth,heat,districtHeat,h2827,genUp,7.725385488,
all,East,EastSouth,heat,districtHeat,h2828,genUp,7.078282092,
all,East,EastSouth,heat,districtHeat,h2829,genUp,5.474622414,
all,East,EastSouth,heat,districtHeat,h2830,genUp,4.205152405,
all,East,EastSouth,heat,districtHeat,h2831,genUp,4.347843716,
all,East,EastSouth,heat,districtHeat,h2832,genUp,4.586309836,
all,East,EastSouth,heat,districtHeat,h2833,genUp,4.662417401,
all,East,EastSouth,heat,districtHeat,h2834,genUp,5.254650772,
all,East,EastSouth,heat,districtHeat,h2835,genUp,6.343148195,
all,East,EastSouth,heat,districtHeat,h2836,genUp,8.188076831,
all,East,EastSouth,heat,districtHeat,h2837,genUp,9.481850012,
all,East,EastSouth,heat,districtHeat,h2838,genUp,9.22433625,
all,East,EastSouth,heat,districtHeat,h2839,genUp,9.415272932,
all,East,EastSouth,heat,districtHeat,h2840,genUp,8.64140897,
all,East,EastSouth,heat,districtHeat,h2841,genUp,8.084369867,
all,East,EastSouth,heat,districtHeat,h2842,genUp,7.637570869,
all,East,EastSouth,heat,districtHeat,h2843,genUp,7.443792948,
all,East,EastSouth,heat,districtHeat,h2844,genUp,7.58585614,
all,East,EastSouth,heat,districtHeat,h2845,genUp,7.688351934,
all,East,EastSouth,heat,districtHeat,h2846,genUp,8.025628611,
all,East,EastSouth,heat,districtHeat,h2847,genUp,8.40547003,
all,East,EastSouth,heat,districtHeat,h2848,genUp,8.693685376,
all,East,EastSouth,heat,districtHeat,h2849,genUp,8.911228016,
all,East,EastSouth,heat,districtHeat,h2850,genUp,8.93358706,
all,East,EastSouth,heat,districtHeat,h2851,genUp,8.591937252,
all,East,EastSouth,heat,districtHeat,h2852,genUp,7.776726382,
all,East,EastSouth,heat,districtHeat,h2853,genUp,6.053676614,
all,East,EastSouth,heat,districtHeat,h2854,genUp,4.815311912,
all,East,EastSouth,heat,districtHeat,h2855,genUp,4.206468417,
all,East,EastSouth,heat,districtHeat,h2856,genUp,4.427352348,
all,East,EastSouth,heat,districtHeat,h2857,genUp,4.481474704,
all,East,EastSouth,heat,districtHeat,h2858,genUp,5.051378918,
all,East,EastSouth,heat,districtHeat,h2859,genUp,6.122294152,
all,East,EastSouth,heat,districtHeat,h2860,genUp,7.816697503,
all,East,EastSouth,heat,districtHeat,h2861,genUp,9.008662785,
all,East,EastSouth,heat,districtHeat,h2862,genUp,8.755552042,
all,East,EastSouth,heat,districtHeat,h2863,genUp,8.964070913,
all,East,EastSouth,heat,districtHeat,h2864,genUp,8.252447453,
all,East,EastSouth,heat,districtHeat,h2865,genUp,7.734975749,
all,East,EastSouth,heat,districtHeat,h2866,genUp,7.28817675,
all,East,EastSouth,heat,districtHeat,h2867,genUp,7.111981019,
all,East,EastSouth,heat,districtHeat,h2868,genUp,7.315940766,
all,East,EastSouth,heat,districtHeat,h2869,genUp,7.400854371,
all,East,EastSouth,heat,districtHeat,h2870,genUp,7.738131047,
all,East,EastSouth,heat,districtHeat,h2871,genUp,8.095987258,
all,East,EastSouth,heat,districtHeat,h2872,genUp,8.379455637,
all,East,EastSouth,heat,districtHeat,h2873,genUp,8.557430878,
all,East,EastSouth,heat,districtHeat,h2874,genUp,8.579445976,
all,East,EastSouth,heat,districtHeat,h2875,genUp,8.233393148,
all,East,EastSouth,heat,districtHeat,h2876,genUp,7.462840589,
all,East,EastSouth,heat,districtHeat,h2877,genUp,5.806090396,
all,East,EastSouth,heat,districtHeat,h2878,genUp,4.634369215,
all,East,EastSouth,heat,districtHeat,h2879,genUp,4.304247132,
all,East,EastSouth,heat,districtHeat,h2880,genUp,4.600206788,
all,East,EastSouth,heat,districtHeat,h2881,genUp,4.653985198,
all,East,EastSouth,heat,districtHeat,h2882,genUp,5.211054189,
all,East,EastSouth,heat,districtHeat,h2883,genUp,6.304298578,
all,East,EastSouth,heat,districtHeat,h2884,genUp,8.126898058,
all,East,EastSouth,heat,districtHeat,h2885,genUp,9.56976096,
all,East,EastSouth,heat,districtHeat,h2886,genUp,9.281485839,
all,East,EastSouth,heat,districtHeat,h2887,genUp,9.437258141,
all,East,EastSouth,heat,districtHeat,h2888,genUp,8.680976369,
all,East,EastSouth,heat,districtHeat,h2889,genUp,8.199012991,
all,East,EastSouth,heat,districtHeat,h2890,genUp,7.769796182,
all,East,EastSouth,heat,districtHeat,h2891,genUp,7.540853882,
all,East,EastSouth,heat,districtHeat,h2892,genUp,7.630170505,
all,East,EastSouth,heat,districtHeat,h2893,genUp,7.829727233,
all,East,EastSouth,heat,districtHeat,h2894,genUp,8.14942172,
all,East,EastSouth,heat,districtHeat,h2895,genUp,8.51168095,
all,East,EastSouth,heat,districtHeat,h2896,genUp,8.764731916,
all,East,EastSouth,heat,districtHeat,h2897,genUp,8.973124571,
all,East,EastSouth,heat,districtHeat,h2898,genUp,8.942393099,
all,East,EastSouth,heat,districtHeat,h2899,genUp,8.618669427,
all,East,EastSouth,heat,districtHeat,h2900,genUp,7.763891158,
all,East,EastSouth,heat,districtHeat,h2901,genUp,6.115573169,
all,East,EastSouth,heat,districtHeat,h2902,genUp,4.877208467,
all,East,EastSouth,heat,districtHeat,h2903,genUp,3.876092052,
all,East,EastSouth,heat,districtHeat,h2904,genUp,4.132484309,
all,East,EastSouth,heat,districtHeat,h2905,genUp,4.274173666,
all,East,EastSouth,heat,districtHeat,h2906,genUp,4.796078278,
all,East,EastSouth,heat,districtHeat,h2907,genUp,5.875425716,
all,East,EastSouth,heat,districtHeat,h2908,genUp,7.921472859,
all,East,EastSouth,heat,districtHeat,h2909,genUp,8.86254052,
all,East,EastSouth,heat,districtHeat,h2910,genUp,8.455937037,
all,East,EastSouth,heat,districtHeat,h2911,genUp,8.523798391,
all,East,EastSouth,heat,districtHeat,h2912,genUp,7.895338913,
all,East,EastSouth,heat,districtHeat,h2913,genUp,7.277121038,
all,East,EastSouth,heat,districtHeat,h2914,genUp,7.111637072,
all,East,EastSouth,heat,districtHeat,h2915,genUp,6.882694773,
all,East,EastSouth,heat,districtHeat,h2916,genUp,6.765772087,
all,East,EastSouth,heat,districtHeat,h2917,genUp,6.569370658,
all,East,EastSouth,heat,districtHeat,h2918,genUp,7.007393506,
all,East,EastSouth,heat,districtHeat,h2919,genUp,7.475145873,
all,East,EastSouth,heat,districtHeat,h2920,genUp,7.934436149,
all,East,EastSouth,heat,districtHeat,h2921,genUp,8.253068907,
all,East,EastSouth,heat,districtHeat,h2922,genUp,8.235516606,
all,East,EastSouth,heat,districtHeat,h2923,genUp,8.021689091,
all,East,EastSouth,heat,districtHeat,h2924,genUp,7.176060807,
all,East,EastSouth,heat,districtHeat,h2925,genUp,5.810119581,
all,East,EastSouth,heat,districtHeat,h2926,genUp,4.532561315,
all,East,EastSouth,heat,districtHeat,h2927,genUp,2.835654007,
all,East,EastSouth,heat,districtHeat,h2928,genUp,2.990552423,
all,East,EastSouth,heat,districtHeat,h2929,genUp,2.943240714,
all,East,EastSouth,heat,districtHeat,h2930,genUp,3.341352217,
all,East,EastSouth,heat,districtHeat,h2931,genUp,4.551863239,
all,East,EastSouth,heat,districtHeat,h2932,genUp,6.65640587,
all,East,EastSouth,heat,districtHeat,h2933,genUp,7.230272828,
all,East,EastSouth,heat,districtHeat,h2934,genUp,6.835226959,
all,East,EastSouth,heat,districtHeat,h2935,genUp,6.593979376,
all,East,EastSouth,heat,districtHeat,h2936,genUp,6.005431243,
all,East,EastSouth,heat,districtHeat,h2937,genUp,5.571467467,
all,East,EastSouth,heat,districtHeat,h2938,genUp,5.278161209,
all,East,EastSouth,heat,districtHeat,h2939,genUp,5.039724976,
all,East,EastSouth,heat,districtHeat,h2940,genUp,5.053965875,
all,East,EastSouth,heat,districtHeat,h2941,genUp,5.058682953,
all,East,EastSouth,heat,districtHeat,h2942,genUp,5.267419555,
all,East,EastSouth,heat,districtHeat,h2943,genUp,5.532587963,
all,East,EastSouth,heat,districtHeat,h2944,genUp,5.771741977,
all,East,EastSouth,heat,districtHeat,h2945,genUp,6.104271687,
all,East,EastSouth,heat,districtHeat,h2946,genUp,6.409725276,
all,East,EastSouth,heat,districtHeat,h2947,genUp,6.310914719,
all,East,EastSouth,heat,districtHeat,h2948,genUp,5.761590039,
all,East,EastSouth,heat,districtHeat,h2949,genUp,4.582026369,
all,East,EastSouth,heat,districtHeat,h2950,genUp,3.325421472,
all,East,EastSouth,heat,districtHeat,h2951,genUp,1.378274549,
all,East,EastSouth,heat,districtHeat,h2952,genUp,1.361036306,
all,East,EastSouth,heat,districtHeat,h2953,genUp,1.441202944,
all,East,EastSouth,heat,districtHeat,h2954,genUp,1.723609595,
all,East,EastSouth,heat,districtHeat,h2955,genUp,2.170812317,
all,East,EastSouth,heat,districtHeat,h2956,genUp,2.884304951,
all,East,EastSouth,heat,districtHeat,h2957,genUp,3.65947641,
all,East,EastSouth,heat,districtHeat,h2958,genUp,3.450464152,
all,East,EastSouth,heat,districtHeat,h2959,genUp,3.465922884,
all,East,EastSouth,heat,districtHeat,h2960,genUp,3.147290126,
all,East,EastSouth,heat,districtHeat,h2961,genUp,2.846613392,
all,East,EastSouth,heat,districtHeat,h2962,genUp,2.554368862,
all,East,EastSouth,heat,districtHeat,h2963,genUp,2.395411373,
all,East,EastSouth,heat,districtHeat,h2964,genUp,2.550309789,
all,East,EastSouth,heat,districtHeat,h2965,genUp,2.466771972,
all,East,EastSouth,heat,districtHeat,h2966,genUp,2.661955569,
all,East,EastSouth,heat,districtHeat,h2967,genUp,2.705925987,
all,East,EastSouth,heat,districtHeat,h2968,genUp,2.812136906,
all,East,EastSouth,heat,districtHeat,h2969,genUp,3.056037887,
all,East,EastSouth,heat,districtHeat,h2970,genUp,3.299594921,
all,East,EastSouth,heat,districtHeat,h2971,genUp,3.157531728,
all,East,EastSouth,heat,districtHeat,h2972,genUp,3.015094701,
all,East,EastSouth,heat,districtHeat,h2973,genUp,2.271618264,
all,East,EastSouth,heat,districtHeat,h2974,genUp,1.581232343,
all,East,EastSouth,heat,districtHeat,h2975,genUp,0.573963287,
all,East,EastSouth,heat,districtHeat,h2976,genUp,0.574307234,
all,East,EastSouth,heat,districtHeat,h2977,genUp,0.557068991,
all,East,EastSouth,heat,districtHeat,h2978,genUp,0.760340844,
all,East,EastSouth,heat,districtHeat,h2979,genUp,1.030286106,
all,East,EastSouth,heat,districtHeat,h2980,genUp,1.3686544,
all,East,EastSouth,heat,districtHeat,h2981,genUp,1.803207891,
all,East,EastSouth,heat,districtHeat,h2982,genUp,1.632043297,
all,East,EastSouth,heat,districtHeat,h2983,genUp,1.608996359,
all,East,EastSouth,heat,districtHeat,h2984,genUp,1.507876353,
all,East,EastSouth,heat,districtHeat,h2985,genUp,1.281931397,
all,East,EastSouth,heat,districtHeat,h2986,genUp,1.122629962,
all,East,EastSouth,heat,districtHeat,h2987,genUp,1.068821664,
all,East,EastSouth,heat,districtHeat,h2988,genUp,1.104673937,
all,East,EastSouth,heat,districtHeat,h2989,genUp,1.055956553,
all,East,EastSouth,heat,districtHeat,h2990,genUp,1.065106539,
all,East,EastSouth,heat,districtHeat,h2991,genUp,1.144241336,
all,East,EastSouth,heat,districtHeat,h2992,genUp,1.10432999,
all,East,EastSouth,heat,districtHeat,h2993,genUp,1.259602241,
all,East,EastSouth,heat,districtHeat,h2994,genUp,1.374963146,
all,East,EastSouth,heat,districtHeat,h2995,genUp,1.392545336,
all,East,EastSouth,heat,districtHeat,h2996,genUp,1.343140058,
all,East,EastSouth,heat,districtHeat,h2997,genUp,1.029598213,
all,East,EastSouth,heat,districtHeat,h2998,genUp,0.746129833,
all,East,EastSouth,heat,districtHeat,h2999,genUp,0.909834288,
all,East,EastSouth,heat,districtHeat,h3000,genUp,0.870610836,
all,East,EastSouth,heat,districtHeat,h3001,genUp,0.910866129,
all,East,EastSouth,heat,districtHeat,h3002,genUp,1.113794035,
all,East,EastSouth,heat,districtHeat,h3003,genUp,1.472368027,
all,East,EastSouth,heat,districtHeat,h3004,genUp,1.96937975,
all,East,EastSouth,heat,districtHeat,h3005,genUp,2.53212937,
all,East,EastSouth,heat,districtHeat,h3006,genUp,2.339667461,
all,East,EastSouth,heat,districtHeat,h3007,genUp,2.369367092,
all,East,EastSouth,heat,districtHeat,h3008,genUp,2.13970701,
all,East,EastSouth,heat,districtHeat,h3009,genUp,1.878597675,
all,East,EastSouth,heat,districtHeat,h3010,genUp,1.648249699,
all,East,EastSouth,heat,districtHeat,h3011,genUp,1.581606178,
all,East,EastSouth,heat,districtHeat,h3012,genUp,1.696937196,
all,East,EastSouth,heat,districtHeat,h3013,genUp,1.652966778,
all,East,EastSouth,heat,districtHeat,h3014,genUp,1.724013318,
all,East,EastSouth,heat,districtHeat,h3015,genUp,1.821074252,
all,East,EastSouth,heat,districtHeat,h3016,genUp,1.84746248,
all,East,EastSouth,heat,districtHeat,h3017,genUp,1.985152541,
all,East,EastSouth,heat,districtHeat,h3018,genUp,2.18439521,
all,East,EastSouth,heat,districtHeat,h3019,genUp,2.104572519,
all,East,EastSouth,heat,districtHeat,h3020,genUp,2.006449856,
all,East,EastSouth,heat,districtHeat,h3021,genUp,1.542382727,
all,East,EastSouth,heat,districtHeat,h3022,genUp,1.086403854,
all,East,EastSouth,heat,districtHeat,h3023,genUp,1.497320692,
all,East,EastSouth,heat,districtHeat,h3024,genUp,1.480426396,
all,East,EastSouth,heat,districtHeat,h3025,genUp,1.538263878,
all,East,EastSouth,heat,districtHeat,h3026,genUp,1.785506149,
all,East,EastSouth,heat,districtHeat,h3027,genUp,2.312187615,
all,East,EastSouth,heat,districtHeat,h3028,genUp,3.087576805,
all,East,EastSouth,heat,districtHeat,h3029,genUp,3.924644818,
all,East,EastSouth,heat,districtHeat,h3030,genUp,3.733214749,
all,East,EastSouth,heat,districtHeat,h3031,genUp,3.731091292,
all,East,EastSouth,heat,districtHeat,h3032,genUp,3.372891135,
all,East,EastSouth,heat,districtHeat,h3033,genUp,3.037050022,
all,East,EastSouth,heat,districtHeat,h3034,genUp,2.722476336,
all,East,EastSouth,heat,districtHeat,h3035,genUp,2.563518847,
all,East,EastSouth,heat,districtHeat,h3036,genUp,2.735999453,
all,East,EastSouth,heat,districtHeat,h3037,genUp,2.648058617,
all,East,EastSouth,heat,districtHeat,h3038,genUp,2.830063043,
all,East,EastSouth,heat,districtHeat,h3039,genUp,2.949109185,
all,East,EastSouth,heat,districtHeat,h3040,genUp,2.98024438,
all,East,EastSouth,heat,districtHeat,h3041,genUp,3.268459726,
all,East,EastSouth,heat,districtHeat,h3042,genUp,3.51201676,
all,East,EastSouth,heat,districtHeat,h3043,genUp,3.365550548,
all,East,EastSouth,heat,districtHeat,h3044,genUp,3.200784364,
all,East,EastSouth,heat,districtHeat,h3045,genUp,2.417396582,
all,East,EastSouth,heat,districtHeat,h3046,genUp,1.682696297,
all,East,EastSouth,heat,districtHeat,h3047,genUp,1.563620266,
all,East,EastSouth,heat,districtHeat,h3048,genUp,1.599472539,
all,East,EastSouth,heat,districtHeat,h3049,genUp,1.644474797,
all,East,EastSouth,heat,districtHeat,h3050,genUp,1.913702278,
all,East,EastSouth,heat,districtHeat,h3051,genUp,2.480295089,
all,East,EastSouth,heat,districtHeat,h3052,genUp,3.344313009,
all,East,EastSouth,heat,districtHeat,h3053,genUp,4.37109987,
all,East,EastSouth,heat,districtHeat,h3054,genUp,4.104938024,
all,East,EastSouth,heat,districtHeat,h3055,genUp,4.06290322,
all,East,EastSouth,heat,districtHeat,h3056,genUp,3.642806509,
all,East,EastSouth,heat,districtHeat,h3057,genUp,3.319800619,
all,East,EastSouth,heat,districtHeat,h3058,genUp,2.987644743,
all,East,EastSouth,heat,districtHeat,h3059,genUp,2.876686858,
all,East,EastSouth,heat,districtHeat,h3060,genUp,2.943674325,
all,East,EastSouth,heat,districtHeat,h3061,genUp,2.895644835,
all,East,EastSouth,heat,districtHeat,h3062,genUp,3.055664052,
all,East,EastSouth,heat,districtHeat,h3063,genUp,3.214277593,
all,East,EastSouth,heat,districtHeat,h3064,genUp,3.232577565,
all,East,EastSouth,heat,districtHeat,h3065,genUp,3.503210721,
all,East,EastSouth,heat,districtHeat,h3066,genUp,3.746767754,
all,East,EastSouth,heat,districtHeat,h3067,genUp,3.622286752,
all,East,EastSouth,heat,districtHeat,h3068,genUp,3.41795317,
all,East,EastSouth,heat,districtHeat,h3069,genUp,2.625071455,
all,East,EastSouth,heat,districtHeat,h3070,genUp,1.828474615,
all,East,EastSouth,heat,districtHeat,h3071,genUp,1.285616635,
all,East,EastSouth,heat,districtHeat,h3072,genUp,1.23355796,
all,East,EastSouth,heat,districtHeat,h3073,genUp,1.414470769,
all,East,EastSouth,heat,districtHeat,h3074,genUp,1.556219903,
all,East,EastSouth,heat,districtHeat,h3075,genUp,2.091333573,
all,East,EastSouth,heat,districtHeat,h3076,genUp,3.033394672,
all,East,EastSouth,heat,districtHeat,h3077,genUp,3.470101509,
all,East,EastSouth,heat,districtHeat,h3078,genUp,3.260745304,
all,East,EastSouth,heat,districtHeat,h3079,genUp,3.333697571,
all,East,EastSouth,heat,districtHeat,h3080,genUp,3.010661793,
all,East,EastSouth,heat,districtHeat,h3081,genUp,2.639656301,
all,East,EastSouth,heat,districtHeat,h3082,genUp,2.545218876,
all,East,EastSouth,heat,districtHeat,h3083,genUp,2.403843577,
all,East,EastSouth,heat,districtHeat,h3084,genUp,2.418084476,
all,East,EastSouth,heat,districtHeat,h3085,genUp,2.119157365,
all,East,EastSouth,heat,districtHeat,h3086,genUp,2.309593995,
all,East,EastSouth,heat,districtHeat,h3087,genUp,2.450625347,
all,East,EastSouth,heat,districtHeat,h3088,genUp,2.657582437,
all,East,EastSouth,heat,districtHeat,h3089,genUp,2.919065608,
all,East,EastSouth,heat,districtHeat,h3090,genUp,3.158219622,
all,East,EastSouth,heat,districtHeat,h3091,genUp,3.073649965,
all,East,EastSouth,heat,districtHeat,h3092,genUp,2.856137212,
all,East,EastSouth,heat,districtHeat,h3093,genUp,2.20972171,
all,East,EastSouth,heat,districtHeat,h3094,genUp,1.611649756,
all,East,EastSouth,heat,districtHeat,h3095,genUp,1.365095379,
all,East,EastSouth,heat,districtHeat,h3096,genUp,1.387768482,
all,East,EastSouth,heat,districtHeat,h3097,genUp,1.392859395,
all,East,EastSouth,heat,districtHeat,h3098,genUp,1.552190718,
all,East,EastSouth,heat,districtHeat,h3099,genUp,2.25469408,
all,East,EastSouth,heat,districtHeat,h3100,genUp,3.479131942,
all,East,EastSouth,heat,districtHeat,h3101,genUp,3.889824386,
all,East,EastSouth,heat,districtHeat,h3102,genUp,3.605736403,
all,East,EastSouth,heat,districtHeat,h3103,genUp,3.533284187,
all,East,EastSouth,heat,districtHeat,h3104,genUp,3.17508403,
all,East,EastSouth,heat,districtHeat,h3105,genUp,2.904824709,
all,East,EastSouth,heat,districtHeat,h3106,genUp,2.678161971,
all,East,EastSouth,heat,districtHeat,h3107,genUp,2.519204482,
all,East,EastSouth,heat,districtHeat,h3108,genUp,2.58619195,
all,East,EastSouth,heat,districtHeat,h3109,genUp,2.572982892,
all,East,EastSouth,heat,districtHeat,h3110,genUp,2.688687744,
all,East,EastSouth,heat,districtHeat,h3111,genUp,2.812136906,
all,East,EastSouth,heat,districtHeat,h3112,genUp,2.900765636,
all,East,EastSouth,heat,districtHeat,h3113,genUp,3.127084427,
all,East,EastSouth,heat,districtHeat,h3114,genUp,3.370641461,
all,East,EastSouth,heat,districtHeat,h3115,genUp,3.338818372,
all,East,EastSouth,heat,districtHeat,h3116,genUp,3.068559051,
all,East,EastSouth,heat,districtHeat,h3117,genUp,2.373082217,
all,East,EastSouth,heat,districtHeat,h3118,genUp,1.682696297,
all,East,EastSouth,heat,districtHeat,h3119,genUp,1.006895222,
all,East,EastSouth,heat,districtHeat,h3120,genUp,0.98525396,
all,East,EastSouth,heat,districtHeat,h3121,genUp,1.029912271,
all,East,EastSouth,heat,districtHeat,h3122,genUp,1.250766314,
all,East,EastSouth,heat,districtHeat,h3123,genUp,1.671236861,
all,East,EastSouth,heat,districtHeat,h3124,genUp,2.20815993,
all,East,EastSouth,heat,districtHeat,h3125,genUp,2.832806104,
all,East,EastSouth,heat,districtHeat,h3126,genUp,2.623105952,
all,East,EastSouth,heat,districtHeat,h3127,genUp,2.63013248,
all,East,EastSouth,heat,districtHeat,h3128,genUp,2.418054588,
all,East,EastSouth,heat,districtHeat,h3129,genUp,2.134960044,
all,East,EastSouth,heat,districtHeat,h3130,genUp,1.909015088,
all,East,EastSouth,heat,districtHeat,h3131,genUp,1.802804168,
all,East,EastSouth,heat,districtHeat,h3132,genUp,1.87822384,
all,East,EastSouth,heat,districtHeat,h3133,genUp,1.834253422,
all,East,EastSouth,heat,districtHeat,h3134,genUp,1.927629118,
all,East,EastSouth,heat,districtHeat,h3135,genUp,1.989181726,
all,East,EastSouth,heat,districtHeat,h3136,genUp,2.05107828,
all,East,EastSouth,heat,districtHeat,h3137,genUp,2.250664896,
all,East,EastSouth,heat,districtHeat,h3138,genUp,2.410340166,
all,East,EastSouth,heat,districtHeat,h3139,genUp,2.348099665,
all,East,EastSouth,heat,districtHeat,h3140,genUp,2.249633055,
all,East,EastSouth,heat,districtHeat,h3141,genUp,1.701340215,
all,East,EastSouth,heat,districtHeat,h3142,genUp,1.183464788,
all,East,EastSouth,heat,districtHeat,h3143,genUp,0.534395888,
all,East,EastSouth,heat,districtHeat,h3144,genUp,0.534739835,
all,East,EastSouth,heat,districtHeat,h3145,genUp,0.535083782,
all,East,EastSouth,heat,districtHeat,h3146,genUp,0.69844429,
all,East,EastSouth,heat,districtHeat,h3147,genUp,0.968733499,
all,East,EastSouth,heat,districtHeat,h3148,genUp,1.319937016,
all,East,EastSouth,heat,districtHeat,h3149,genUp,1.657429573,
all,East,EastSouth,heat,districtHeat,h3150,genUp,1.526176325,
all,East,EastSouth,heat,districtHeat,h3151,genUp,1.503129387,
all,East,EastSouth,heat,districtHeat,h3152,genUp,1.4064124,
all,East,EastSouth,heat,districtHeat,h3153,genUp,1.198049634,
all,East,EastSouth,heat,districtHeat,h3154,genUp,1.034345179,
all,East,EastSouth,heat,districtHeat,h3155,genUp,0.984939901,
all,East,EastSouth,heat,districtHeat,h3156,genUp,1.020792174,
all,East,EastSouth,heat,districtHeat,h3157,genUp,0.994059998,
all,East,EastSouth,heat,districtHeat,h3158,genUp,1.003209984,
all,East,EastSouth,heat,districtHeat,h3159,genUp,1.082688728,
all,East,EastSouth,heat,districtHeat,h3160,genUp,1.038030416,
