timestep_2,technology_1,scenario,parameter,value
h4052,wind_onshore,year_2019,avaConv,0.1577
h4053,wind_onshore,year_2019,avaConv,0.1717
h4054,wind_onshore,year_2019,avaConv,0.177
h4055,wind_onshore,year_2019,avaConv,0.1705
h4056,wind_onshore,year_2019,avaConv,0.1644
h4057,wind_onshore,year_2019,avaConv,0.1555
h4058,wind_onshore,year_2019,avaConv,0.1469
h4059,wind_onshore,year_2019,avaConv,0.1354
h4060,wind_onshore,year_2019,avaConv,0.1264
h4061,wind_onshore,year_2019,avaConv,0.1163
h4062,wind_onshore,year_2019,avaConv,0.1007
h4063,wind_onshore,year_2019,avaConv,0.0857
h4064,wind_onshore,year_2019,avaConv,0.0769
h4065,wind_onshore,year_2019,avaConv,0.0777
h4066,wind_onshore,year_2019,avaConv,0.0733
h4067,wind_onshore,year_2019,avaConv,0.0642
h4068,wind_onshore,year_2019,avaConv,0.0525
h4069,wind_onshore,year_2019,avaConv,0.0442
h4070,wind_onshore,year_2019,avaConv,0.042
h4071,wind_onshore,year_2019,avaConv,0.0505
h4072,wind_onshore,year_2019,avaConv,0.0705
h4073,wind_onshore,year_2019,avaConv,0.0911
h4074,wind_onshore,year_2019,avaConv,0.1037
h4075,wind_onshore,year_2019,avaConv,0.1056
h4076,wind_onshore,year_2019,avaConv,0.1028
h4077,wind_onshore,year_2019,avaConv,0.0982
h4078,wind_onshore,year_2019,avaConv,0.0898
h4079,wind_onshore,year_2019,avaConv,0.0775
h4080,wind_onshore,year_2019,avaConv,0.0593
h4081,wind_onshore,year_2019,avaConv,0.0394
h4082,wind_onshore,year_2019,avaConv,0.0312
h4083,wind_onshore,year_2019,avaConv,0.0341
h4084,wind_onshore,year_2019,avaConv,0.0417
h4085,wind_onshore,year_2019,avaConv,0.0446
h4086,wind_onshore,year_2019,avaConv,0.0428
h4087,wind_onshore,year_2019,avaConv,0.0413
h4088,wind_onshore,year_2019,avaConv,0.0446
h4089,wind_onshore,year_2019,avaConv,0.0567
h4090,wind_onshore,year_2019,avaConv,0.0674
h4091,wind_onshore,year_2019,avaConv,0.0724
h4092,wind_onshore,year_2019,avaConv,0.0795
h4093,wind_onshore,year_2019,avaConv,0.0874
h4094,wind_onshore,year_2019,avaConv,0.091
h4095,wind_onshore,year_2019,avaConv,0.0895
h4096,wind_onshore,year_2019,avaConv,0.0848
h4097,wind_onshore,year_2019,avaConv,0.0799
h4098,wind_onshore,year_2019,avaConv,0.075
h4099,wind_onshore,year_2019,avaConv,0.0671
h4100,wind_onshore,year_2019,avaConv,0.0623
h4101,wind_onshore,year_2019,avaConv,0.0643
h4102,wind_onshore,year_2019,avaConv,0.0685
h4103,wind_onshore,year_2019,avaConv,0.0717
h4104,wind_onshore,year_2019,avaConv,0.0739
h4105,wind_onshore,year_2019,avaConv,0.0739
h4106,wind_onshore,year_2019,avaConv,0.0711
h4107,wind_onshore,year_2019,avaConv,0.0663
h4108,wind_onshore,year_2019,avaConv,0.0586
h4109,wind_onshore,year_2019,avaConv,0.0514
h4110,wind_onshore,year_2019,avaConv,0.0477
h4111,wind_onshore,year_2019,avaConv,0.048
h4112,wind_onshore,year_2019,avaConv,0.0568
h4113,wind_onshore,year_2019,avaConv,0.0698
h4114,wind_onshore,year_2019,avaConv,0.0872
h4115,wind_onshore,year_2019,avaConv,0.109
h4116,wind_onshore,year_2019,avaConv,0.1309
h4117,wind_onshore,year_2019,avaConv,0.1457
h4118,wind_onshore,year_2019,avaConv,0.1536
h4119,wind_onshore,year_2019,avaConv,0.1524
h4120,wind_onshore,year_2019,avaConv,0.1418
h4121,wind_onshore,year_2019,avaConv,0.1269
h4122,wind_onshore,year_2019,avaConv,0.1095
h4123,wind_onshore,year_2019,avaConv,0.0907
h4124,wind_onshore,year_2019,avaConv,0.0741
h4125,wind_onshore,year_2019,avaConv,0.0634
h4126,wind_onshore,year_2019,avaConv,0.0582
h4127,wind_onshore,year_2019,avaConv,0.0558
h4128,wind_onshore,year_2019,avaConv,0.0597
h4129,wind_onshore,year_2019,avaConv,0.0641
h4130,wind_onshore,year_2019,avaConv,0.0627
h4131,wind_onshore,year_2019,avaConv,0.0557
h4132,wind_onshore,year_2019,avaConv,0.0442
h4133,wind_onshore,year_2019,avaConv,0.0317
h4134,wind_onshore,year_2019,avaConv,0.0201
h4135,wind_onshore,year_2019,avaConv,0.0114
h4136,wind_onshore,year_2019,avaConv,0.0058
h4137,wind_onshore,year_2019,avaConv,0.0023
h4138,wind_onshore,year_2019,avaConv,0.0002
h4139,wind_onshore,year_2019,avaConv,0.0003
h4140,wind_onshore,year_2019,avaConv,0.0008
h4141,wind_onshore,year_2019,avaConv,0.0012
h4142,wind_onshore,year_2019,avaConv,0.002
h4143,wind_onshore,year_2019,avaConv,0.0037
h4144,wind_onshore,year_2019,avaConv,0.0056
h4145,wind_onshore,year_2019,avaConv,0.0079
h4146,wind_onshore,year_2019,avaConv,0.0119
h4147,wind_onshore,year_2019,avaConv,0.0165
h4148,wind_onshore,year_2019,avaConv,0.0209
h4149,wind_onshore,year_2019,avaConv,0.0243
h4150,wind_onshore,year_2019,avaConv,0.0281
h4151,wind_onshore,year_2019,avaConv,0.0337
h4152,wind_onshore,year_2019,avaConv,0.0404
h4153,wind_onshore,year_2019,avaConv,0.046
h4154,wind_onshore,year_2019,avaConv,0.0485
h4155,wind_onshore,year_2019,avaConv,0.0465
h4156,wind_onshore,year_2019,avaConv,0.0471
h4157,wind_onshore,year_2019,avaConv,0.0522
h4158,wind_onshore,year_2019,avaConv,0.058
h4159,wind_onshore,year_2019,avaConv,0.0634
h4160,wind_onshore,year_2019,avaConv,0.0697
h4161,wind_onshore,year_2019,avaConv,0.0773
h4162,wind_onshore,year_2019,avaConv,0.0877
h4163,wind_onshore,year_2019,avaConv,0.1006
h4164,wind_onshore,year_2019,avaConv,0.1136
h4165,wind_onshore,year_2019,avaConv,0.1236
h4166,wind_onshore,year_2019,avaConv,0.1375
h4167,wind_onshore,year_2019,avaConv,0.156
h4168,wind_onshore,year_2019,avaConv,0.1782
h4169,wind_onshore,year_2019,avaConv,0.1976
h4170,wind_onshore,year_2019,avaConv,0.2261
h4171,wind_onshore,year_2019,avaConv,0.2572
h4172,wind_onshore,year_2019,avaConv,0.2822
h4173,wind_onshore,year_2019,avaConv,0.2943
h4174,wind_onshore,year_2019,avaConv,0.2919
h4175,wind_onshore,year_2019,avaConv,0.282
h4176,wind_onshore,year_2019,avaConv,0.2721
h4177,wind_onshore,year_2019,avaConv,0.2721
h4178,wind_onshore,year_2019,avaConv,0.2655
h4179,wind_onshore,year_2019,avaConv,0.2642
h4180,wind_onshore,year_2019,avaConv,0.2756
h4181,wind_onshore,year_2019,avaConv,0.2905
h4182,wind_onshore,year_2019,avaConv,0.3053
h4183,wind_onshore,year_2019,avaConv,0.314
h4184,wind_onshore,year_2019,avaConv,0.323
h4185,wind_onshore,year_2019,avaConv,0.3314
h4186,wind_onshore,year_2019,avaConv,0.3318
h4187,wind_onshore,year_2019,avaConv,0.3331
h4188,wind_onshore,year_2019,avaConv,0.3343
h4189,wind_onshore,year_2019,avaConv,0.3368
h4190,wind_onshore,year_2019,avaConv,0.35
h4191,wind_onshore,year_2019,avaConv,0.3809
h4192,wind_onshore,year_2019,avaConv,0.4334
h4193,wind_onshore,year_2019,avaConv,0.4696
h4194,wind_onshore,year_2019,avaConv,0.4783
h4195,wind_onshore,year_2019,avaConv,0.4829
h4196,wind_onshore,year_2019,avaConv,0.4831
h4197,wind_onshore,year_2019,avaConv,0.484
h4198,wind_onshore,year_2019,avaConv,0.4499
h4199,wind_onshore,year_2019,avaConv,0.3779
h4200,wind_onshore,year_2019,avaConv,0.273
h4201,wind_onshore,year_2019,avaConv,0.1908
h4202,wind_onshore,year_2019,avaConv,0.1639
h4203,wind_onshore,year_2019,avaConv,0.1497
h4204,wind_onshore,year_2019,avaConv,0.1364
h4205,wind_onshore,year_2019,avaConv,0.1265
h4206,wind_onshore,year_2019,avaConv,0.1207
h4207,wind_onshore,year_2019,avaConv,0.1152
h4208,wind_onshore,year_2019,avaConv,0.1184
h4209,wind_onshore,year_2019,avaConv,0.1182
h4210,wind_onshore,year_2019,avaConv,0.1168
h4211,wind_onshore,year_2019,avaConv,0.1164
h4212,wind_onshore,year_2019,avaConv,0.1226
h4213,wind_onshore,year_2019,avaConv,0.1356
h4214,wind_onshore,year_2019,avaConv,0.1381
h4215,wind_onshore,year_2019,avaConv,0.1278
h4216,wind_onshore,year_2019,avaConv,0.1182
h4217,wind_onshore,year_2019,avaConv,0.1194
h4218,wind_onshore,year_2019,avaConv,0.1291
h4219,wind_onshore,year_2019,avaConv,0.1383
h4220,wind_onshore,year_2019,avaConv,0.14
h4221,wind_onshore,year_2019,avaConv,0.1365
h4222,wind_onshore,year_2019,avaConv,0.1326
h4223,wind_onshore,year_2019,avaConv,0.1343
h4224,wind_onshore,year_2019,avaConv,0.139
h4225,wind_onshore,year_2019,avaConv,0.1479
h4226,wind_onshore,year_2019,avaConv,0.1706
h4227,wind_onshore,year_2019,avaConv,0.1854
h4228,wind_onshore,year_2019,avaConv,0.2025
h4229,wind_onshore,year_2019,avaConv,0.2065
h4230,wind_onshore,year_2019,avaConv,0.1974
h4231,wind_onshore,year_2019,avaConv,0.1998
h4232,wind_onshore,year_2019,avaConv,0.2038
h4233,wind_onshore,year_2019,avaConv,0.2117
h4234,wind_onshore,year_2019,avaConv,0.2251
h4235,wind_onshore,year_2019,avaConv,0.2447
h4236,wind_onshore,year_2019,avaConv,0.2831
h4237,wind_onshore,year_2019,avaConv,0.3416
h4238,wind_onshore,year_2019,avaConv,0.4049
h4239,wind_onshore,year_2019,avaConv,0.4412
h4240,wind_onshore,year_2019,avaConv,0.4591
h4241,wind_onshore,year_2019,avaConv,0.4503
h4242,wind_onshore,year_2019,avaConv,0.4213
h4243,wind_onshore,year_2019,avaConv,0.3798
h4244,wind_onshore,year_2019,avaConv,0.3606
h4245,wind_onshore,year_2019,avaConv,0.3516
h4246,wind_onshore,year_2019,avaConv,0.3947
h4247,wind_onshore,year_2019,avaConv,0.4553
h4248,wind_onshore,year_2019,avaConv,0.4706
h4249,wind_onshore,year_2019,avaConv,0.464
h4250,wind_onshore,year_2019,avaConv,0.4492
h4251,wind_onshore,year_2019,avaConv,0.4434
h4252,wind_onshore,year_2019,avaConv,0.4302
h4253,wind_onshore,year_2019,avaConv,0.4085
h4254,wind_onshore,year_2019,avaConv,0.3865
h4255,wind_onshore,year_2019,avaConv,0.3649
h4256,wind_onshore,year_2019,avaConv,0.3437
h4257,wind_onshore,year_2019,avaConv,0.3244
h4258,wind_onshore,year_2019,avaConv,0.3075
h4259,wind_onshore,year_2019,avaConv,0.2925
h4260,wind_onshore,year_2019,avaConv,0.278
h4261,wind_onshore,year_2019,avaConv,0.2614
h4262,wind_onshore,year_2019,avaConv,0.2422
h4263,wind_onshore,year_2019,avaConv,0.2279
h4264,wind_onshore,year_2019,avaConv,0.2167
h4265,wind_onshore,year_2019,avaConv,0.2024
h4266,wind_onshore,year_2019,avaConv,0.1875
h4267,wind_onshore,year_2019,avaConv,0.1726
h4268,wind_onshore,year_2019,avaConv,0.1594
h4269,wind_onshore,year_2019,avaConv,0.1423
h4270,wind_onshore,year_2019,avaConv,0.134
h4271,wind_onshore,year_2019,avaConv,0.1288
h4272,wind_onshore,year_2019,avaConv,0.1266
h4273,wind_onshore,year_2019,avaConv,0.13
h4274,wind_onshore,year_2019,avaConv,0.1257
h4275,wind_onshore,year_2019,avaConv,0.1157
h4276,wind_onshore,year_2019,avaConv,0.0952
h4277,wind_onshore,year_2019,avaConv,0.0709
h4278,wind_onshore,year_2019,avaConv,0.051
h4279,wind_onshore,year_2019,avaConv,0.0377
h4280,wind_onshore,year_2019,avaConv,0.0282
h4281,wind_onshore,year_2019,avaConv,0.0236
h4282,wind_onshore,year_2019,avaConv,0.0214
h4283,wind_onshore,year_2019,avaConv,0.0198
h4284,wind_onshore,year_2019,avaConv,0.0181
h4285,wind_onshore,year_2019,avaConv,0.0166
h4286,wind_onshore,year_2019,avaConv,0.0152
h4287,wind_onshore,year_2019,avaConv,0.0166
h4288,wind_onshore,year_2019,avaConv,0.0229
h4289,wind_onshore,year_2019,avaConv,0.0322
h4290,wind_onshore,year_2019,avaConv,0.0386
h4291,wind_onshore,year_2019,avaConv,0.046
h4292,wind_onshore,year_2019,avaConv,0.0505
h4293,wind_onshore,year_2019,avaConv,0.0491
h4294,wind_onshore,year_2019,avaConv,0.0485
h4295,wind_onshore,year_2019,avaConv,0.0452
h4296,wind_onshore,year_2019,avaConv,0.0414
h4297,wind_onshore,year_2019,avaConv,0.0372
h4298,wind_onshore,year_2019,avaConv,0.0359
h4299,wind_onshore,year_2019,avaConv,0.038
h4300,wind_onshore,year_2019,avaConv,0.0394
h4301,wind_onshore,year_2019,avaConv,0.0411
h4302,wind_onshore,year_2019,avaConv,0.0492
h4303,wind_onshore,year_2019,avaConv,0.0693
h4304,wind_onshore,year_2019,avaConv,0.0923
h4305,wind_onshore,year_2019,avaConv,0.1025
h4306,wind_onshore,year_2019,avaConv,0.1019
h4307,wind_onshore,year_2019,avaConv,0.1025
h4308,wind_onshore,year_2019,avaConv,0.1073
h4309,wind_onshore,year_2019,avaConv,0.1124
h4310,wind_onshore,year_2019,avaConv,0.1107
h4311,wind_onshore,year_2019,avaConv,0.0999
h4312,wind_onshore,year_2019,avaConv,0.0866
h4313,wind_onshore,year_2019,avaConv,0.0809
h4314,wind_onshore,year_2019,avaConv,0.0872
h4315,wind_onshore,year_2019,avaConv,0.1028
h4316,wind_onshore,year_2019,avaConv,0.1207
h4317,wind_onshore,year_2019,avaConv,0.1418
h4318,wind_onshore,year_2019,avaConv,0.1768
h4319,wind_onshore,year_2019,avaConv,0.2204
h4320,wind_onshore,year_2019,avaConv,0.2636
h4321,wind_onshore,year_2019,avaConv,0.2977
h4322,wind_onshore,year_2019,avaConv,0.319
h4323,wind_onshore,year_2019,avaConv,0.3287
h4324,wind_onshore,year_2019,avaConv,0.3138
h4325,wind_onshore,year_2019,avaConv,0.2905
h4326,wind_onshore,year_2019,avaConv,0.279
h4327,wind_onshore,year_2019,avaConv,0.2813
h4328,wind_onshore,year_2019,avaConv,0.2798
h4329,wind_onshore,year_2019,avaConv,0.2961
h4330,wind_onshore,year_2019,avaConv,0.3214
h4331,wind_onshore,year_2019,avaConv,0.3447
h4332,wind_onshore,year_2019,avaConv,0.357
h4333,wind_onshore,year_2019,avaConv,0.3649
h4334,wind_onshore,year_2019,avaConv,0.3866
h4335,wind_onshore,year_2019,avaConv,0.4075
h4336,wind_onshore,year_2019,avaConv,0.4422
h4337,wind_onshore,year_2019,avaConv,0.4721
h4338,wind_onshore,year_2019,avaConv,0.4545
h4339,wind_onshore,year_2019,avaConv,0.441
h4340,wind_onshore,year_2019,avaConv,0.4357
h4341,wind_onshore,year_2019,avaConv,0.434
h4342,wind_onshore,year_2019,avaConv,0.4262
h4343,wind_onshore,year_2019,avaConv,0.433
h4344,wind_onshore,year_2019,avaConv,0.4296
h4345,wind_onshore,year_2019,avaConv,0.4038
h4346,wind_onshore,year_2019,avaConv,0.3781
h4347,wind_onshore,year_2019,avaConv,0.3576
h4348,wind_onshore,year_2019,avaConv,0.3413
h4349,wind_onshore,year_2019,avaConv,0.3341
h4350,wind_onshore,year_2019,avaConv,0.3394
h4351,wind_onshore,year_2019,avaConv,0.3685
h4352,wind_onshore,year_2019,avaConv,0.4172
h4353,wind_onshore,year_2019,avaConv,0.4912
h4354,wind_onshore,year_2019,avaConv,0.5528
h4355,wind_onshore,year_2019,avaConv,0.5905
h4356,wind_onshore,year_2019,avaConv,0.5935
h4357,wind_onshore,year_2019,avaConv,0.5872
h4358,wind_onshore,year_2019,avaConv,0.5883
h4359,wind_onshore,year_2019,avaConv,0.5875
h4360,wind_onshore,year_2019,avaConv,0.598
h4361,wind_onshore,year_2019,avaConv,0.6001
h4362,wind_onshore,year_2019,avaConv,0.597
h4363,wind_onshore,year_2019,avaConv,0.6004
h4364,wind_onshore,year_2019,avaConv,0.5928
h4365,wind_onshore,year_2019,avaConv,0.5989
h4366,wind_onshore,year_2019,avaConv,0.6128
h4367,wind_onshore,year_2019,avaConv,0.6256
h4368,wind_onshore,year_2019,avaConv,0.6321
h4369,wind_onshore,year_2019,avaConv,0.6334
h4370,wind_onshore,year_2019,avaConv,0.6316
h4371,wind_onshore,year_2019,avaConv,0.6315
h4372,wind_onshore,year_2019,avaConv,0.6262
h4373,wind_onshore,year_2019,avaConv,0.604
h4374,wind_onshore,year_2019,avaConv,0.5716
h4375,wind_onshore,year_2019,avaConv,0.5442
h4376,wind_onshore,year_2019,avaConv,0.525
h4377,wind_onshore,year_2019,avaConv,0.5095
h4378,wind_onshore,year_2019,avaConv,0.4845
h4379,wind_onshore,year_2019,avaConv,0.4545
h4380,wind_onshore,year_2019,avaConv,0.4285
h4381,wind_onshore,year_2019,avaConv,0.405
h4382,wind_onshore,year_2019,avaConv,0.3803
h4383,wind_onshore,year_2019,avaConv,0.3568
h4384,wind_onshore,year_2019,avaConv,0.3394
h4385,wind_onshore,year_2019,avaConv,0.3299
h4386,wind_onshore,year_2019,avaConv,0.3247
h4387,wind_onshore,year_2019,avaConv,0.3273
h4388,wind_onshore,year_2019,avaConv,0.3362
h4389,wind_onshore,year_2019,avaConv,0.3465
h4390,wind_onshore,year_2019,avaConv,0.3566
h4391,wind_onshore,year_2019,avaConv,0.3709
h4392,wind_onshore,year_2019,avaConv,0.3813
h4393,wind_onshore,year_2019,avaConv,0.3834
h4394,wind_onshore,year_2019,avaConv,0.3795
h4395,wind_onshore,year_2019,avaConv,0.3754
h4396,wind_onshore,year_2019,avaConv,0.3752
h4397,wind_onshore,year_2019,avaConv,0.3684
h4398,wind_onshore,year_2019,avaConv,0.3504
h4399,wind_onshore,year_2019,avaConv,0.3352
h4400,wind_onshore,year_2019,avaConv,0.3301
h4401,wind_onshore,year_2019,avaConv,0.3274
h4402,wind_onshore,year_2019,avaConv,0.3142
h4403,wind_onshore,year_2019,avaConv,0.3047
h4404,wind_onshore,year_2019,avaConv,0.3036
h4405,wind_onshore,year_2019,avaConv,0.3038
h4406,wind_onshore,year_2019,avaConv,0.3025
h4407,wind_onshore,year_2019,avaConv,0.2993
h4408,wind_onshore,year_2019,avaConv,0.2932
h4409,wind_onshore,year_2019,avaConv,0.2867
h4410,wind_onshore,year_2019,avaConv,0.2793
h4411,wind_onshore,year_2019,avaConv,0.2724
h4412,wind_onshore,year_2019,avaConv,0.2728
h4413,wind_onshore,year_2019,avaConv,0.2816
h4414,wind_onshore,year_2019,avaConv,0.291
h4415,wind_onshore,year_2019,avaConv,0.3015
h4416,wind_onshore,year_2019,avaConv,0.3161
h4417,wind_onshore,year_2019,avaConv,0.338
h4418,wind_onshore,year_2019,avaConv,0.3628
h4419,wind_onshore,year_2019,avaConv,0.3925
h4420,wind_onshore,year_2019,avaConv,0.4064
h4421,wind_onshore,year_2019,avaConv,0.4018
h4422,wind_onshore,year_2019,avaConv,0.395
h4423,wind_onshore,year_2019,avaConv,0.3919
h4424,wind_onshore,year_2019,avaConv,0.3973
h4425,wind_onshore,year_2019,avaConv,0.4142
h4426,wind_onshore,year_2019,avaConv,0.4468
h4427,wind_onshore,year_2019,avaConv,0.4847
h4428,wind_onshore,year_2019,avaConv,0.5234
h4429,wind_onshore,year_2019,avaConv,0.5681
h4430,wind_onshore,year_2019,avaConv,0.6072
h4431,wind_onshore,year_2019,avaConv,0.6367
h4432,wind_onshore,year_2019,avaConv,0.6548
h4433,wind_onshore,year_2019,avaConv,0.6623
h4434,wind_onshore,year_2019,avaConv,0.6627
h4435,wind_onshore,year_2019,avaConv,0.6573
h4436,wind_onshore,year_2019,avaConv,0.6368
h4437,wind_onshore,year_2019,avaConv,0.6062
h4438,wind_onshore,year_2019,avaConv,0.5904
h4439,wind_onshore,year_2019,avaConv,0.582
h4440,wind_onshore,year_2019,avaConv,0.5757
h4441,wind_onshore,year_2019,avaConv,0.5545
h4442,wind_onshore,year_2019,avaConv,0.5284
h4443,wind_onshore,year_2019,avaConv,0.4895
h4444,wind_onshore,year_2019,avaConv,0.4358
h4445,wind_onshore,year_2019,avaConv,0.3716
h4446,wind_onshore,year_2019,avaConv,0.3051
h4447,wind_onshore,year_2019,avaConv,0.2527
h4448,wind_onshore,year_2019,avaConv,0.2136
h4449,wind_onshore,year_2019,avaConv,0.1925
h4450,wind_onshore,year_2019,avaConv,0.1855
h4451,wind_onshore,year_2019,avaConv,0.1868
h4452,wind_onshore,year_2019,avaConv,0.1881
h4453,wind_onshore,year_2019,avaConv,0.1854
h4454,wind_onshore,year_2019,avaConv,0.1754
h4455,wind_onshore,year_2019,avaConv,0.1579
h4456,wind_onshore,year_2019,avaConv,0.1375
h4457,wind_onshore,year_2019,avaConv,0.1217
h4458,wind_onshore,year_2019,avaConv,0.1139
h4459,wind_onshore,year_2019,avaConv,0.1164
h4460,wind_onshore,year_2019,avaConv,0.124
h4461,wind_onshore,year_2019,avaConv,0.1312
h4462,wind_onshore,year_2019,avaConv,0.144
h4463,wind_onshore,year_2019,avaConv,0.1733
h4464,wind_onshore,year_2019,avaConv,0.209
h4465,wind_onshore,year_2019,avaConv,0.2499
h4466,wind_onshore,year_2019,avaConv,0.2879
h4467,wind_onshore,year_2019,avaConv,0.2984
h4468,wind_onshore,year_2019,avaConv,0.2913
h4469,wind_onshore,year_2019,avaConv,0.2739
h4470,wind_onshore,year_2019,avaConv,0.2564
h4471,wind_onshore,year_2019,avaConv,0.2401
h4472,wind_onshore,year_2019,avaConv,0.2427
h4473,wind_onshore,year_2019,avaConv,0.2618
h4474,wind_onshore,year_2019,avaConv,0.2986
h4475,wind_onshore,year_2019,avaConv,0.3487
h4476,wind_onshore,year_2019,avaConv,0.3992
h4477,wind_onshore,year_2019,avaConv,0.4535
h4478,wind_onshore,year_2019,avaConv,0.5098
h4479,wind_onshore,year_2019,avaConv,0.5596
h4480,wind_onshore,year_2019,avaConv,0.5875
h4481,wind_onshore,year_2019,avaConv,0.6024
h4482,wind_onshore,year_2019,avaConv,0.6185
h4483,wind_onshore,year_2019,avaConv,0.6329
h4484,wind_onshore,year_2019,avaConv,0.6179
h4485,wind_onshore,year_2019,avaConv,0.5964
h4486,wind_onshore,year_2019,avaConv,0.5901
h4487,wind_onshore,year_2019,avaConv,0.5808
h4488,wind_onshore,year_2019,avaConv,0.5664
h4489,wind_onshore,year_2019,avaConv,0.5538
h4490,wind_onshore,year_2019,avaConv,0.545
h4491,wind_onshore,year_2019,avaConv,0.5303
h4492,wind_onshore,year_2019,avaConv,0.5044
h4493,wind_onshore,year_2019,avaConv,0.4704
h4494,wind_onshore,year_2019,avaConv,0.4295
h4495,wind_onshore,year_2019,avaConv,0.3956
h4496,wind_onshore,year_2019,avaConv,0.3736
h4497,wind_onshore,year_2019,avaConv,0.3586
h4498,wind_onshore,year_2019,avaConv,0.3436
h4499,wind_onshore,year_2019,avaConv,0.3361
h4500,wind_onshore,year_2019,avaConv,0.345
h4501,wind_onshore,year_2019,avaConv,0.3558
h4502,wind_onshore,year_2019,avaConv,0.3632
h4503,wind_onshore,year_2019,avaConv,0.3613
h4504,wind_onshore,year_2019,avaConv,0.3519
h4505,wind_onshore,year_2019,avaConv,0.3406
h4506,wind_onshore,year_2019,avaConv,0.3321
h4507,wind_onshore,year_2019,avaConv,0.322
h4508,wind_onshore,year_2019,avaConv,0.3199
h4509,wind_onshore,year_2019,avaConv,0.3242
h4510,wind_onshore,year_2019,avaConv,0.3246
h4511,wind_onshore,year_2019,avaConv,0.32
h4512,wind_onshore,year_2019,avaConv,0.3082
h4513,wind_onshore,year_2019,avaConv,0.2932
h4514,wind_onshore,year_2019,avaConv,0.2781
h4515,wind_onshore,year_2019,avaConv,0.269
h4516,wind_onshore,year_2019,avaConv,0.2696
h4517,wind_onshore,year_2019,avaConv,0.2653
h4518,wind_onshore,year_2019,avaConv,0.2551
h4519,wind_onshore,year_2019,avaConv,0.2476
h4520,wind_onshore,year_2019,avaConv,0.2518
h4521,wind_onshore,year_2019,avaConv,0.2606
h4522,wind_onshore,year_2019,avaConv,0.2702
h4523,wind_onshore,year_2019,avaConv,0.2735
h4524,wind_onshore,year_2019,avaConv,0.2748
h4525,wind_onshore,year_2019,avaConv,0.2814
h4526,wind_onshore,year_2019,avaConv,0.2903
h4527,wind_onshore,year_2019,avaConv,0.2929
h4528,wind_onshore,year_2019,avaConv,0.2932
h4529,wind_onshore,year_2019,avaConv,0.2993
h4530,wind_onshore,year_2019,avaConv,0.3048
h4531,wind_onshore,year_2019,avaConv,0.3051
h4532,wind_onshore,year_2019,avaConv,0.3042
h4533,wind_onshore,year_2019,avaConv,0.3063
h4534,wind_onshore,year_2019,avaConv,0.308
h4535,wind_onshore,year_2019,avaConv,0.3046
h4536,wind_onshore,year_2019,avaConv,0.3003
h4537,wind_onshore,year_2019,avaConv,0.3026
h4538,wind_onshore,year_2019,avaConv,0.3156
h4539,wind_onshore,year_2019,avaConv,0.3283
h4540,wind_onshore,year_2019,avaConv,0.336
h4541,wind_onshore,year_2019,avaConv,0.3327
h4542,wind_onshore,year_2019,avaConv,0.3118
h4543,wind_onshore,year_2019,avaConv,0.2916
h4544,wind_onshore,year_2019,avaConv,0.2764
h4545,wind_onshore,year_2019,avaConv,0.2601
h4546,wind_onshore,year_2019,avaConv,0.2379
h4547,wind_onshore,year_2019,avaConv,0.2131
h4548,wind_onshore,year_2019,avaConv,0.1943
h4549,wind_onshore,year_2019,avaConv,0.1883
h4550,wind_onshore,year_2019,avaConv,0.1863
h4551,wind_onshore,year_2019,avaConv,0.1828
h4552,wind_onshore,year_2019,avaConv,0.1712
h4553,wind_onshore,year_2019,avaConv,0.1539
h4554,wind_onshore,year_2019,avaConv,0.1324
h4555,wind_onshore,year_2019,avaConv,0.1213
h4556,wind_onshore,year_2019,avaConv,0.1202
h4557,wind_onshore,year_2019,avaConv,0.1159
h4558,wind_onshore,year_2019,avaConv,0.1074
h4559,wind_onshore,year_2019,avaConv,0.0938
h4560,wind_onshore,year_2019,avaConv,0.0807
h4561,wind_onshore,year_2019,avaConv,0.0705
h4562,wind_onshore,year_2019,avaConv,0.066
h4563,wind_onshore,year_2019,avaConv,0.0688
h4564,wind_onshore,year_2019,avaConv,0.0747
h4565,wind_onshore,year_2019,avaConv,0.0798
h4566,wind_onshore,year_2019,avaConv,0.0903
h4567,wind_onshore,year_2019,avaConv,0.1046
h4568,wind_onshore,year_2019,avaConv,0.1184
h4569,wind_onshore,year_2019,avaConv,0.1338
h4570,wind_onshore,year_2019,avaConv,0.1477
h4571,wind_onshore,year_2019,avaConv,0.1599
h4572,wind_onshore,year_2019,avaConv,0.1758
h4573,wind_onshore,year_2019,avaConv,0.1835
h4574,wind_onshore,year_2019,avaConv,0.181
h4575,wind_onshore,year_2019,avaConv,0.173
h4576,wind_onshore,year_2019,avaConv,0.1587
h4577,wind_onshore,year_2019,avaConv,0.1474
h4578,wind_onshore,year_2019,avaConv,0.1294
h4579,wind_onshore,year_2019,avaConv,0.1168
h4580,wind_onshore,year_2019,avaConv,0.1078
h4581,wind_onshore,year_2019,avaConv,0.0944
h4582,wind_onshore,year_2019,avaConv,0.0832
h4583,wind_onshore,year_2019,avaConv,0.0756
h4584,wind_onshore,year_2019,avaConv,0.0717
h4585,wind_onshore,year_2019,avaConv,0.0679
h4586,wind_onshore,year_2019,avaConv,0.0627
h4587,wind_onshore,year_2019,avaConv,0.058
h4588,wind_onshore,year_2019,avaConv,0.0518
h4589,wind_onshore,year_2019,avaConv,0.0445
h4590,wind_onshore,year_2019,avaConv,0.0389
