timestep_2,technology_1,scenario,parameter,value
h7515,photovoltaik,year_2019,avaConv,0
h7516,photovoltaik,year_2019,avaConv,0
h7517,photovoltaik,year_2019,avaConv,0
h7518,photovoltaik,year_2019,avaConv,0
h7519,photovoltaik,year_2019,avaConv,0
h7520,photovoltaik,year_2019,avaConv,0.035
h7521,photovoltaik,year_2019,avaConv,0.121
h7522,photovoltaik,year_2019,avaConv,0.241
h7523,photovoltaik,year_2019,avaConv,0.338
h7524,photovoltaik,year_2019,avaConv,0.4
h7525,photovoltaik,year_2019,avaConv,0.387
h7526,photovoltaik,year_2019,avaConv,0.316
h7527,photovoltaik,year_2019,avaConv,0.191
h7528,photovoltaik,year_2019,avaConv,0.044
h7529,photovoltaik,year_2019,avaConv,0
h7530,photovoltaik,year_2019,avaConv,0
h7531,photovoltaik,year_2019,avaConv,0
h7532,photovoltaik,year_2019,avaConv,0
h7533,photovoltaik,year_2019,avaConv,0
h7534,photovoltaik,year_2019,avaConv,0
h7535,photovoltaik,year_2019,avaConv,0
h7536,photovoltaik,year_2019,avaConv,0
h7537,photovoltaik,year_2019,avaConv,0
h7538,photovoltaik,year_2019,avaConv,0
h7539,photovoltaik,year_2019,avaConv,0
h7540,photovoltaik,year_2019,avaConv,0
h7541,photovoltaik,year_2019,avaConv,0
h7542,photovoltaik,year_2019,avaConv,0
h7543,photovoltaik,year_2019,avaConv,0
h7544,photovoltaik,year_2019,avaConv,0.037
h7545,photovoltaik,year_2019,avaConv,0.142
h7546,photovoltaik,year_2019,avaConv,0.264
h7547,photovoltaik,year_2019,avaConv,0.345
h7548,photovoltaik,year_2019,avaConv,0.382
h7549,photovoltaik,year_2019,avaConv,0.335
h7550,photovoltaik,year_2019,avaConv,0.237
h7551,photovoltaik,year_2019,avaConv,0.115
h7552,photovoltaik,year_2019,avaConv,0.011
h7553,photovoltaik,year_2019,avaConv,0
h7554,photovoltaik,year_2019,avaConv,0
h7555,photovoltaik,year_2019,avaConv,0
h7556,photovoltaik,year_2019,avaConv,0
h7557,photovoltaik,year_2019,avaConv,0
h7558,photovoltaik,year_2019,avaConv,0
h7559,photovoltaik,year_2019,avaConv,0
h7560,photovoltaik,year_2019,avaConv,0
h7561,photovoltaik,year_2019,avaConv,0
h7562,photovoltaik,year_2019,avaConv,0
h7563,photovoltaik,year_2019,avaConv,0
h7564,photovoltaik,year_2019,avaConv,0
h7565,photovoltaik,year_2019,avaConv,0
h7566,photovoltaik,year_2019,avaConv,0
h7567,photovoltaik,year_2019,avaConv,0
h7568,photovoltaik,year_2019,avaConv,0.024
h7569,photovoltaik,year_2019,avaConv,0.103
h7570,photovoltaik,year_2019,avaConv,0.191
h7571,photovoltaik,year_2019,avaConv,0.269
h7572,photovoltaik,year_2019,avaConv,0.292
h7573,photovoltaik,year_2019,avaConv,0.258
h7574,photovoltaik,year_2019,avaConv,0.186
h7575,photovoltaik,year_2019,avaConv,0.091
h7576,photovoltaik,year_2019,avaConv,0.01
h7577,photovoltaik,year_2019,avaConv,0
h7578,photovoltaik,year_2019,avaConv,0
h7579,photovoltaik,year_2019,avaConv,0
h7580,photovoltaik,year_2019,avaConv,0
h7581,photovoltaik,year_2019,avaConv,0
h7582,photovoltaik,year_2019,avaConv,0
h7583,photovoltaik,year_2019,avaConv,0
h7584,photovoltaik,year_2019,avaConv,0
h7585,photovoltaik,year_2019,avaConv,0
h7586,photovoltaik,year_2019,avaConv,0
h7587,photovoltaik,year_2019,avaConv,0
h7588,photovoltaik,year_2019,avaConv,0
h7589,photovoltaik,year_2019,avaConv,0
h7590,photovoltaik,year_2019,avaConv,0
h7591,photovoltaik,year_2019,avaConv,0
h7592,photovoltaik,year_2019,avaConv,0.015
h7593,photovoltaik,year_2019,avaConv,0.066
h7594,photovoltaik,year_2019,avaConv,0.138
h7595,photovoltaik,year_2019,avaConv,0.179
h7596,photovoltaik,year_2019,avaConv,0.171
h7597,photovoltaik,year_2019,avaConv,0.133
h7598,photovoltaik,year_2019,avaConv,0.093
h7599,photovoltaik,year_2019,avaConv,0.044
h7600,photovoltaik,year_2019,avaConv,0.006
h7601,photovoltaik,year_2019,avaConv,0
h7602,photovoltaik,year_2019,avaConv,0
h7603,photovoltaik,year_2019,avaConv,0
h7604,photovoltaik,year_2019,avaConv,0
h7605,photovoltaik,year_2019,avaConv,0
h7606,photovoltaik,year_2019,avaConv,0
h7607,photovoltaik,year_2019,avaConv,0
h7608,photovoltaik,year_2019,avaConv,0
h7609,photovoltaik,year_2019,avaConv,0
h7610,photovoltaik,year_2019,avaConv,0
h7611,photovoltaik,year_2019,avaConv,0
h7612,photovoltaik,year_2019,avaConv,0
h7613,photovoltaik,year_2019,avaConv,0
h7614,photovoltaik,year_2019,avaConv,0
h7615,photovoltaik,year_2019,avaConv,0
h7616,photovoltaik,year_2019,avaConv,0.037
h7617,photovoltaik,year_2019,avaConv,0.155
h7618,photovoltaik,year_2019,avaConv,0.296
h7619,photovoltaik,year_2019,avaConv,0.404
h7620,photovoltaik,year_2019,avaConv,0.432
h7621,photovoltaik,year_2019,avaConv,0.395
h7622,photovoltaik,year_2019,avaConv,0.308
h7623,photovoltaik,year_2019,avaConv,0.175
h7624,photovoltaik,year_2019,avaConv,0.022
h7625,photovoltaik,year_2019,avaConv,0
h7626,photovoltaik,year_2019,avaConv,0
h7627,photovoltaik,year_2019,avaConv,0
h7628,photovoltaik,year_2019,avaConv,0
h7629,photovoltaik,year_2019,avaConv,0
h7630,photovoltaik,year_2019,avaConv,0
h7631,photovoltaik,year_2019,avaConv,0
h7632,photovoltaik,year_2019,avaConv,0
h7633,photovoltaik,year_2019,avaConv,0
h7634,photovoltaik,year_2019,avaConv,0
h7635,photovoltaik,year_2019,avaConv,0
h7636,photovoltaik,year_2019,avaConv,0
h7637,photovoltaik,year_2019,avaConv,0
h7638,photovoltaik,year_2019,avaConv,0
h7639,photovoltaik,year_2019,avaConv,0
h7640,photovoltaik,year_2019,avaConv,0.016
h7641,photovoltaik,year_2019,avaConv,0.069
h7642,photovoltaik,year_2019,avaConv,0.129
h7643,photovoltaik,year_2019,avaConv,0.17
h7644,photovoltaik,year_2019,avaConv,0.169
h7645,photovoltaik,year_2019,avaConv,0.134
h7646,photovoltaik,year_2019,avaConv,0.088
h7647,photovoltaik,year_2019,avaConv,0.04
h7648,photovoltaik,year_2019,avaConv,0.003
h7649,photovoltaik,year_2019,avaConv,0
h7650,photovoltaik,year_2019,avaConv,0
h7651,photovoltaik,year_2019,avaConv,0
h7652,photovoltaik,year_2019,avaConv,0
h7653,photovoltaik,year_2019,avaConv,0
h7654,photovoltaik,year_2019,avaConv,0
h7655,photovoltaik,year_2019,avaConv,0
h7656,photovoltaik,year_2019,avaConv,0
h7657,photovoltaik,year_2019,avaConv,0
h7658,photovoltaik,year_2019,avaConv,0
h7659,photovoltaik,year_2019,avaConv,0
h7660,photovoltaik,year_2019,avaConv,0
h7661,photovoltaik,year_2019,avaConv,0
h7662,photovoltaik,year_2019,avaConv,0
h7663,photovoltaik,year_2019,avaConv,0
h7664,photovoltaik,year_2019,avaConv,0.025
h7665,photovoltaik,year_2019,avaConv,0.097
h7666,photovoltaik,year_2019,avaConv,0.176
h7667,photovoltaik,year_2019,avaConv,0.239
h7668,photovoltaik,year_2019,avaConv,0.274
h7669,photovoltaik,year_2019,avaConv,0.274
h7670,photovoltaik,year_2019,avaConv,0.229
h7671,photovoltaik,year_2019,avaConv,0.139
h7672,photovoltaik,year_2019,avaConv,0.019
h7673,photovoltaik,year_2019,avaConv,0
h7674,photovoltaik,year_2019,avaConv,0
h7675,photovoltaik,year_2019,avaConv,0
h7676,photovoltaik,year_2019,avaConv,0
h7677,photovoltaik,year_2019,avaConv,0
h7678,photovoltaik,year_2019,avaConv,0
h7679,photovoltaik,year_2019,avaConv,0
h7680,photovoltaik,year_2019,avaConv,0
h7681,photovoltaik,year_2019,avaConv,0
h7682,photovoltaik,year_2019,avaConv,0
h7683,photovoltaik,year_2019,avaConv,0
h7684,photovoltaik,year_2019,avaConv,0
h7685,photovoltaik,year_2019,avaConv,0
h7686,photovoltaik,year_2019,avaConv,0
h7687,photovoltaik,year_2019,avaConv,0
h7688,photovoltaik,year_2019,avaConv,0.006
h7689,photovoltaik,year_2019,avaConv,0.037
h7690,photovoltaik,year_2019,avaConv,0.076
h7691,photovoltaik,year_2019,avaConv,0.108
h7692,photovoltaik,year_2019,avaConv,0.099
h7693,photovoltaik,year_2019,avaConv,0.068
h7694,photovoltaik,year_2019,avaConv,0.037
h7695,photovoltaik,year_2019,avaConv,0.013
h7696,photovoltaik,year_2019,avaConv,0
h7697,photovoltaik,year_2019,avaConv,0
h7698,photovoltaik,year_2019,avaConv,0
h7699,photovoltaik,year_2019,avaConv,0
h7700,photovoltaik,year_2019,avaConv,0
h7701,photovoltaik,year_2019,avaConv,0
h7702,photovoltaik,year_2019,avaConv,0
h7703,photovoltaik,year_2019,avaConv,0
h7704,photovoltaik,year_2019,avaConv,0
h7705,photovoltaik,year_2019,avaConv,0
h7706,photovoltaik,year_2019,avaConv,0
h7707,photovoltaik,year_2019,avaConv,0
h7708,photovoltaik,year_2019,avaConv,0
h7709,photovoltaik,year_2019,avaConv,0
h7710,photovoltaik,year_2019,avaConv,0
h7711,photovoltaik,year_2019,avaConv,0
h7712,photovoltaik,year_2019,avaConv,0.011
h7713,photovoltaik,year_2019,avaConv,0.06
h7714,photovoltaik,year_2019,avaConv,0.12
h7715,photovoltaik,year_2019,avaConv,0.162
h7716,photovoltaik,year_2019,avaConv,0.173
h7717,photovoltaik,year_2019,avaConv,0.157
h7718,photovoltaik,year_2019,avaConv,0.121
h7719,photovoltaik,year_2019,avaConv,0.064
h7720,photovoltaik,year_2019,avaConv,0.006
h7721,photovoltaik,year_2019,avaConv,0
h7722,photovoltaik,year_2019,avaConv,0
h7723,photovoltaik,year_2019,avaConv,0
h7724,photovoltaik,year_2019,avaConv,0
h7725,photovoltaik,year_2019,avaConv,0
h7726,photovoltaik,year_2019,avaConv,0
h7727,photovoltaik,year_2019,avaConv,0
h7728,photovoltaik,year_2019,avaConv,0
h7729,photovoltaik,year_2019,avaConv,0
h7730,photovoltaik,year_2019,avaConv,0
h7731,photovoltaik,year_2019,avaConv,0
h7732,photovoltaik,year_2019,avaConv,0
h7733,photovoltaik,year_2019,avaConv,0
h7734,photovoltaik,year_2019,avaConv,0
h7735,photovoltaik,year_2019,avaConv,0
h7736,photovoltaik,year_2019,avaConv,0.015
h7737,photovoltaik,year_2019,avaConv,0.066
h7738,photovoltaik,year_2019,avaConv,0.128
h7739,photovoltaik,year_2019,avaConv,0.197
h7740,photovoltaik,year_2019,avaConv,0.239
h7741,photovoltaik,year_2019,avaConv,0.229
h7742,photovoltaik,year_2019,avaConv,0.16
h7743,photovoltaik,year_2019,avaConv,0.068
h7744,photovoltaik,year_2019,avaConv,0.006
h7745,photovoltaik,year_2019,avaConv,0
h7746,photovoltaik,year_2019,avaConv,0
h7747,photovoltaik,year_2019,avaConv,0
h7748,photovoltaik,year_2019,avaConv,0
h7749,photovoltaik,year_2019,avaConv,0
h7750,photovoltaik,year_2019,avaConv,0
h7751,photovoltaik,year_2019,avaConv,0
h7752,photovoltaik,year_2019,avaConv,0
h7753,photovoltaik,year_2019,avaConv,0
h7754,photovoltaik,year_2019,avaConv,0
h7755,photovoltaik,year_2019,avaConv,0
h7756,photovoltaik,year_2019,avaConv,0
h7757,photovoltaik,year_2019,avaConv,0
h7758,photovoltaik,year_2019,avaConv,0
h7759,photovoltaik,year_2019,avaConv,0
h7760,photovoltaik,year_2019,avaConv,0.011
h7761,photovoltaik,year_2019,avaConv,0.062
h7762,photovoltaik,year_2019,avaConv,0.13
h7763,photovoltaik,year_2019,avaConv,0.186
h7764,photovoltaik,year_2019,avaConv,0.218
h7765,photovoltaik,year_2019,avaConv,0.196
h7766,photovoltaik,year_2019,avaConv,0.137
h7767,photovoltaik,year_2019,avaConv,0.061
h7768,photovoltaik,year_2019,avaConv,0.005
h7769,photovoltaik,year_2019,avaConv,0
h7770,photovoltaik,year_2019,avaConv,0
h7771,photovoltaik,year_2019,avaConv,0
h7772,photovoltaik,year_2019,avaConv,0
h7773,photovoltaik,year_2019,avaConv,0
h7774,photovoltaik,year_2019,avaConv,0
h7775,photovoltaik,year_2019,avaConv,0
h7776,photovoltaik,year_2019,avaConv,0
h7777,photovoltaik,year_2019,avaConv,0
h7778,photovoltaik,year_2019,avaConv,0
h7779,photovoltaik,year_2019,avaConv,0
h7780,photovoltaik,year_2019,avaConv,0
h7781,photovoltaik,year_2019,avaConv,0
h7782,photovoltaik,year_2019,avaConv,0
h7783,photovoltaik,year_2019,avaConv,0
h7784,photovoltaik,year_2019,avaConv,0.004
h7785,photovoltaik,year_2019,avaConv,0.031
h7786,photovoltaik,year_2019,avaConv,0.067
h7787,photovoltaik,year_2019,avaConv,0.096
h7788,photovoltaik,year_2019,avaConv,0.108
h7789,photovoltaik,year_2019,avaConv,0.1
h7790,photovoltaik,year_2019,avaConv,0.072
h7791,photovoltaik,year_2019,avaConv,0.033
h7792,photovoltaik,year_2019,avaConv,0.002
h7793,photovoltaik,year_2019,avaConv,0
h7794,photovoltaik,year_2019,avaConv,0
h7795,photovoltaik,year_2019,avaConv,0
h7796,photovoltaik,year_2019,avaConv,0
h7797,photovoltaik,year_2019,avaConv,0
h7798,photovoltaik,year_2019,avaConv,0
h7799,photovoltaik,year_2019,avaConv,0
h7800,photovoltaik,year_2019,avaConv,0
h7801,photovoltaik,year_2019,avaConv,0
h7802,photovoltaik,year_2019,avaConv,0
h7803,photovoltaik,year_2019,avaConv,0
h7804,photovoltaik,year_2019,avaConv,0
h7805,photovoltaik,year_2019,avaConv,0
h7806,photovoltaik,year_2019,avaConv,0
h7807,photovoltaik,year_2019,avaConv,0
h7808,photovoltaik,year_2019,avaConv,0.012
h7809,photovoltaik,year_2019,avaConv,0.074
h7810,photovoltaik,year_2019,avaConv,0.16
h7811,photovoltaik,year_2019,avaConv,0.232
h7812,photovoltaik,year_2019,avaConv,0.26
h7813,photovoltaik,year_2019,avaConv,0.233
h7814,photovoltaik,year_2019,avaConv,0.165
h7815,photovoltaik,year_2019,avaConv,0.074
h7816,photovoltaik,year_2019,avaConv,0.005
h7817,photovoltaik,year_2019,avaConv,0
h7818,photovoltaik,year_2019,avaConv,0
h7819,photovoltaik,year_2019,avaConv,0
h7820,photovoltaik,year_2019,avaConv,0
h7821,photovoltaik,year_2019,avaConv,0
h7822,photovoltaik,year_2019,avaConv,0
h7823,photovoltaik,year_2019,avaConv,0
h7824,photovoltaik,year_2019,avaConv,0
h7825,photovoltaik,year_2019,avaConv,0
h7826,photovoltaik,year_2019,avaConv,0
h7827,photovoltaik,year_2019,avaConv,0
h7828,photovoltaik,year_2019,avaConv,0
h7829,photovoltaik,year_2019,avaConv,0
h7830,photovoltaik,year_2019,avaConv,0
h7831,photovoltaik,year_2019,avaConv,0
h7832,photovoltaik,year_2019,avaConv,0.015
h7833,photovoltaik,year_2019,avaConv,0.089
h7834,photovoltaik,year_2019,avaConv,0.194
h7835,photovoltaik,year_2019,avaConv,0.272
h7836,photovoltaik,year_2019,avaConv,0.304
h7837,photovoltaik,year_2019,avaConv,0.284
h7838,photovoltaik,year_2019,avaConv,0.208
h7839,photovoltaik,year_2019,avaConv,0.102
h7840,photovoltaik,year_2019,avaConv,0.006
h7841,photovoltaik,year_2019,avaConv,0
h7842,photovoltaik,year_2019,avaConv,0
h7843,photovoltaik,year_2019,avaConv,0
h7844,photovoltaik,year_2019,avaConv,0
h7845,photovoltaik,year_2019,avaConv,0
h7846,photovoltaik,year_2019,avaConv,0
h7847,photovoltaik,year_2019,avaConv,0
h7848,photovoltaik,year_2019,avaConv,0
h7849,photovoltaik,year_2019,avaConv,0
h7850,photovoltaik,year_2019,avaConv,0
h7851,photovoltaik,year_2019,avaConv,0
h7852,photovoltaik,year_2019,avaConv,0
h7853,photovoltaik,year_2019,avaConv,0
h7854,photovoltaik,year_2019,avaConv,0
h7855,photovoltaik,year_2019,avaConv,0
h7856,photovoltaik,year_2019,avaConv,0.011
h7857,photovoltaik,year_2019,avaConv,0.066
h7858,photovoltaik,year_2019,avaConv,0.143
h7859,photovoltaik,year_2019,avaConv,0.205
h7860,photovoltaik,year_2019,avaConv,0.239
h7861,photovoltaik,year_2019,avaConv,0.226
h7862,photovoltaik,year_2019,avaConv,0.165
h7863,photovoltaik,year_2019,avaConv,0.078
h7864,photovoltaik,year_2019,avaConv,0.004
h7865,photovoltaik,year_2019,avaConv,0
h7866,photovoltaik,year_2019,avaConv,0
h7867,photovoltaik,year_2019,avaConv,0
h7868,photovoltaik,year_2019,avaConv,0
h7869,photovoltaik,year_2019,avaConv,0
h7870,photovoltaik,year_2019,avaConv,0
h7871,photovoltaik,year_2019,avaConv,0
h7872,photovoltaik,year_2019,avaConv,0
h7873,photovoltaik,year_2019,avaConv,0
h7874,photovoltaik,year_2019,avaConv,0
h7875,photovoltaik,year_2019,avaConv,0
h7876,photovoltaik,year_2019,avaConv,0
h7877,photovoltaik,year_2019,avaConv,0
h7878,photovoltaik,year_2019,avaConv,0
h7879,photovoltaik,year_2019,avaConv,0
h7880,photovoltaik,year_2019,avaConv,0.003
h7881,photovoltaik,year_2019,avaConv,0.025
h7882,photovoltaik,year_2019,avaConv,0.055
h7883,photovoltaik,year_2019,avaConv,0.079
h7884,photovoltaik,year_2019,avaConv,0.09
h7885,photovoltaik,year_2019,avaConv,0.084
h7886,photovoltaik,year_2019,avaConv,0.056
h7887,photovoltaik,year_2019,avaConv,0.021
h7888,photovoltaik,year_2019,avaConv,0.001
h7889,photovoltaik,year_2019,avaConv,0
h7890,photovoltaik,year_2019,avaConv,0
h7891,photovoltaik,year_2019,avaConv,0
h7892,photovoltaik,year_2019,avaConv,0
h7893,photovoltaik,year_2019,avaConv,0
h7894,photovoltaik,year_2019,avaConv,0
h7895,photovoltaik,year_2019,avaConv,0
h7896,photovoltaik,year_2019,avaConv,0
h7897,photovoltaik,year_2019,avaConv,0
h7898,photovoltaik,year_2019,avaConv,0
h7899,photovoltaik,year_2019,avaConv,0
h7900,photovoltaik,year_2019,avaConv,0
h7901,photovoltaik,year_2019,avaConv,0
h7902,photovoltaik,year_2019,avaConv,0
h7903,photovoltaik,year_2019,avaConv,0
h7904,photovoltaik,year_2019,avaConv,0.002
h7905,photovoltaik,year_2019,avaConv,0.024
h7906,photovoltaik,year_2019,avaConv,0.056
h7907,photovoltaik,year_2019,avaConv,0.086
h7908,photovoltaik,year_2019,avaConv,0.104
h7909,photovoltaik,year_2019,avaConv,0.103
h7910,photovoltaik,year_2019,avaConv,0.076
h7911,photovoltaik,year_2019,avaConv,0.033
h7912,photovoltaik,year_2019,avaConv,0.001
h7913,photovoltaik,year_2019,avaConv,0
h7914,photovoltaik,year_2019,avaConv,0
h7915,photovoltaik,year_2019,avaConv,0
h7916,photovoltaik,year_2019,avaConv,0
h7917,photovoltaik,year_2019,avaConv,0
h7918,photovoltaik,year_2019,avaConv,0
h7919,photovoltaik,year_2019,avaConv,0
h7920,photovoltaik,year_2019,avaConv,0
h7921,photovoltaik,year_2019,avaConv,0
h7922,photovoltaik,year_2019,avaConv,0
h7923,photovoltaik,year_2019,avaConv,0
h7924,photovoltaik,year_2019,avaConv,0
h7925,photovoltaik,year_2019,avaConv,0
h7926,photovoltaik,year_2019,avaConv,0
h7927,photovoltaik,year_2019,avaConv,0
h7928,photovoltaik,year_2019,avaConv,0.002
h7929,photovoltaik,year_2019,avaConv,0.018
h7930,photovoltaik,year_2019,avaConv,0.039
h7931,photovoltaik,year_2019,avaConv,0.066
h7932,photovoltaik,year_2019,avaConv,0.083
h7933,photovoltaik,year_2019,avaConv,0.093
h7934,photovoltaik,year_2019,avaConv,0.079
h7935,photovoltaik,year_2019,avaConv,0.039
h7936,photovoltaik,year_2019,avaConv,0.001
h7937,photovoltaik,year_2019,avaConv,0
h7938,photovoltaik,year_2019,avaConv,0
h7939,photovoltaik,year_2019,avaConv,0
h7940,photovoltaik,year_2019,avaConv,0
h7941,photovoltaik,year_2019,avaConv,0
h7942,photovoltaik,year_2019,avaConv,0
h7943,photovoltaik,year_2019,avaConv,0
h7944,photovoltaik,year_2019,avaConv,0
h7945,photovoltaik,year_2019,avaConv,0
h7946,photovoltaik,year_2019,avaConv,0
h7947,photovoltaik,year_2019,avaConv,0
h7948,photovoltaik,year_2019,avaConv,0
h7949,photovoltaik,year_2019,avaConv,0
h7950,photovoltaik,year_2019,avaConv,0
h7951,photovoltaik,year_2019,avaConv,0
h7952,photovoltaik,year_2019,avaConv,0.007
h7953,photovoltaik,year_2019,avaConv,0.048
h7954,photovoltaik,year_2019,avaConv,0.096
h7955,photovoltaik,year_2019,avaConv,0.131
h7956,photovoltaik,year_2019,avaConv,0.15
h7957,photovoltaik,year_2019,avaConv,0.133
h7958,photovoltaik,year_2019,avaConv,0.084
h7959,photovoltaik,year_2019,avaConv,0.029
h7960,photovoltaik,year_2019,avaConv,0
h7961,photovoltaik,year_2019,avaConv,0
h7962,photovoltaik,year_2019,avaConv,0
h7963,photovoltaik,year_2019,avaConv,0
h7964,photovoltaik,year_2019,avaConv,0
h7965,photovoltaik,year_2019,avaConv,0
h7966,photovoltaik,year_2019,avaConv,0
h7967,photovoltaik,year_2019,avaConv,0
h7968,photovoltaik,year_2019,avaConv,0
h7969,photovoltaik,year_2019,avaConv,0
h7970,photovoltaik,year_2019,avaConv,0
h7971,photovoltaik,year_2019,avaConv,0
h7972,photovoltaik,year_2019,avaConv,0
h7973,photovoltaik,year_2019,avaConv,0
h7974,photovoltaik,year_2019,avaConv,0
h7975,photovoltaik,year_2019,avaConv,0
h7976,photovoltaik,year_2019,avaConv,0.007
h7977,photovoltaik,year_2019,avaConv,0.069
h7978,photovoltaik,year_2019,avaConv,0.159
h7979,photovoltaik,year_2019,avaConv,0.223
h7980,photovoltaik,year_2019,avaConv,0.237
h7981,photovoltaik,year_2019,avaConv,0.219
h7982,photovoltaik,year_2019,avaConv,0.161
h7983,photovoltaik,year_2019,avaConv,0.071
h7984,photovoltaik,year_2019,avaConv,0.002
h7985,photovoltaik,year_2019,avaConv,0
h7986,photovoltaik,year_2019,avaConv,0
h7987,photovoltaik,year_2019,avaConv,0
h7988,photovoltaik,year_2019,avaConv,0
h7989,photovoltaik,year_2019,avaConv,0
h7990,photovoltaik,year_2019,avaConv,0
h7991,photovoltaik,year_2019,avaConv,0
h7992,photovoltaik,year_2019,avaConv,0
h7993,photovoltaik,year_2019,avaConv,0
h7994,photovoltaik,year_2019,avaConv,0
h7995,photovoltaik,year_2019,avaConv,0
h7996,photovoltaik,year_2019,avaConv,0
h7997,photovoltaik,year_2019,avaConv,0
h7998,photovoltaik,year_2019,avaConv,0
h7999,photovoltaik,year_2019,avaConv,0
h8000,photovoltaik,year_2019,avaConv,0.006
h8001,photovoltaik,year_2019,avaConv,0.049
h8002,photovoltaik,year_2019,avaConv,0.115
h8003,photovoltaik,year_2019,avaConv,0.176
h8004,photovoltaik,year_2019,avaConv,0.217
h8005,photovoltaik,year_2019,avaConv,0.215
h8006,photovoltaik,year_2019,avaConv,0.163
h8007,photovoltaik,year_2019,avaConv,0.078
h8008,photovoltaik,year_2019,avaConv,0.005
h8009,photovoltaik,year_2019,avaConv,0
h8010,photovoltaik,year_2019,avaConv,0
h8011,photovoltaik,year_2019,avaConv,0
h8012,photovoltaik,year_2019,avaConv,0
h8013,photovoltaik,year_2019,avaConv,0
h8014,photovoltaik,year_2019,avaConv,0
h8015,photovoltaik,year_2019,avaConv,0
h8016,photovoltaik,year_2019,avaConv,0
h8017,photovoltaik,year_2019,avaConv,0
h8018,photovoltaik,year_2019,avaConv,0
h8019,photovoltaik,year_2019,avaConv,0
h8020,photovoltaik,year_2019,avaConv,0
h8021,photovoltaik,year_2019,avaConv,0
h8022,photovoltaik,year_2019,avaConv,0
h8023,photovoltaik,year_2019,avaConv,0
h8024,photovoltaik,year_2019,avaConv,0.004
h8025,photovoltaik,year_2019,avaConv,0.041
h8026,photovoltaik,year_2019,avaConv,0.09
h8027,photovoltaik,year_2019,avaConv,0.11
h8028,photovoltaik,year_2019,avaConv,0.101
h8029,photovoltaik,year_2019,avaConv,0.078
h8030,photovoltaik,year_2019,avaConv,0.045
h8031,photovoltaik,year_2019,avaConv,0.014
h8032,photovoltaik,year_2019,avaConv,0
h8033,photovoltaik,year_2019,avaConv,0
h8034,photovoltaik,year_2019,avaConv,0
h8035,photovoltaik,year_2019,avaConv,0
h8036,photovoltaik,year_2019,avaConv,0
h8037,photovoltaik,year_2019,avaConv,0
h8038,photovoltaik,year_2019,avaConv,0
h8039,photovoltaik,year_2019,avaConv,0
h8040,photovoltaik,year_2019,avaConv,0
h8041,photovoltaik,year_2019,avaConv,0
h8042,photovoltaik,year_2019,avaConv,0
h8043,photovoltaik,year_2019,avaConv,0
h8044,photovoltaik,year_2019,avaConv,0
h8045,photovoltaik,year_2019,avaConv,0
h8046,photovoltaik,year_2019,avaConv,0
h8047,photovoltaik,year_2019,avaConv,0
h8048,photovoltaik,year_2019,avaConv,0.013
h8049,photovoltaik,year_2019,avaConv,0.082
h8050,photovoltaik,year_2019,avaConv,0.158
h8051,photovoltaik,year_2019,avaConv,0.199
h8052,photovoltaik,year_2019,avaConv,0.198
h8053,photovoltaik,year_2019,avaConv,0.169
h8054,photovoltaik,year_2019,avaConv,0.119
h8055,photovoltaik,year_2019,avaConv,0.049
h8056,photovoltaik,year_2019,avaConv,0.002
h8057,photovoltaik,year_2019,avaConv,0
h8058,photovoltaik,year_2019,avaConv,0
h8059,photovoltaik,year_2019,avaConv,0
h8060,photovoltaik,year_2019,avaConv,0
h8061,photovoltaik,year_2019,avaConv,0
h8062,photovoltaik,year_2019,avaConv,0
h8063,photovoltaik,year_2019,avaConv,0
h8064,photovoltaik,year_2019,avaConv,0
h8065,photovoltaik,year_2019,avaConv,0
h8066,photovoltaik,year_2019,avaConv,0
h8067,photovoltaik,year_2019,avaConv,0
h8068,photovoltaik,year_2019,avaConv,0
h8069,photovoltaik,year_2019,avaConv,0
h8070,photovoltaik,year_2019,avaConv,0
h8071,photovoltaik,year_2019,avaConv,0
h8072,photovoltaik,year_2019,avaConv,0.007
h8073,photovoltaik,year_2019,avaConv,0.039
h8074,photovoltaik,year_2019,avaConv,0.079
h8075,photovoltaik,year_2019,avaConv,0.114
h8076,photovoltaik,year_2019,avaConv,0.135
h8077,photovoltaik,year_2019,avaConv,0.132
h8078,photovoltaik,year_2019,avaConv,0.1
h8079,photovoltaik,year_2019,avaConv,0.047
h8080,photovoltaik,year_2019,avaConv,0.002
h8081,photovoltaik,year_2019,avaConv,0
h8082,photovoltaik,year_2019,avaConv,0
h8083,photovoltaik,year_2019,avaConv,0
h8084,photovoltaik,year_2019,avaConv,0
h8085,photovoltaik,year_2019,avaConv,0
h8086,photovoltaik,year_2019,avaConv,0
h8087,photovoltaik,year_2019,avaConv,0
h8088,photovoltaik,year_2019,avaConv,0
h8089,photovoltaik,year_2019,avaConv,0
h8090,photovoltaik,year_2019,avaConv,0
h8091,photovoltaik,year_2019,avaConv,0
h8092,photovoltaik,year_2019,avaConv,0
h8093,photovoltaik,year_2019,avaConv,0
h8094,photovoltaik,year_2019,avaConv,0
h8095,photovoltaik,year_2019,avaConv,0
h8096,photovoltaik,year_2019,avaConv,0.02
h8097,photovoltaik,year_2019,avaConv,0.11
h8098,photovoltaik,year_2019,avaConv,0.23
h8099,photovoltaik,year_2019,avaConv,0.313
h8100,photovoltaik,year_2019,avaConv,0.342
h8101,photovoltaik,year_2019,avaConv,0.321
h8102,photovoltaik,year_2019,avaConv,0.247
