timestep_2,carrier_1,parameter,value
h5298,electricity,dem,49.96804124
h5299,electricity,dem,50.10206186
h5300,electricity,dem,49.86082474
h5301,electricity,dem,50.79690722
h5302,electricity,dem,49.66907216
h5303,electricity,dem,46.39587629
h5304,electricity,dem,43.79587629
h5305,electricity,dem,42.20206186
h5306,electricity,dem,41.37319588
h5307,electricity,dem,41.3628866
h5308,electricity,dem,42.56701031
h5309,electricity,dem,46.48659794
h5310,electricity,dem,53.84020619
h5311,electricity,dem,60.46597938
h5312,electricity,dem,64.58659794
h5313,electricity,dem,66.68556701
h5314,electricity,dem,68.72061856
h5315,electricity,dem,70.04329897
h5316,electricity,dem,69.59278351
h5317,electricity,dem,68.76494845
h5318,electricity,dem,67.68453608
h5319,electricity,dem,66.44020619
h5320,electricity,dem,64.97525773
h5321,electricity,dem,64.54329897
h5322,electricity,dem,64.18969072
h5323,electricity,dem,63.17010309
h5324,electricity,dem,60.71649485
h5325,electricity,dem,59.56391753
h5326,electricity,dem,55.54742268
h5327,electricity,dem,50.97525773
h5328,electricity,dem,47.95154639
h5329,electricity,dem,46.31340206
h5330,electricity,dem,45.28659794
h5331,electricity,dem,45.35360825
h5332,electricity,dem,46.20412371
h5333,electricity,dem,49.57113402
h5334,electricity,dem,56.0814433
h5335,electricity,dem,62.00206186
h5336,electricity,dem,65.31237113
h5337,electricity,dem,66.62680412
h5338,electricity,dem,68.56494845
h5339,electricity,dem,70.11649485
h5340,electricity,dem,69.74639175
h5341,electricity,dem,69.08865979
h5342,electricity,dem,67.82783505
h5343,electricity,dem,66.63917526
h5344,electricity,dem,65.16804124
h5345,electricity,dem,64.48556701
h5346,electricity,dem,63.69587629
h5347,electricity,dem,62.49587629
h5348,electricity,dem,60.42474227
h5349,electricity,dem,59.61340206
h5350,electricity,dem,56.01649485
h5351,electricity,dem,51.67628866
h5352,electricity,dem,48.38041237
h5353,electricity,dem,46.49793814
h5354,electricity,dem,45.39381443
h5355,electricity,dem,45.34226804
h5356,electricity,dem,46.38247423
h5357,electricity,dem,49.70927835
h5358,electricity,dem,56.68247423
h5359,electricity,dem,62.58247423
h5360,electricity,dem,66.30103093
h5361,electricity,dem,67.68762887
h5362,electricity,dem,69.26804124
h5363,electricity,dem,70.74948454
h5364,electricity,dem,70.25154639
h5365,electricity,dem,69.4
h5366,electricity,dem,68.12371134
h5367,electricity,dem,66.98453608
h5368,electricity,dem,65.56597938
h5369,electricity,dem,65.03195876
h5370,electricity,dem,64.22164948
h5371,electricity,dem,63.12989691
h5372,electricity,dem,60.9742268
h5373,electricity,dem,60.07216495
h5374,electricity,dem,56.29381443
h5375,electricity,dem,51.72886598
h5376,electricity,dem,48.55876289
h5377,electricity,dem,46.76391753
h5378,electricity,dem,45.5257732
h5379,electricity,dem,45.56907216
h5380,electricity,dem,46.44226804
h5381,electricity,dem,49.91340206
h5382,electricity,dem,56.60927835
h5383,electricity,dem,62.24329897
h5384,electricity,dem,65.53402062
h5385,electricity,dem,67.1257732
h5386,electricity,dem,68.51546392
h5387,electricity,dem,70.12371134
h5388,electricity,dem,69.74845361
h5389,electricity,dem,69.38247423
h5390,electricity,dem,68.24742268
h5391,electricity,dem,67.35876289
h5392,electricity,dem,65.72061856
h5393,electricity,dem,65.21237113
h5394,electricity,dem,64.40309278
h5395,electricity,dem,63.21237113
h5396,electricity,dem,61.17010309
h5397,electricity,dem,60.29690722
h5398,electricity,dem,56.63608247
h5399,electricity,dem,52.3371134
h5400,electricity,dem,49.16907216
h5401,electricity,dem,47.20721649
h5402,electricity,dem,45.79175258
h5403,electricity,dem,45.77113402
h5404,electricity,dem,46.56082474
h5405,electricity,dem,49.86804124
h5406,electricity,dem,56.63505155
h5407,electricity,dem,62.3742268
h5408,electricity,dem,65.91958763
h5409,electricity,dem,67.47628866
h5410,electricity,dem,69.18350515
h5411,electricity,dem,70.43195876
h5412,electricity,dem,69.60721649
h5413,electricity,dem,67.96185567
h5414,electricity,dem,66.16391753
h5415,electricity,dem,64.71958763
h5416,electricity,dem,63.57010309
h5417,electricity,dem,62.78762887
h5418,electricity,dem,62.37938144
h5419,electricity,dem,60.74536082
h5420,electricity,dem,58.51752577
h5421,electricity,dem,57.07525773
h5422,electricity,dem,53.53195876
h5423,electricity,dem,49.60309278
h5424,electricity,dem,46.63402062
h5425,electricity,dem,44.56494845
h5426,electricity,dem,43.02783505
h5427,electricity,dem,42.41752577
h5428,electricity,dem,42.37835052
h5429,electricity,dem,42.89896907
h5430,electricity,dem,44.34742268
h5431,electricity,dem,47.40721649
h5432,electricity,dem,51.2
h5433,electricity,dem,54.29793814
h5434,electricity,dem,56.33092784
h5435,electricity,dem,57.6
h5436,electricity,dem,56.67731959
h5437,electricity,dem,54.79072165
h5438,electricity,dem,53.16185567
h5439,electricity,dem,52.17938144
h5440,electricity,dem,51.57938144
h5441,electricity,dem,51.98350515
h5442,electricity,dem,52.20206186
h5443,electricity,dem,51.58453608
h5444,electricity,dem,50.09381443
h5445,electricity,dem,49.65463918
h5446,electricity,dem,47.25257732
h5447,electricity,dem,44.33092784
h5448,electricity,dem,41.60721649
h5449,electricity,dem,39.66082474
h5450,electricity,dem,38.33608247
h5451,electricity,dem,37.92371134
h5452,electricity,dem,37.91443299
h5453,electricity,dem,38.36185567
h5454,electricity,dem,38.97835052
h5455,electricity,dem,40.79484536
h5456,electricity,dem,43.96391753
h5457,electricity,dem,46.96494845
h5458,electricity,dem,49.49793814
h5459,electricity,dem,52.11752577
h5460,electricity,dem,51.85154639
h5461,electricity,dem,50.1
h5462,electricity,dem,48.77835052
h5463,electricity,dem,48.27628866
h5464,electricity,dem,48.10824742
h5465,electricity,dem,49.15360825
h5466,electricity,dem,50.40206186
h5467,electricity,dem,50.38453608
h5468,electricity,dem,50.3443299
h5469,electricity,dem,50.35360825
h5470,electricity,dem,48.62164948
h5471,electricity,dem,45.37113402
h5472,electricity,dem,43.09072165
h5473,electricity,dem,41.62268041
h5474,electricity,dem,40.89381443
h5475,electricity,dem,41.16185567
h5476,electricity,dem,42.50618557
h5477,electricity,dem,46.7371134
h5478,electricity,dem,55.01237113
h5479,electricity,dem,61.51443299
h5480,electricity,dem,65.28041237
h5481,electricity,dem,67.10515464
h5482,electricity,dem,69.02061856
h5483,electricity,dem,70.57525773
h5484,electricity,dem,69.89175258
h5485,electricity,dem,68.93608247
h5486,electricity,dem,67.54536082
h5487,electricity,dem,66.09381443
h5488,electricity,dem,64.54123711
h5489,electricity,dem,64.34948454
h5490,electricity,dem,64.16597938
h5491,electricity,dem,63.16082474
h5492,electricity,dem,61.28865979
h5493,electricity,dem,59.27938144
h5494,electricity,dem,54.7628866
h5495,electricity,dem,50.43092784
h5496,electricity,dem,47.22680412
h5497,electricity,dem,45.38659794
h5498,electricity,dem,44.5371134
h5499,electricity,dem,44.66701031
h5500,electricity,dem,45.62989691
h5501,electricity,dem,49.36391753
h5502,electricity,dem,56.59896907
h5503,electricity,dem,62.44329897
h5504,electricity,dem,65.7814433
h5505,electricity,dem,67.16804124
h5506,electricity,dem,68.94329897
h5507,electricity,dem,70.20618557
h5508,electricity,dem,69.45876289
h5509,electricity,dem,68.49587629
h5510,electricity,dem,66.80412371
h5511,electricity,dem,65.6371134
h5512,electricity,dem,64.34845361
h5513,electricity,dem,63.98453608
h5514,electricity,dem,63.26185567
h5515,electricity,dem,62.16804124
h5516,electricity,dem,60.76391753
h5517,electricity,dem,59.4
h5518,electricity,dem,54.93092784
h5519,electricity,dem,50.24226804
h5520,electricity,dem,47.10824742
h5521,electricity,dem,45.26597938
h5522,electricity,dem,44.36701031
h5523,electricity,dem,44.39896907
h5524,electricity,dem,45.43814433
h5525,electricity,dem,49.29072165
h5526,electricity,dem,56.07319588
h5527,electricity,dem,61.81443299
h5528,electricity,dem,65.13917526
h5529,electricity,dem,66.54639175
h5530,electricity,dem,68.0556701
h5531,electricity,dem,69.6
h5532,electricity,dem,68.5443299
h5533,electricity,dem,67.60618557
h5534,electricity,dem,66.32371134
h5535,electricity,dem,64.91134021
h5536,electricity,dem,63.67319588
h5537,electricity,dem,63.12783505
h5538,electricity,dem,62.6814433
h5539,electricity,dem,61.87525773
h5540,electricity,dem,60.50927835
h5541,electricity,dem,59.15463918
h5542,electricity,dem,54.71030928
h5543,electricity,dem,50.05463918
h5544,electricity,dem,46.96082474
h5545,electricity,dem,45.15463918
h5546,electricity,dem,44.19690722
h5547,electricity,dem,44.27216495
h5548,electricity,dem,45.43195876
h5549,electricity,dem,49.13505155
h5550,electricity,dem,56.2443299
h5551,electricity,dem,61.88556701
h5552,electricity,dem,65.25051546
h5553,electricity,dem,66.53505155
h5554,electricity,dem,68.17216495
h5555,electricity,dem,69.60618557
h5556,electricity,dem,68.85360825
h5557,electricity,dem,67.9814433
h5558,electricity,dem,66.55876289
h5559,electricity,dem,65.30927835
h5560,electricity,dem,63.85257732
h5561,electricity,dem,63.5257732
h5562,electricity,dem,62.97113402
h5563,electricity,dem,62.0185567
h5564,electricity,dem,60.68350515
h5565,electricity,dem,59.38247423
h5566,electricity,dem,55.10824742
h5567,electricity,dem,50.43195876
h5568,electricity,dem,47.24536082
h5569,electricity,dem,45.34742268
h5570,electricity,dem,44.28041237
h5571,electricity,dem,44.38865979
h5572,electricity,dem,45.32164948
h5573,electricity,dem,49.11958763
h5574,electricity,dem,56.03402062
h5575,electricity,dem,61.64742268
h5576,electricity,dem,65.10515464
h5577,electricity,dem,66.6814433
h5578,electricity,dem,68.13814433
h5579,electricity,dem,69.21649485
h5580,electricity,dem,68.1
h5581,electricity,dem,66.85670103
h5582,electricity,dem,64.93195876
h5583,electricity,dem,63.56494845
h5584,electricity,dem,62.33814433
h5585,electricity,dem,61.75360825
h5586,electricity,dem,61
h5587,electricity,dem,59.64226804
h5588,electricity,dem,58.01030928
h5589,electricity,dem,56.99072165
h5590,electricity,dem,53.09278351
h5591,electricity,dem,49.12680412
h5592,electricity,dem,45.96701031
h5593,electricity,dem,44.00206186
h5594,electricity,dem,42.55257732
h5595,electricity,dem,42.02164948
h5596,electricity,dem,42.00927835
h5597,electricity,dem,42.78453608
h5598,electricity,dem,44.42164948
h5599,electricity,dem,47.51134021
h5600,electricity,dem,51.5257732
h5601,electricity,dem,54.96185567
h5602,electricity,dem,57.09793814
h5603,electricity,dem,58.17525773
h5604,electricity,dem,57.14845361
h5605,electricity,dem,54.91030928
h5606,electricity,dem,53.36082474
h5607,electricity,dem,52.41443299
h5608,electricity,dem,51.6371134
h5609,electricity,dem,51.63505155
h5610,electricity,dem,51.78762887
h5611,electricity,dem,51.16494845
h5612,electricity,dem,50.07113402
h5613,electricity,dem,49.87319588
h5614,electricity,dem,47.54536082
h5615,electricity,dem,44.45257732
h5616,electricity,dem,41.50824742
h5617,electricity,dem,39.16804124
h5618,electricity,dem,38.00309278
h5619,electricity,dem,37.34948454
h5620,electricity,dem,37.08247423
h5621,electricity,dem,37.48453608
h5622,electricity,dem,37.92061856
h5623,electricity,dem,39.87010309
h5624,electricity,dem,43.62783505
h5625,electricity,dem,46.87113402
h5626,electricity,dem,49.50515464
h5627,electricity,dem,52.19793814
h5628,electricity,dem,51.74536082
h5629,electricity,dem,49.83917526
h5630,electricity,dem,48.81546392
h5631,electricity,dem,47.78453608
h5632,electricity,dem,47.16494845
h5633,electricity,dem,48.15670103
h5634,electricity,dem,49.7814433
h5635,electricity,dem,50.40927835
h5636,electricity,dem,51.23092784
h5637,electricity,dem,50.85876289
h5638,electricity,dem,49.08350515
h5639,electricity,dem,45.93608247
h5640,electricity,dem,43.36701031
h5641,electricity,dem,42.16494845
h5642,electricity,dem,41.3628866
h5643,electricity,dem,41.81546392
h5644,electricity,dem,43.48247423
h5645,electricity,dem,47.73402062
h5646,electricity,dem,55.85670103
h5647,electricity,dem,62.28350515
h5648,electricity,dem,65.93814433
h5649,electricity,dem,67.70103093
h5650,electricity,dem,69.83298969
h5651,electricity,dem,70.83505155
h5652,electricity,dem,69.90824742
h5653,electricity,dem,69.62886598
h5654,electricity,dem,69.09484536
h5655,electricity,dem,67.96082474
h5656,electricity,dem,66.15773196
h5657,electricity,dem,65.47938144
h5658,electricity,dem,65.02680412
h5659,electricity,dem,64.49381443
h5660,electricity,dem,63.1628866
h5661,electricity,dem,60.89896907
h5662,electricity,dem,55.85154639
h5663,electricity,dem,51.18556701
h5664,electricity,dem,47.89793814
h5665,electricity,dem,46.20309278
h5666,electricity,dem,45.01752577
h5667,electricity,dem,44.98350515
h5668,electricity,dem,46.10309278
h5669,electricity,dem,50.25154639
h5670,electricity,dem,58.25876289
h5671,electricity,dem,63.79690722
h5672,electricity,dem,67.36494845
h5673,electricity,dem,68.56185567
h5674,electricity,dem,70.39484536
h5675,electricity,dem,71.70412371
h5676,electricity,dem,70.51958763
h5677,electricity,dem,69.5443299
h5678,electricity,dem,68.13814433
h5679,electricity,dem,66.74742268
h5680,electricity,dem,65.02474227
h5681,electricity,dem,64.34845361
h5682,electricity,dem,63.85876289
h5683,electricity,dem,63.13402062
h5684,electricity,dem,62.55360825
h5685,electricity,dem,60.63092784
h5686,electricity,dem,56.11752577
h5687,electricity,dem,51.50618557
h5688,electricity,dem,48.59072165
h5689,electricity,dem,46.64639175
h5690,electricity,dem,45.49690722
h5691,electricity,dem,45.53092784
h5692,electricity,dem,46.67938144
h5693,electricity,dem,50.80206186
h5694,electricity,dem,58.44123711
h5695,electricity,dem,63.83814433
h5696,electricity,dem,66.94123711
h5697,electricity,dem,68.31752577
h5698,electricity,dem,70.21752577
h5699,electricity,dem,71.57835052
h5700,electricity,dem,70.85154639
h5701,electricity,dem,70.08041237
h5702,electricity,dem,69.02164948
h5703,electricity,dem,67.81340206
h5704,electricity,dem,65.95670103
h5705,electricity,dem,64.99278351
h5706,electricity,dem,64.39484536
h5707,electricity,dem,63.41030928
h5708,electricity,dem,62.92268041
h5709,electricity,dem,61.60515464
h5710,electricity,dem,57.18556701
h5711,electricity,dem,52.36494845
h5712,electricity,dem,49.19381443
h5713,electricity,dem,47.12474227
h5714,electricity,dem,45.87731959
h5715,electricity,dem,45.92164948
h5716,electricity,dem,47.07731959
h5717,electricity,dem,51.08350515
h5718,electricity,dem,58.87216495
h5719,electricity,dem,64.55979381
h5720,electricity,dem,67.58762887
h5721,electricity,dem,68.79381443
h5722,electricity,dem,70.70824742
h5723,electricity,dem,72.24845361
h5724,electricity,dem,71.65463918
h5725,electricity,dem,71.10206186
h5726,electricity,dem,69.94329897
h5727,electricity,dem,68.39175258
h5728,electricity,dem,66.62164948
h5729,electricity,dem,66.16185567
h5730,electricity,dem,65.84536082
h5731,electricity,dem,64.94742268
h5732,electricity,dem,64.07216495
h5733,electricity,dem,61.35773196
h5734,electricity,dem,56.58659794
h5735,electricity,dem,52.03917526
h5736,electricity,dem,48.95360825
h5737,electricity,dem,46.95051546
h5738,electricity,dem,45.96597938
h5739,electricity,dem,46.05051546
h5740,electricity,dem,46.99896907
h5741,electricity,dem,50.62371134
h5742,electricity,dem,58.35154639
h5743,electricity,dem,64.05979381
h5744,electricity,dem,67.48247423
h5745,electricity,dem,68.73195876
h5746,electricity,dem,70.47628866
h5747,electricity,dem,71.59381443
h5748,electricity,dem,70.1257732
h5749,electricity,dem,68.51649485
h5750,electricity,dem,66.67113402
h5751,electricity,dem,65.22783505
h5752,electricity,dem,63.64123711
h5753,electricity,dem,63.39690722
h5754,electricity,dem,62.43195876
h5755,electricity,dem,61.15051546
h5756,electricity,dem,60.25773196
h5757,electricity,dem,58.10824742
h5758,electricity,dem,53.99484536
h5759,electricity,dem,50.14536082
h5760,electricity,dem,46.97938144
h5761,electricity,dem,44.82061856
h5762,electricity,dem,43.49690722
h5763,electricity,dem,42.87216495
h5764,electricity,dem,42.85773196
h5765,electricity,dem,43.78247423
h5766,electricity,dem,45.64639175
h5767,electricity,dem,48.68659794
h5768,electricity,dem,52.67319588
h5769,electricity,dem,55.96391753
h5770,electricity,dem,57.96701031
h5771,electricity,dem,58.88041237
h5772,electricity,dem,57.94329897
h5773,electricity,dem,55.88762887
h5774,electricity,dem,54.23505155
h5775,electricity,dem,53.17835052
h5776,electricity,dem,52.59484536
h5777,electricity,dem,52.67113402
h5778,electricity,dem,52.6742268
h5779,electricity,dem,52.07319588
h5780,electricity,dem,51.79793814
h5781,electricity,dem,50.51443299
h5782,electricity,dem,47.88453608
h5783,electricity,dem,44.63505155
h5784,electricity,dem,41.80618557
h5785,electricity,dem,39.93298969
h5786,electricity,dem,38.58453608
h5787,electricity,dem,38.02989691
h5788,electricity,dem,38.06494845
h5789,electricity,dem,38.61134021
h5790,electricity,dem,39.19793814
h5791,electricity,dem,41.16391753
h5792,electricity,dem,44.82268041
h5793,electricity,dem,47.9556701
h5794,electricity,dem,50.58762887
h5795,electricity,dem,52.72783505
h5796,electricity,dem,52.41958763
h5797,electricity,dem,50.57319588
h5798,electricity,dem,49.3371134
h5799,electricity,dem,48.59793814
h5800,electricity,dem,48.40206186
h5801,electricity,dem,48.98865979
h5802,electricity,dem,50.35979381
h5803,electricity,dem,50.93195876
h5804,electricity,dem,52.55051546
h5805,electricity,dem,52.1443299
