timestep_2,technology_1,scenario,parameter,value
h3186,wind_onshore,year_2018,avaConv,0.2642
h3187,wind_onshore,year_2018,avaConv,0.2615
h3188,wind_onshore,year_2018,avaConv,0.2604
h3189,wind_onshore,year_2018,avaConv,0.2608
h3190,wind_onshore,year_2018,avaConv,0.2481
h3191,wind_onshore,year_2018,avaConv,0.2217
h3192,wind_onshore,year_2018,avaConv,0.1976
h3193,wind_onshore,year_2018,avaConv,0.1782
h3194,wind_onshore,year_2018,avaConv,0.1623
h3195,wind_onshore,year_2018,avaConv,0.1509
h3196,wind_onshore,year_2018,avaConv,0.1388
h3197,wind_onshore,year_2018,avaConv,0.1263
h3198,wind_onshore,year_2018,avaConv,0.1189
h3199,wind_onshore,year_2018,avaConv,0.1152
h3200,wind_onshore,year_2018,avaConv,0.1105
h3201,wind_onshore,year_2018,avaConv,0.11
h3202,wind_onshore,year_2018,avaConv,0.1044
h3203,wind_onshore,year_2018,avaConv,0.0985
h3204,wind_onshore,year_2018,avaConv,0.0955
h3205,wind_onshore,year_2018,avaConv,0.0981
h3206,wind_onshore,year_2018,avaConv,0.1029
h3207,wind_onshore,year_2018,avaConv,0.1087
h3208,wind_onshore,year_2018,avaConv,0.1225
h3209,wind_onshore,year_2018,avaConv,0.1417
h3210,wind_onshore,year_2018,avaConv,0.1636
h3211,wind_onshore,year_2018,avaConv,0.1887
h3212,wind_onshore,year_2018,avaConv,0.208
h3213,wind_onshore,year_2018,avaConv,0.2104
h3214,wind_onshore,year_2018,avaConv,0.1997
h3215,wind_onshore,year_2018,avaConv,0.1783
h3216,wind_onshore,year_2018,avaConv,0.1493
h3217,wind_onshore,year_2018,avaConv,0.1201
h3218,wind_onshore,year_2018,avaConv,0.0999
h3219,wind_onshore,year_2018,avaConv,0.0892
h3220,wind_onshore,year_2018,avaConv,0.082
h3221,wind_onshore,year_2018,avaConv,0.0733
h3222,wind_onshore,year_2018,avaConv,0.0638
h3223,wind_onshore,year_2018,avaConv,0.0542
h3224,wind_onshore,year_2018,avaConv,0.0482
h3225,wind_onshore,year_2018,avaConv,0.0463
h3226,wind_onshore,year_2018,avaConv,0.0491
h3227,wind_onshore,year_2018,avaConv,0.0526
h3228,wind_onshore,year_2018,avaConv,0.0556
h3229,wind_onshore,year_2018,avaConv,0.0596
h3230,wind_onshore,year_2018,avaConv,0.0635
h3231,wind_onshore,year_2018,avaConv,0.0635
h3232,wind_onshore,year_2018,avaConv,0.0567
h3233,wind_onshore,year_2018,avaConv,0.048
h3234,wind_onshore,year_2018,avaConv,0.0464
h3235,wind_onshore,year_2018,avaConv,0.0494
h3236,wind_onshore,year_2018,avaConv,0.0546
h3237,wind_onshore,year_2018,avaConv,0.0619
h3238,wind_onshore,year_2018,avaConv,0.0731
h3239,wind_onshore,year_2018,avaConv,0.0898
h3240,wind_onshore,year_2018,avaConv,0.1118
h3241,wind_onshore,year_2018,avaConv,0.1372
h3242,wind_onshore,year_2018,avaConv,0.1635
h3243,wind_onshore,year_2018,avaConv,0.1902
h3244,wind_onshore,year_2018,avaConv,0.2129
h3245,wind_onshore,year_2018,avaConv,0.2301
h3246,wind_onshore,year_2018,avaConv,0.2423
h3247,wind_onshore,year_2018,avaConv,0.2595
h3248,wind_onshore,year_2018,avaConv,0.2776
h3249,wind_onshore,year_2018,avaConv,0.3036
h3250,wind_onshore,year_2018,avaConv,0.3288
h3251,wind_onshore,year_2018,avaConv,0.3694
h3252,wind_onshore,year_2018,avaConv,0.3941
h3253,wind_onshore,year_2018,avaConv,0.4112
h3254,wind_onshore,year_2018,avaConv,0.4213
h3255,wind_onshore,year_2018,avaConv,0.4289
h3256,wind_onshore,year_2018,avaConv,0.4407
h3257,wind_onshore,year_2018,avaConv,0.4503
h3258,wind_onshore,year_2018,avaConv,0.4615
h3259,wind_onshore,year_2018,avaConv,0.4728
h3260,wind_onshore,year_2018,avaConv,0.4875
h3261,wind_onshore,year_2018,avaConv,0.4931
h3262,wind_onshore,year_2018,avaConv,0.492
h3263,wind_onshore,year_2018,avaConv,0.4904
h3264,wind_onshore,year_2018,avaConv,0.4858
h3265,wind_onshore,year_2018,avaConv,0.479
h3266,wind_onshore,year_2018,avaConv,0.4743
h3267,wind_onshore,year_2018,avaConv,0.4727
h3268,wind_onshore,year_2018,avaConv,0.4665
h3269,wind_onshore,year_2018,avaConv,0.4587
h3270,wind_onshore,year_2018,avaConv,0.4541
h3271,wind_onshore,year_2018,avaConv,0.4495
h3272,wind_onshore,year_2018,avaConv,0.4421
h3273,wind_onshore,year_2018,avaConv,0.4336
h3274,wind_onshore,year_2018,avaConv,0.4252
h3275,wind_onshore,year_2018,avaConv,0.4152
h3276,wind_onshore,year_2018,avaConv,0.406
h3277,wind_onshore,year_2018,avaConv,0.3961
h3278,wind_onshore,year_2018,avaConv,0.3865
h3279,wind_onshore,year_2018,avaConv,0.3773
h3280,wind_onshore,year_2018,avaConv,0.3617
h3281,wind_onshore,year_2018,avaConv,0.347
h3282,wind_onshore,year_2018,avaConv,0.3325
h3283,wind_onshore,year_2018,avaConv,0.3196
h3284,wind_onshore,year_2018,avaConv,0.304
h3285,wind_onshore,year_2018,avaConv,0.2846
h3286,wind_onshore,year_2018,avaConv,0.2722
h3287,wind_onshore,year_2018,avaConv,0.2564
h3288,wind_onshore,year_2018,avaConv,0.2325
h3289,wind_onshore,year_2018,avaConv,0.205
h3290,wind_onshore,year_2018,avaConv,0.1795
h3291,wind_onshore,year_2018,avaConv,0.1633
h3292,wind_onshore,year_2018,avaConv,0.1541
h3293,wind_onshore,year_2018,avaConv,0.1505
h3294,wind_onshore,year_2018,avaConv,0.147
h3295,wind_onshore,year_2018,avaConv,0.1375
h3296,wind_onshore,year_2018,avaConv,0.1248
h3297,wind_onshore,year_2018,avaConv,0.1152
h3298,wind_onshore,year_2018,avaConv,0.1112
h3299,wind_onshore,year_2018,avaConv,0.1082
h3300,wind_onshore,year_2018,avaConv,0.1046
h3301,wind_onshore,year_2018,avaConv,0.0998
h3302,wind_onshore,year_2018,avaConv,0.0911
h3303,wind_onshore,year_2018,avaConv,0.0812
h3304,wind_onshore,year_2018,avaConv,0.0699
h3305,wind_onshore,year_2018,avaConv,0.0595
h3306,wind_onshore,year_2018,avaConv,0.0512
h3307,wind_onshore,year_2018,avaConv,0.0453
h3308,wind_onshore,year_2018,avaConv,0.0417
h3309,wind_onshore,year_2018,avaConv,0.0382
h3310,wind_onshore,year_2018,avaConv,0.0364
h3311,wind_onshore,year_2018,avaConv,0.0363
h3312,wind_onshore,year_2018,avaConv,0.0359
h3313,wind_onshore,year_2018,avaConv,0.0354
h3314,wind_onshore,year_2018,avaConv,0.0331
h3315,wind_onshore,year_2018,avaConv,0.0294
h3316,wind_onshore,year_2018,avaConv,0.0243
h3317,wind_onshore,year_2018,avaConv,0.0197
h3318,wind_onshore,year_2018,avaConv,0.0171
h3319,wind_onshore,year_2018,avaConv,0.0157
h3320,wind_onshore,year_2018,avaConv,0.0139
h3321,wind_onshore,year_2018,avaConv,0.0111
h3322,wind_onshore,year_2018,avaConv,0.008
h3323,wind_onshore,year_2018,avaConv,0.0053
h3324,wind_onshore,year_2018,avaConv,0.0033
h3325,wind_onshore,year_2018,avaConv,0.0021
h3326,wind_onshore,year_2018,avaConv,0.0015
h3327,wind_onshore,year_2018,avaConv,0.0015
h3328,wind_onshore,year_2018,avaConv,0.0018
h3329,wind_onshore,year_2018,avaConv,0.002
h3330,wind_onshore,year_2018,avaConv,0.0028
h3331,wind_onshore,year_2018,avaConv,0.004
h3332,wind_onshore,year_2018,avaConv,0.0058
h3333,wind_onshore,year_2018,avaConv,0.0083
h3334,wind_onshore,year_2018,avaConv,0.0092
h3335,wind_onshore,year_2018,avaConv,0.0086
h3336,wind_onshore,year_2018,avaConv,0.0081
h3337,wind_onshore,year_2018,avaConv,0.0097
h3338,wind_onshore,year_2018,avaConv,0.0132
h3339,wind_onshore,year_2018,avaConv,0.0168
h3340,wind_onshore,year_2018,avaConv,0.0188
h3341,wind_onshore,year_2018,avaConv,0.0201
h3342,wind_onshore,year_2018,avaConv,0.0205
h3343,wind_onshore,year_2018,avaConv,0.0206
h3344,wind_onshore,year_2018,avaConv,0.0215
h3345,wind_onshore,year_2018,avaConv,0.0252
h3346,wind_onshore,year_2018,avaConv,0.0302
h3347,wind_onshore,year_2018,avaConv,0.0359
h3348,wind_onshore,year_2018,avaConv,0.0461
h3349,wind_onshore,year_2018,avaConv,0.0591
h3350,wind_onshore,year_2018,avaConv,0.0739
h3351,wind_onshore,year_2018,avaConv,0.0904
h3352,wind_onshore,year_2018,avaConv,0.1133
h3353,wind_onshore,year_2018,avaConv,0.1479
h3354,wind_onshore,year_2018,avaConv,0.1898
h3355,wind_onshore,year_2018,avaConv,0.2267
h3356,wind_onshore,year_2018,avaConv,0.2651
h3357,wind_onshore,year_2018,avaConv,0.2961
h3358,wind_onshore,year_2018,avaConv,0.2993
h3359,wind_onshore,year_2018,avaConv,0.2806
h3360,wind_onshore,year_2018,avaConv,0.2535
h3361,wind_onshore,year_2018,avaConv,0.2255
h3362,wind_onshore,year_2018,avaConv,0.2
h3363,wind_onshore,year_2018,avaConv,0.1813
h3364,wind_onshore,year_2018,avaConv,0.1642
h3365,wind_onshore,year_2018,avaConv,0.1506
h3366,wind_onshore,year_2018,avaConv,0.1462
h3367,wind_onshore,year_2018,avaConv,0.156
h3368,wind_onshore,year_2018,avaConv,0.1693
h3369,wind_onshore,year_2018,avaConv,0.1833
h3370,wind_onshore,year_2018,avaConv,0.1987
h3371,wind_onshore,year_2018,avaConv,0.2227
h3372,wind_onshore,year_2018,avaConv,0.2525
h3373,wind_onshore,year_2018,avaConv,0.2866
h3374,wind_onshore,year_2018,avaConv,0.3169
h3375,wind_onshore,year_2018,avaConv,0.3465
h3376,wind_onshore,year_2018,avaConv,0.3842
h3377,wind_onshore,year_2018,avaConv,0.4075
h3378,wind_onshore,year_2018,avaConv,0.4229
h3379,wind_onshore,year_2018,avaConv,0.4289
h3380,wind_onshore,year_2018,avaConv,0.4261
h3381,wind_onshore,year_2018,avaConv,0.4168
h3382,wind_onshore,year_2018,avaConv,0.4065
h3383,wind_onshore,year_2018,avaConv,0.3601
h3384,wind_onshore,year_2018,avaConv,0.3004
h3385,wind_onshore,year_2018,avaConv,0.2436
h3386,wind_onshore,year_2018,avaConv,0.1955
h3387,wind_onshore,year_2018,avaConv,0.1626
h3388,wind_onshore,year_2018,avaConv,0.1375
h3389,wind_onshore,year_2018,avaConv,0.1171
h3390,wind_onshore,year_2018,avaConv,0.1043
h3391,wind_onshore,year_2018,avaConv,0.0964
h3392,wind_onshore,year_2018,avaConv,0.0911
h3393,wind_onshore,year_2018,avaConv,0.086
h3394,wind_onshore,year_2018,avaConv,0.0812
h3395,wind_onshore,year_2018,avaConv,0.0756
h3396,wind_onshore,year_2018,avaConv,0.0699
h3397,wind_onshore,year_2018,avaConv,0.0647
h3398,wind_onshore,year_2018,avaConv,0.0629
h3399,wind_onshore,year_2018,avaConv,0.0681
h3400,wind_onshore,year_2018,avaConv,0.0822
h3401,wind_onshore,year_2018,avaConv,0.1025
h3402,wind_onshore,year_2018,avaConv,0.1263
h3403,wind_onshore,year_2018,avaConv,0.1442
h3404,wind_onshore,year_2018,avaConv,0.1466
h3405,wind_onshore,year_2018,avaConv,0.136
h3406,wind_onshore,year_2018,avaConv,0.117
h3407,wind_onshore,year_2018,avaConv,0.1003
h3408,wind_onshore,year_2018,avaConv,0.0902
h3409,wind_onshore,year_2018,avaConv,0.0868
h3410,wind_onshore,year_2018,avaConv,0.087
h3411,wind_onshore,year_2018,avaConv,0.0873
h3412,wind_onshore,year_2018,avaConv,0.0899
h3413,wind_onshore,year_2018,avaConv,0.095
h3414,wind_onshore,year_2018,avaConv,0.1004
h3415,wind_onshore,year_2018,avaConv,0.1034
h3416,wind_onshore,year_2018,avaConv,0.1005
h3417,wind_onshore,year_2018,avaConv,0.0955
h3418,wind_onshore,year_2018,avaConv,0.0912
h3419,wind_onshore,year_2018,avaConv,0.0873
h3420,wind_onshore,year_2018,avaConv,0.0864
h3421,wind_onshore,year_2018,avaConv,0.0897
h3422,wind_onshore,year_2018,avaConv,0.0995
h3423,wind_onshore,year_2018,avaConv,0.1134
h3424,wind_onshore,year_2018,avaConv,0.1301
h3425,wind_onshore,year_2018,avaConv,0.1379
h3426,wind_onshore,year_2018,avaConv,0.1418
h3427,wind_onshore,year_2018,avaConv,0.1461
h3428,wind_onshore,year_2018,avaConv,0.1473
h3429,wind_onshore,year_2018,avaConv,0.1471
h3430,wind_onshore,year_2018,avaConv,0.1525
h3431,wind_onshore,year_2018,avaConv,0.158
h3432,wind_onshore,year_2018,avaConv,0.1649
h3433,wind_onshore,year_2018,avaConv,0.1707
h3434,wind_onshore,year_2018,avaConv,0.1749
h3435,wind_onshore,year_2018,avaConv,0.1779
h3436,wind_onshore,year_2018,avaConv,0.1764
h3437,wind_onshore,year_2018,avaConv,0.1724
h3438,wind_onshore,year_2018,avaConv,0.1709
h3439,wind_onshore,year_2018,avaConv,0.1775
h3440,wind_onshore,year_2018,avaConv,0.1945
h3441,wind_onshore,year_2018,avaConv,0.2225
h3442,wind_onshore,year_2018,avaConv,0.2541
h3443,wind_onshore,year_2018,avaConv,0.2872
h3444,wind_onshore,year_2018,avaConv,0.3157
h3445,wind_onshore,year_2018,avaConv,0.3392
h3446,wind_onshore,year_2018,avaConv,0.3594
h3447,wind_onshore,year_2018,avaConv,0.377
h3448,wind_onshore,year_2018,avaConv,0.3894
h3449,wind_onshore,year_2018,avaConv,0.4073
h3450,wind_onshore,year_2018,avaConv,0.434
h3451,wind_onshore,year_2018,avaConv,0.4644
h3452,wind_onshore,year_2018,avaConv,0.4807
h3453,wind_onshore,year_2018,avaConv,0.4782
h3454,wind_onshore,year_2018,avaConv,0.4565
h3455,wind_onshore,year_2018,avaConv,0.4225
h3456,wind_onshore,year_2018,avaConv,0.3817
h3457,wind_onshore,year_2018,avaConv,0.3439
h3458,wind_onshore,year_2018,avaConv,0.318
h3459,wind_onshore,year_2018,avaConv,0.2988
h3460,wind_onshore,year_2018,avaConv,0.2812
h3461,wind_onshore,year_2018,avaConv,0.2633
h3462,wind_onshore,year_2018,avaConv,0.2512
h3463,wind_onshore,year_2018,avaConv,0.2467
h3464,wind_onshore,year_2018,avaConv,0.2479
h3465,wind_onshore,year_2018,avaConv,0.2598
h3466,wind_onshore,year_2018,avaConv,0.2688
h3467,wind_onshore,year_2018,avaConv,0.2628
h3468,wind_onshore,year_2018,avaConv,0.2631
h3469,wind_onshore,year_2018,avaConv,0.2752
h3470,wind_onshore,year_2018,avaConv,0.2944
h3471,wind_onshore,year_2018,avaConv,0.311
h3472,wind_onshore,year_2018,avaConv,0.3312
h3473,wind_onshore,year_2018,avaConv,0.3525
h3474,wind_onshore,year_2018,avaConv,0.3618
h3475,wind_onshore,year_2018,avaConv,0.3584
h3476,wind_onshore,year_2018,avaConv,0.3526
h3477,wind_onshore,year_2018,avaConv,0.3389
h3478,wind_onshore,year_2018,avaConv,0.3063
h3479,wind_onshore,year_2018,avaConv,0.2583
h3480,wind_onshore,year_2018,avaConv,0.2088
h3481,wind_onshore,year_2018,avaConv,0.1673
h3482,wind_onshore,year_2018,avaConv,0.1538
h3483,wind_onshore,year_2018,avaConv,0.1515
h3484,wind_onshore,year_2018,avaConv,0.1475
h3485,wind_onshore,year_2018,avaConv,0.1331
h3486,wind_onshore,year_2018,avaConv,0.1118
h3487,wind_onshore,year_2018,avaConv,0.0917
h3488,wind_onshore,year_2018,avaConv,0.0791
h3489,wind_onshore,year_2018,avaConv,0.0771
h3490,wind_onshore,year_2018,avaConv,0.0832
h3491,wind_onshore,year_2018,avaConv,0.0949
h3492,wind_onshore,year_2018,avaConv,0.1081
h3493,wind_onshore,year_2018,avaConv,0.118
h3494,wind_onshore,year_2018,avaConv,0.1241
h3495,wind_onshore,year_2018,avaConv,0.1285
h3496,wind_onshore,year_2018,avaConv,0.1363
h3497,wind_onshore,year_2018,avaConv,0.1465
h3498,wind_onshore,year_2018,avaConv,0.1605
h3499,wind_onshore,year_2018,avaConv,0.1851
h3500,wind_onshore,year_2018,avaConv,0.2176
h3501,wind_onshore,year_2018,avaConv,0.243
h3502,wind_onshore,year_2018,avaConv,0.2556
h3503,wind_onshore,year_2018,avaConv,0.2468
h3504,wind_onshore,year_2018,avaConv,0.2259
h3505,wind_onshore,year_2018,avaConv,0.2065
h3506,wind_onshore,year_2018,avaConv,0.1836
h3507,wind_onshore,year_2018,avaConv,0.1597
h3508,wind_onshore,year_2018,avaConv,0.1412
h3509,wind_onshore,year_2018,avaConv,0.128
h3510,wind_onshore,year_2018,avaConv,0.1203
h3511,wind_onshore,year_2018,avaConv,0.1202
h3512,wind_onshore,year_2018,avaConv,0.1279
h3513,wind_onshore,year_2018,avaConv,0.139
h3514,wind_onshore,year_2018,avaConv,0.153
h3515,wind_onshore,year_2018,avaConv,0.1715
h3516,wind_onshore,year_2018,avaConv,0.195
h3517,wind_onshore,year_2018,avaConv,0.2216
h3518,wind_onshore,year_2018,avaConv,0.2448
h3519,wind_onshore,year_2018,avaConv,0.2613
h3520,wind_onshore,year_2018,avaConv,0.2797
h3521,wind_onshore,year_2018,avaConv,0.3003
h3522,wind_onshore,year_2018,avaConv,0.32
h3523,wind_onshore,year_2018,avaConv,0.3352
h3524,wind_onshore,year_2018,avaConv,0.3496
h3525,wind_onshore,year_2018,avaConv,0.3558
h3526,wind_onshore,year_2018,avaConv,0.3404
h3527,wind_onshore,year_2018,avaConv,0.3149
h3528,wind_onshore,year_2018,avaConv,0.294
h3529,wind_onshore,year_2018,avaConv,0.2611
h3530,wind_onshore,year_2018,avaConv,0.2326
h3531,wind_onshore,year_2018,avaConv,0.2058
h3532,wind_onshore,year_2018,avaConv,0.1917
h3533,wind_onshore,year_2018,avaConv,0.1847
h3534,wind_onshore,year_2018,avaConv,0.1728
h3535,wind_onshore,year_2018,avaConv,0.1548
h3536,wind_onshore,year_2018,avaConv,0.1454
h3537,wind_onshore,year_2018,avaConv,0.1469
h3538,wind_onshore,year_2018,avaConv,0.1495
h3539,wind_onshore,year_2018,avaConv,0.1519
h3540,wind_onshore,year_2018,avaConv,0.144
h3541,wind_onshore,year_2018,avaConv,0.1448
h3542,wind_onshore,year_2018,avaConv,0.1567
h3543,wind_onshore,year_2018,avaConv,0.1813
h3544,wind_onshore,year_2018,avaConv,0.22
h3545,wind_onshore,year_2018,avaConv,0.2565
h3546,wind_onshore,year_2018,avaConv,0.2802
h3547,wind_onshore,year_2018,avaConv,0.29
h3548,wind_onshore,year_2018,avaConv,0.2929
h3549,wind_onshore,year_2018,avaConv,0.2874
h3550,wind_onshore,year_2018,avaConv,0.269
h3551,wind_onshore,year_2018,avaConv,0.2464
h3552,wind_onshore,year_2018,avaConv,0.2338
h3553,wind_onshore,year_2018,avaConv,0.2363
h3554,wind_onshore,year_2018,avaConv,0.2471
h3555,wind_onshore,year_2018,avaConv,0.2527
h3556,wind_onshore,year_2018,avaConv,0.2474
h3557,wind_onshore,year_2018,avaConv,0.2344
h3558,wind_onshore,year_2018,avaConv,0.2198
h3559,wind_onshore,year_2018,avaConv,0.212
h3560,wind_onshore,year_2018,avaConv,0.2148
h3561,wind_onshore,year_2018,avaConv,0.2191
h3562,wind_onshore,year_2018,avaConv,0.2293
h3563,wind_onshore,year_2018,avaConv,0.2443
h3564,wind_onshore,year_2018,avaConv,0.2559
h3565,wind_onshore,year_2018,avaConv,0.2636
h3566,wind_onshore,year_2018,avaConv,0.2758
h3567,wind_onshore,year_2018,avaConv,0.2948
h3568,wind_onshore,year_2018,avaConv,0.3317
h3569,wind_onshore,year_2018,avaConv,0.3683
h3570,wind_onshore,year_2018,avaConv,0.3974
h3571,wind_onshore,year_2018,avaConv,0.428
h3572,wind_onshore,year_2018,avaConv,0.4519
h3573,wind_onshore,year_2018,avaConv,0.4613
h3574,wind_onshore,year_2018,avaConv,0.4454
h3575,wind_onshore,year_2018,avaConv,0.4372
h3576,wind_onshore,year_2018,avaConv,0.4019
h3577,wind_onshore,year_2018,avaConv,0.365
h3578,wind_onshore,year_2018,avaConv,0.3493
h3579,wind_onshore,year_2018,avaConv,0.317
h3580,wind_onshore,year_2018,avaConv,0.2707
h3581,wind_onshore,year_2018,avaConv,0.2312
h3582,wind_onshore,year_2018,avaConv,0.2066
h3583,wind_onshore,year_2018,avaConv,0.203
h3584,wind_onshore,year_2018,avaConv,0.1956
h3585,wind_onshore,year_2018,avaConv,0.1953
h3586,wind_onshore,year_2018,avaConv,0.1952
h3587,wind_onshore,year_2018,avaConv,0.1968
h3588,wind_onshore,year_2018,avaConv,0.1943
h3589,wind_onshore,year_2018,avaConv,0.1864
h3590,wind_onshore,year_2018,avaConv,0.1833
h3591,wind_onshore,year_2018,avaConv,0.1914
h3592,wind_onshore,year_2018,avaConv,0.1996
h3593,wind_onshore,year_2018,avaConv,0.1959
h3594,wind_onshore,year_2018,avaConv,0.1812
h3595,wind_onshore,year_2018,avaConv,0.1696
h3596,wind_onshore,year_2018,avaConv,0.1613
h3597,wind_onshore,year_2018,avaConv,0.1496
h3598,wind_onshore,year_2018,avaConv,0.1455
h3599,wind_onshore,year_2018,avaConv,0.1462
h3600,wind_onshore,year_2018,avaConv,0.1416
h3601,wind_onshore,year_2018,avaConv,0.1372
h3602,wind_onshore,year_2018,avaConv,0.1294
h3603,wind_onshore,year_2018,avaConv,0.1305
h3604,wind_onshore,year_2018,avaConv,0.1332
h3605,wind_onshore,year_2018,avaConv,0.1349
h3606,wind_onshore,year_2018,avaConv,0.1433
h3607,wind_onshore,year_2018,avaConv,0.1622
h3608,wind_onshore,year_2018,avaConv,0.1917
h3609,wind_onshore,year_2018,avaConv,0.2211
h3610,wind_onshore,year_2018,avaConv,0.2368
h3611,wind_onshore,year_2018,avaConv,0.244
h3612,wind_onshore,year_2018,avaConv,0.2446
h3613,wind_onshore,year_2018,avaConv,0.2442
h3614,wind_onshore,year_2018,avaConv,0.246
h3615,wind_onshore,year_2018,avaConv,0.2464
h3616,wind_onshore,year_2018,avaConv,0.2492
h3617,wind_onshore,year_2018,avaConv,0.2571
h3618,wind_onshore,year_2018,avaConv,0.2646
h3619,wind_onshore,year_2018,avaConv,0.2674
h3620,wind_onshore,year_2018,avaConv,0.2627
h3621,wind_onshore,year_2018,avaConv,0.2468
h3622,wind_onshore,year_2018,avaConv,0.2264
h3623,wind_onshore,year_2018,avaConv,0.1926
h3624,wind_onshore,year_2018,avaConv,0.1602
h3625,wind_onshore,year_2018,avaConv,0.1386
h3626,wind_onshore,year_2018,avaConv,0.1192
h3627,wind_onshore,year_2018,avaConv,0.103
h3628,wind_onshore,year_2018,avaConv,0.0877
h3629,wind_onshore,year_2018,avaConv,0.0744
h3630,wind_onshore,year_2018,avaConv,0.0666
h3631,wind_onshore,year_2018,avaConv,0.0632
h3632,wind_onshore,year_2018,avaConv,0.0622
h3633,wind_onshore,year_2018,avaConv,0.0617
h3634,wind_onshore,year_2018,avaConv,0.0635
h3635,wind_onshore,year_2018,avaConv,0.0671
h3636,wind_onshore,year_2018,avaConv,0.0675
h3637,wind_onshore,year_2018,avaConv,0.0646
h3638,wind_onshore,year_2018,avaConv,0.0588
h3639,wind_onshore,year_2018,avaConv,0.0543
h3640,wind_onshore,year_2018,avaConv,0.0521
h3641,wind_onshore,year_2018,avaConv,0.0503
h3642,wind_onshore,year_2018,avaConv,0.0481
h3643,wind_onshore,year_2018,avaConv,0.0426
h3644,wind_onshore,year_2018,avaConv,0.0369
h3645,wind_onshore,year_2018,avaConv,0.0312
h3646,wind_onshore,year_2018,avaConv,0.025
h3647,wind_onshore,year_2018,avaConv,0.0199
h3648,wind_onshore,year_2018,avaConv,0.0154
h3649,wind_onshore,year_2018,avaConv,0.0126
h3650,wind_onshore,year_2018,avaConv,0.0131
h3651,wind_onshore,year_2018,avaConv,0.0156
h3652,wind_onshore,year_2018,avaConv,0.0181
h3653,wind_onshore,year_2018,avaConv,0.0178
h3654,wind_onshore,year_2018,avaConv,0.015
h3655,wind_onshore,year_2018,avaConv,0.0119
h3656,wind_onshore,year_2018,avaConv,0.0101
h3657,wind_onshore,year_2018,avaConv,0.0102
h3658,wind_onshore,year_2018,avaConv,0.0109
h3659,wind_onshore,year_2018,avaConv,0.0131
h3660,wind_onshore,year_2018,avaConv,0.0161
h3661,wind_onshore,year_2018,avaConv,0.0189
h3662,wind_onshore,year_2018,avaConv,0.0194
h3663,wind_onshore,year_2018,avaConv,0.0179
h3664,wind_onshore,year_2018,avaConv,0.0169
h3665,wind_onshore,year_2018,avaConv,0.0163
h3666,wind_onshore,year_2018,avaConv,0.0158
h3667,wind_onshore,year_2018,avaConv,0.0154
h3668,wind_onshore,year_2018,avaConv,0.0152
h3669,wind_onshore,year_2018,avaConv,0.0201
h3670,wind_onshore,year_2018,avaConv,0.0267
h3671,wind_onshore,year_2018,avaConv,0.0316
h3672,wind_onshore,year_2018,avaConv,0.0364
h3673,wind_onshore,year_2018,avaConv,0.0378
h3674,wind_onshore,year_2018,avaConv,0.034
h3675,wind_onshore,year_2018,avaConv,0.0265
h3676,wind_onshore,year_2018,avaConv,0.0203
h3677,wind_onshore,year_2018,avaConv,0.0165
h3678,wind_onshore,year_2018,avaConv,0.0147
h3679,wind_onshore,year_2018,avaConv,0.0161
h3680,wind_onshore,year_2018,avaConv,0.0218
h3681,wind_onshore,year_2018,avaConv,0.0315
h3682,wind_onshore,year_2018,avaConv,0.0421
h3683,wind_onshore,year_2018,avaConv,0.0511
h3684,wind_onshore,year_2018,avaConv,0.06
h3685,wind_onshore,year_2018,avaConv,0.0685
h3686,wind_onshore,year_2018,avaConv,0.0741
h3687,wind_onshore,year_2018,avaConv,0.0748
h3688,wind_onshore,year_2018,avaConv,0.0698
h3689,wind_onshore,year_2018,avaConv,0.0651
h3690,wind_onshore,year_2018,avaConv,0.0664
h3691,wind_onshore,year_2018,avaConv,0.0763
h3692,wind_onshore,year_2018,avaConv,0.0932
h3693,wind_onshore,year_2018,avaConv,0.1098
h3694,wind_onshore,year_2018,avaConv,0.1193
h3695,wind_onshore,year_2018,avaConv,0.1207
h3696,wind_onshore,year_2018,avaConv,0.1168
h3697,wind_onshore,year_2018,avaConv,0.1055
h3698,wind_onshore,year_2018,avaConv,0.0919
h3699,wind_onshore,year_2018,avaConv,0.0781
h3700,wind_onshore,year_2018,avaConv,0.0667
h3701,wind_onshore,year_2018,avaConv,0.0619
h3702,wind_onshore,year_2018,avaConv,0.0701
h3703,wind_onshore,year_2018,avaConv,0.0875
h3704,wind_onshore,year_2018,avaConv,0.1042
h3705,wind_onshore,year_2018,avaConv,0.1192
h3706,wind_onshore,year_2018,avaConv,0.1338
h3707,wind_onshore,year_2018,avaConv,0.1475
h3708,wind_onshore,year_2018,avaConv,0.1642
h3709,wind_onshore,year_2018,avaConv,0.1808
h3710,wind_onshore,year_2018,avaConv,0.1968
h3711,wind_onshore,year_2018,avaConv,0.208
h3712,wind_onshore,year_2018,avaConv,0.2155
h3713,wind_onshore,year_2018,avaConv,0.2251
h3714,wind_onshore,year_2018,avaConv,0.2279
h3715,wind_onshore,year_2018,avaConv,0.2318
h3716,wind_onshore,year_2018,avaConv,0.2342
h3717,wind_onshore,year_2018,avaConv,0.2271
h3718,wind_onshore,year_2018,avaConv,0.2201
h3719,wind_onshore,year_2018,avaConv,0.209
h3720,wind_onshore,year_2018,avaConv,0.1933
h3721,wind_onshore,year_2018,avaConv,0.172
h3722,wind_onshore,year_2018,avaConv,0.1487
h3723,wind_onshore,year_2018,avaConv,0.1248
h3724,wind_onshore,year_2018,avaConv,0.1061
